Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.435902116526587,1,5.01020942408377,610,Adipose Tissue
Adrenal Gland,0.288799596737014,1,2.51167979002625,159,Adrenal Gland
Artery,0.841878924896054,2,5.88892307692308,747,Artery
Bladder,0.922243490018819,1,34.1767857142857,13,Bladder
Brain,0.608182007924199,3,2.85089374379345,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.962465366541578,2,8.54419642857143,11,Cervix Uteri
Colon,0.545582089822882,1,8.77935779816514,377,Colon
Esophagus,0.341280465056677,1,3.24389830508475,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.280794301302895,1,2.25695754716981,486,Heart
Kidney,1.23463538371442,3,11.347233201581,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,1.23463538371442,3,9.1720447284345,374,Lung
Muscle,0.34822158912272,1,3.54425925925926,469,Muscle
Nerve,0.962465366541578,2,11.5295180722892,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.435902116526587,1,4.78475,199,Pancreas
Pituitary,0.0,0,0.0,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.962465366541578,2,9.52189054726368,71,Salivary Gland
Skin,0.288799596737014,1,2.46002570694087,659,Skin
Small Intestine,0.962465366541578,2,9.07061611374408,103,Small Intestine
Spleen,0.0,0,0.0,118,Spleen
Stomach,0.0,0,0.0,206,Stomach
Testis,0.435902116526587,2,2.59687924016282,203,Testis
Thyroid,0.435902116526587,1,5.94378881987578,360,Thyroid
Uterus,0.909953604670707,1,28.9984848484848,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
