Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0,3,3.00612565445026,610,Adipose Tissue
Adrenal Gland,0,0,0.0,159,Adrenal Gland
Artery,0,2,1.17778461538462,747,Artery
Bladder,0,0,0.0,13,Bladder
Brain,0,5,0.950297914597815,1401,Brain
Breast,0,1,0.454608076009501,215,Breast
Cervix Uteri,0,1,0.854419642857143,11,Cervix Uteri
Colon,0,1,1.75587155963303,377,Colon
Esophagus,0,0,0.0,790,Esophagus
Fallopian Tube,0,0,0.0,7,Fallopian Tube
Heart,0,2,0.902783018867925,486,Heart
Kidney,0,4,3.02592885375494,36,Kidney
Liver,0,1,0.623420195439739,141,Liver
Lung,0,2,1.2229392971246,374,Lung
Muscle,0,0,0.0,469,Muscle
Nerve,0,1,1.15295180722892,331,Nerve
Ovary,0,1,1.05159340659341,110,Ovary
Pancreas,0,0,0.0,199,Pancreas
Pituitary,0,2,1.3108904109589,126,Pituitary
Prostate,0,0,0.0,121,Prostate
Salivary Gland,0,2,1.90437810945274,71,Salivary Gland
Skin,0,1,0.492005141388175,659,Skin
Small Intestine,0,0,0.0,103,Small Intestine
Spleen,0,4,1.54346774193548,118,Spleen
Stomach,0,2,2.60394557823129,206,Stomach
Testis,0,1,0.259687924016282,203,Testis
Thyroid,0,0,0.0,360,Thyroid
Uterus,0,0,0.0,93,Uterus
Vagina,0,0,0.0,95,Vagina
