Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.209414952593962,3,1.95202964574692,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,1,0.382397602397602,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0858123618244404,8,0.987322508673055,1401,Brain
Breast,0.0858123618244404,4,1.18080019742728,215,Breast
Cervix Uteri,0.0858123618244404,2,1.10963589981447,11,Cervix Uteri
Colon,0.209414952593962,2,2.28035267484809,377,Colon
Esophagus,0.209414952593962,4,1.6851419766674,790,Esophagus
Fallopian Tube,0.229337761097997,3,2.30146705146705,7,Fallopian Tube
Heart,0.0561402028659131,3,0.879334109286939,486,Heart
Kidney,0.40745840002226,5,2.4561110825933,36,Kidney
Liver,3.41520546390863,11,4.45300139599814,141,Liver
Lung,4.34736537864943,13,5.16175677357786,374,Lung
Muscle,0.0561402028659131,2,0.920586820586821,469,Muscle
Nerve,0.0858123618244404,2,1.4973400093882,331,Nerve
Ovary,0.0118429711952479,1,0.68285286142429,110,Ovary
Pancreas,0.0858123618244404,2,1.24279220779221,199,Pancreas
Pituitary,0.0858123618244404,3,1.27684130937556,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0858123618244404,2,1.2366091619823,71,Salivary Gland
Skin,0.339612116747513,6,1.91690314826562,659,Skin
Small Intestine,0.339612116747513,4,2.35600418538807,103,Small Intestine
Spleen,3.76976831462337,15,3.75844417679095,118,Spleen
Stomach,0.0960829301602985,2,1.69087375209824,206,Stomach
Testis,0.0,3,0.505885566265485,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.209414952593962,1,3.76603699330972,93,Uterus
Vagina,0.0858123618244404,1,1.24279220779221,95,Vagina
