Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,0,0.0,610,Adipose Tissue
Adrenal Gland,0.0127919471048576,1,3.13959973753281,159,Adrenal Gland
Artery,0.0,0,0.0,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,1,1.18787239324727,1401,Brain
Breast,0.0127919471048576,1,2.84130047505938,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.0,0,0.0,377,Colon
Esophagus,0.0,0,0.0,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0127919471048576,1,2.82119693396226,486,Heart
Kidney,0.0127919471048576,1,4.72801383399209,36,Kidney
Liver,0.0,0,0.0,141,Liver
Lung,0.399218848050505,2,7.64337060702875,374,Lung
Muscle,0.0127919471048576,1,4.43032407407407,469,Muscle
Nerve,2.01876689581454,3,21.6178463855422,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0127919471048576,1,4.09653253424658,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,0,0.0,71,Salivary Gland
Skin,0.0127919471048576,1,3.07503213367609,659,Skin
Small Intestine,0.0,0,0.0,103,Small Intestine
Spleen,0.0,0,0.0,118,Spleen
Stomach,0.0,0,0.0,206,Stomach
Testis,0.0,1,1.62304952510176,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
