Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.0,1,1.19290700573423,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0,1,0.701062271062271,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,2,0.45252281647515,1401,Brain
Breast,0.0,1,0.541200090487501,215,Breast
Cervix Uteri,0.0,1,1.0171662414966,11,Cervix Uteri
Colon,0.0959804261822941,2,4.18064657055483,377,Colon
Esophagus,0.0537719899811633,3,2.31707021791768,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,1,0.537370844564241,486,Heart
Kidney,0.0,1,0.900574063617542,36,Kidney
Liver,0.0537719899811633,3,2.22650069799907,141,Liver
Lung,1.88284649953051,7,5.09558040468584,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0364183518169692,2,2.5037938252224,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0,1,0.780291911285062,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0,1,1.13355839848377,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.0082375232022589,2,2.1596705032724,103,Small Intestine
Spleen,1.05162621578577,7,3.21555779569892,118,Spleen
Stomach,0.0,1,1.54996760609005,206,Stomach
Testis,0.0,1,0.309152290495574,203,Testis
Thyroid,0.0,0,0.0,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,1,2.27845238095238,95,Vagina
