Unnamed: 0,Log10PValue,Tissue.Specific.Genes,fold.change,samples,Tissue
Adipose Tissue,0.635673132834175,2,7.4225324801241,610,Adipose Tissue
Adrenal Gland,0.0,0,0.0,159,Adrenal Gland
Artery,0.0102706678520039,1,2.18108262108262,747,Artery
Bladder,0.0,0,0.0,13,Bladder
Brain,0.0,0,0.0,1401,Brain
Breast,0.0,0,0.0,215,Breast
Cervix Uteri,0.0,0,0.0,11,Cervix Uteri
Colon,0.0,0,0.0,377,Colon
Esophagus,0.0102706678520039,1,2.40288763339611,790,Esophagus
Fallopian Tube,0.0,0,0.0,7,Fallopian Tube
Heart,0.0,0,0.0,486,Heart
Kidney,1.92279627769475,4,11.2071439027961,36,Kidney
Liver,0.0102706678520039,1,2.30896368681385,141,Liver
Lung,0.861977746191823,3,6.79410720624778,374,Lung
Muscle,0.0,0,0.0,469,Muscle
Nerve,0.0,0,0.0,331,Nerve
Ovary,0.0,0,0.0,110,Ovary
Pancreas,0.0,0,0.0,199,Pancreas
Pituitary,0.0102706678520039,1,2.42757483510908,126,Pituitary
Prostate,0.0,0,0.0,121,Prostate
Salivary Gland,0.0102706678520039,1,3.52662612861618,71,Salivary Gland
Skin,0.0,0,0.0,659,Skin
Small Intestine,0.0,0,0.0,103,Small Intestine
Spleen,0.635673132834175,3,4.28741039426523,118,Spleen
Stomach,0.0102706678520039,1,4.82212144116906,206,Stomach
Testis,0.0,0,0.0,203,Testis
Thyroid,0.0102706678520039,1,4.40280653324132,360,Thyroid
Uterus,0.0,0,0.0,93,Uterus
Vagina,0.0,0,0.0,95,Vagina
