Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",FETUB,Fetuin-B,18663,234,3.15 [2.11-4.70],2.1938000154887096e-08
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",IGFBP3,Insulin-like growth factor-binding protein 3,18686,235,2.66 [1.81-3.91],7.0750131500325e-07
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",INSL3,Insulin-like 3,16110,194,0.70 [0.61-0.80],6.442641432485312e-07
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",KLK3,Prostate-specific antigen,16150,196,0.44 [0.39-0.51],4.1756530652378705e-34
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",KLK4,Kallikrein-4,18771,235,1.44 [1.24-1.67],1.4525518364950654e-06
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",LEP,Leptin,18596,234,1.47 [1.24-1.75],8.75353866034322e-06
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",MSMB,Beta-microseminoprotein,18575,231,0.50 [0.42-0.58],1.8695944771415042e-18
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",RLN2,Prorelaxin H2,15765,194,0.45 [0.33-0.61],1.8291175366816619e-07
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",SPINT3,Kunitz-type protease inhibitor 3,16090,198,0.76 [0.71-0.82],2.0257651429758642e-13
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",TSPAN1,Tetraspanin-1,18267,228,0.46 [0.37-0.58],8.218208490215568e-12
Chapter II Neoplasms,"Malignant neoplasm of prostate, excluding all cancers (controls excluding all cancers)",VTCN1,V-set domain-containing T-cell activation inhibitor 1,18178,232,2.28 [1.64-3.18],1.0483083121451809e-06
