Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ACAN,Aggrecan core protein,22145,662,2.02 [1.58-2.59],2.1784044195864493e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,18824,572,1.72 [1.48-2.01],2.680914367042437e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,AMBP,Protein AMBP,22520,663,3.52 [2.46-5.05],6.238719875011034e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,ASGR1,Asialoglycoprotein receptor 1,22208,656,1.98 [1.58-2.48],3.0914510354722563e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,BRK1,Protein BRICK1,21829,642,1.76 [1.51-2.05],3.2294858216203053e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CCL7,C-C motif chemokine 7,22338,651,1.34 [1.20-1.49],7.605002958883828e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CCN3,CCN family member 3,22580,669,2.42 [2.01-2.92],1.6856660198972592e-20
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CD276,CD276 antigen,22333,664,1.98 [1.62-2.42],3.902891951552626e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CD300C,CMRF35-like molecule 6,22564,669,1.74 [1.43-2.12],4.101592687095745e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CD302,CD302 antigen,22242,654,2.14 [1.72-2.67],8.847359401743131e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CDCP1,CUB domain-containing protein 1,22208,656,1.69 [1.50-1.91],1.917895457961965e-17
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CFD,Complement factor D,19409,593,2.50 [1.79-3.49],7.224914715203854e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",19334,591,1.94 [1.64-2.28],3.5302836069020146e-15
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CHGA,Chromogranin-A,19381,589,1.40 [1.29-1.51],3.496473646148747e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CKAP4,Cytoskeleton-associated protein 4,22482,668,2.18 [1.71-2.77],2.1181171069988647e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CLEC14A,C-type lectin domain family 14 member A,22338,663,2.07 [1.66-2.58],7.492201602792129e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,COL18A1,Collagen alpha-1(XVIII) chain,22408,666,2.47 [1.83-3.35],4.181292182353346e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,COL6A3,Collagen alpha-3(VI) chain,22616,673,2.31 [1.90-2.80],1.693333002292743e-17
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,COL9A1,Collagen alpha-1(IX) chain,22338,651,2.44 [2.15-2.77],4.4248114953700094e-43
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CRTAC1,Cartilage acidic protein 1,22616,673,2.10 [1.65-2.67],1.233407626054582e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,CSTB,Cystatin-B,22034,661,1.62 [1.39-1.89],9.183655803024847e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,EDA2R,Tumor necrosis factor receptor superfamily member 27,22552,665,1.96 [1.63-2.37],2.052133863124215e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,EFNA4,Ephrin-A4,22169,653,2.00 [1.58-2.52],7.2353510063237314e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,EPHA2,Ephrin type-A receptor 2,21531,626,2.03 [1.63-2.53],2.1211243490302372e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,EPHB4,Ephrin type-B receptor 4,22616,673,2.21 [1.69-2.90],8.423616277358217e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,FABP3,"Fatty acid-binding protein, heart",19381,591,1.49 [1.29-1.71],2.2840788689143985e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,FSTL1,Follistatin-related protein 1,18848,567,2.73 [1.96-3.81],3.565149052919037e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,GAST,Gastrin,19334,591,1.19 [1.13-1.26],9.764007008494223e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,GDF15,Growth/differentiation factor 15,22616,673,1.60 [1.41-1.81],9.273714855532792e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,GFRA1,GDNF family receptor alpha-1,22527,664,2.17 [1.71-2.76],2.6617264584785704e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,HAVCR2,Hepatitis A virus cellular receptor 2,22338,663,1.83 [1.50-2.22],1.946924241786342e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,18884,573,1.80 [1.48-2.18],3.1699607514594075e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,IGFBP2,Insulin-like growth factor-binding protein 2,22574,672,1.38 [1.24-1.54],6.3062841700052125e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,IGFBP4,Insulin-like growth factor-binding protein 4,22053,655,1.74 [1.48-2.04],1.2251855485570315e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,IL18BP,Interleukin-18-binding protein,22404,667,1.86 [1.49-2.31],2.2487673498218772e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,KLK4,Kallikrein-4,22552,665,1.44 [1.30-1.59],1.3536820711693144e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Arthrosis,LAYN,Layilin,22171,656,2.00 [1.64-2.44],7.800676636547954e-12
