Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",ADM,Pro-adrenomedullin,15194,454,3.10 [2.24-4.29],8.33184296229844e-12
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",AREG,Amphiregulin,14982,447,1.87 [1.59-2.21],9.773477452833125e-14
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",ASGR1,Asialoglycoprotein receptor 1,14918,447,2.13 [1.69-2.69],1.9989871221903038e-10
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",B4GALT1,"Beta-1,4-galactosyltransferase 1",15131,452,2.52 [1.89-3.35],2.0444291213426563e-10
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CD302,CD302 antigen,14982,447,2.12 [1.67-2.69],7.09970746045499e-10
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CHGA,Chromogranin-A,13227,378,1.33 [1.22-1.46],3.8929368229250487e-10
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CKAP4,Cytoskeleton-associated protein 4,15152,451,2.09 [1.66-2.63],2.7433732839455736e-10
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",COL18A1,Collagen alpha-1(XVIII) chain,15151,451,3.41 [2.42-4.80],2.0176381288841405e-12
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",COL6A3,Collagen alpha-3(VI) chain,15258,455,2.20 [1.79-2.70],5.4360102515626216e-14
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",COLEC12,Collectin-12,15061,449,2.52 [1.89-3.37],4.4563753753468365e-10
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CSF1,Macrophage colony-stimulating factor 1,15131,452,2.54 [1.91-3.38],1.7486595859555176e-10
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",CST3,Cystatin-C,15133,449,2.53 [1.95-3.28],3.06066981143106e-12
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",EFNA1,Ephrin-A1,15045,450,2.29 [1.77-2.96],2.1455870872923246e-10
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",EFNA4,Ephrin-A4,14892,445,2.09 [1.67-2.62],9.737300985898247e-11
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",FGF23,Fibroblast growth factor 23,15172,454,1.61 [1.44-1.81],3.359354117951537e-16
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",GDF15,Growth/differentiation factor 15,15258,455,2.10 [1.82-2.42],2.573913847387912e-24
Chapter XI Diseases of the digestive system,"Other or unspecified ileus, impaction or obstruction",IGFBP4,Insulin-like growth factor-binding protein 4,14871,446,1.91 [1.63-2.23],3.7846790388171196e-16
