Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ACTA2,"Actin, aortic smooth muscle",19588,52,2.02 [1.43-2.85],7.044344055604687e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADA2,Adenosine deaminase 2,19845,51,2.49 [1.50-4.12],0.0003877439236622
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,16864,44,4.29 [2.84-6.47],4.059285623641926e-12
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,20183,53,4.92 [2.18-11.06],0.0001190881370918
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,20083,53,2.67 [1.51-4.75],0.0007879788346735
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,17304,47,4.69 [2.61-8.44],2.416014581576101e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,19836,52,4.64 [2.77-7.78],5.909533281044301e-09
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,19588,52,1.88 [1.38-2.56],5.380406201031231e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,16864,44,2.70 [1.60-4.56],0.0002044369841425
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADAMTSL2,ADAMTS-like protein 2,17376,46,2.87 [1.56-5.25],0.0006543613275601
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,19467,53,1.76 [1.39-2.21],1.877346165049612e-06
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,AGR2,Anterior gradient protein 2 homolog,19347,52,1.51 [1.19-1.91],0.0005560441979292
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,AGR3,Anterior gradient protein 3,19434,53,1.66 [1.24-2.22],0.0007526097149993
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,AGRN,Agrin,20014,52,4.08 [2.61-6.37],6.404596176135153e-10
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,AHNAK,Neuroblast differentiation-associated protein AHNAK,16905,48,3.08 [1.88-5.06],8.652626505331637e-06
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ALCAM,CD166 antigen,20189,51,9.75 [3.43-27.70],1.933031557146379e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ALPP,"Alkaline phosphatase, placental type",19836,52,1.50 [1.22-1.83],8.753647964838532e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ANG,Angiogenin,19915,51,3.29 [1.90-5.72],2.2479840595880293e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ANGPT2,Angiopoietin-2,20108,53,5.38 [3.39-8.54],9.992195754435996e-13
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ANGPTL1,Angiopoietin-related protein 1,19630,49,5.83 [2.79-12.18],2.770238686151714e-06
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ANGPTL4,Angiopoietin-related protein 4,19983,52,4.36 [2.56-7.42],5.5141886199637257e-08
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ANGPTL7,Angiopoietin-related protein 7,20108,53,2.82 [1.69-4.73],7.641556683136999e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ANXA10,Annexin A10,19490,52,1.56 [1.23-1.98],0.0002406919003428
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ANXA5,Annexin A5,19420,52,3.24 [1.94-5.40],6.5381739815370255e-06
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,APOA1,Apolipoprotein A-I,17383,48,0.11 [0.04-0.33],6.411380122844251e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,AREG,Amphiregulin,19836,52,3.68 [2.56-5.30],2.407265523436055e-12
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ART3,Ecto-ADP-ribosyltransferase 3,20045,52,3.41 [1.79-6.48],0.0001895350633089
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ASGR1,Asialoglycoprotein receptor 1,19754,52,4.76 [3.00-7.56],3.8198087731624064e-11
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ASGR2,Asialoglycoprotein receptor 2,17387,47,6.65 [2.75-16.10],2.6929304906470927e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,ATRAID,All-trans retinoic acid-induced differentiation factor,17304,47,2.68 [1.80-3.98],1.0210011424921202e-06
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,B2M,Beta-2-microglobulin,17383,48,1.94 [1.44-2.61],1.4449504009430506e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",16905,48,4.18 [2.00-8.73],0.0001435693624078
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,B4GALT1,"Beta-1,4-galactosyltransferase 1",20014,52,9.66 [4.77-19.56],2.907711892410958e-10
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,19467,53,1.71 [1.25-2.33],0.0007665204398961
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,BAMBI,BMP and activin membrane-bound inhibitor homolog,19467,53,3.82 [2.36-6.18],4.614366524627876e-08
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like,16864,44,2.67 [1.73-4.14],1.0437068901296717e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,BST2,Bone marrow stromal antigen 2,20117,53,2.23 [1.62-3.07],7.632192066203381e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,BTN3A2,Butyrophilin subfamily 3 member A2,19921,52,2.37 [1.43-3.93],0.0008132754042208
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,C1QA,Complement C1q subcomponent subunit A,20084,53,3.99 [1.81-8.76],0.0005832464037797
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,C7,Complement component C7,16962,46,5.50 [2.78-10.90],9.795971899212192e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CA12,Carbonic anhydrase 12,19836,52,3.44 [2.24-5.27],1.3961806550868422e-08
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CA4,Carbonic anhydrase 4,20189,51,5.75 [2.52-13.11],3.276299382168387e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CALB1,Calbindin,19836,52,2.52 [1.62-3.91],4.0398470489343227e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CALB2,Calretinin,19490,52,1.87 [1.32-2.66],0.0004698612590009
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CALCB,Calcitonin gene-related peptide 2,17319,48,2.45 [1.65-3.65],9.63833779612884e-06
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CANT1,Soluble calcium-activated nucleotidase 1,19878,50,7.59 [2.32-24.79],0.0007889910899789
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CAPG,Macrophage-capping protein,19792,53,1.79 [1.27-2.54],0.0009336338886525
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCDC80,Coiled-coil domain-containing protein 80,19943,50,5.33 [3.10-9.17],1.4401946818603655e-09
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,16905,48,2.60 [1.90-3.55],1.756784781211132e-09
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL11,Eotaxin,20183,53,4.63 [2.51-8.55],9.63165104177363e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL14,C-C motif chemokine 14,19915,51,2.44 [1.78-3.35],3.277665195362882e-08
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL15,C-C motif chemokine 15,20189,51,3.27 [2.09-5.13],2.344963052411094e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL16,C-C motif chemokine 16,20189,51,3.25 [2.10-5.03],1.126786609399317e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL17,C-C motif chemokine 17,19874,52,1.63 [1.26-2.10],0.0001762146281182
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL18,C-C motif chemokine 18,19698,50,1.45 [1.17-1.81],0.0007433355121434
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL20,C-C motif chemokine 20,20183,53,1.50 [1.24-1.82],2.8057977241756148e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL22,C-C motif chemokine 22,19699,51,1.93 [1.31-2.84],0.0009299717505613
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL23,C-C motif chemokine 23,20014,52,3.13 [1.83-5.36],3.150664811408986e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL25,C-C motif chemokine 25,20183,53,3.02 [1.91-4.78],2.276104063932693e-06
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL27,C-C motif chemokine 27,19943,50,2.34 [1.58-3.49],2.681069557121197e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCL7,C-C motif chemokine 7,19921,52,1.78 [1.38-2.30],1.0670764940986183e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCN3,CCN family member 3,20150,51,5.93 [3.51-10.03],3.1422300898571976e-11
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CCN4,CCN family member 4,20108,53,2.64 [1.63-4.28],7.796355626935425e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD14,Monocyte differentiation antigen CD14,19565,51,4.37 [2.75-6.96],4.838801313248502e-10
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD160,CD160 antigen,20183,53,2.65 [1.70-4.12],1.730470504642137e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD244,Natural killer cell receptor 2B4,20183,53,3.59 [1.73-7.47],0.0006041939412321
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD27,CD27 antigen,19990,52,3.08 [2.01-4.72],2.364810743305338e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD274,Programmed cell death 1 ligand 1,19754,52,3.02 [1.83-4.97],1.4231427835574609e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD276,CD276 antigen,19907,52,7.78 [4.37-13.88],3.5491325038114537e-12
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD28,T-cell-specific surface glycoprotein CD28,19467,53,2.15 [1.46-3.17],9.711285849967672e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD300A,CMRF35-like molecule 8,16974,48,8.41 [4.18-16.94],2.4651811967352806e-09
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD300C,CMRF35-like molecule 6,20117,53,6.98 [4.02-12.12],5.447489802044743e-12
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD300E,CMRF35-like molecule 2,20050,53,4.66 [2.89-7.51],2.595607216609997e-10
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD300LF,CMRF35-like molecule 1,20108,53,2.73 [1.71-4.35],2.3801580339889088e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD300LG,CMRF35-like molecule 9,19936,52,3.04 [1.60-5.76],0.0006723863679248
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD302,CD302 antigen,19836,52,5.23 [3.16-8.66],1.2340763163683224e-10
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,19836,52,3.42 [1.67-7.00],0.0007775749976661
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD4,T-cell surface glycoprotein CD4,19885,52,4.45 [2.78-7.12],5.006039785544611e-10
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD46,Membrane cofactor protein,19856,51,5.32 [3.11-9.11],1.0823758476012216e-09
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD48,CD48 antigen,19983,52,3.93 [1.97-7.83],0.0001001213399376
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD5,T-cell surface glycoprotein CD5,20080,53,2.13 [1.40-3.25],0.0004557306921203
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD55,Complement decay-accelerating factor,19273,51,3.89 [2.27-6.67],7.502204746690089e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD59,CD59 glycoprotein,19247,47,7.87 [4.07-15.19],8.040677883305852e-10
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD74,HLA class II histocompatibility antigen gamma chain,20117,53,6.10 [3.61-10.30],1.2809180933020046e-11
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD79B,B-cell antigen receptor complex-associated protein beta chain,20183,53,2.87 [1.99-4.14],1.8838666716406944e-08
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD80,T-lymphocyte activation antigen CD80,17368,48,4.35 [2.49-7.62],2.663005962821073e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD83,CD83 antigen,19921,52,4.68 [2.79-7.86],5.212798209684517e-09
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CD93,Complement component C1q receptor,19198,51,5.45 [2.87-10.35],2.170483033277872e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CDCP1,CUB domain-containing protein 1,19754,52,2.02 [1.41-2.91],0.0001326895683742
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CDH1,Cadherin-1,19303,50,2.05 [1.43-2.93],8.250659092646375e-05
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CDH3,Cadherin-3,20117,53,4.43 [2.49-7.89],4.349529452117068e-07
Chapter I Certain infectious and parasitic diseases,Implicit viral Sepsis,CEACAM6,Carcinoembryonic antigen-related cell adhesion molecule 6,17376,46,1.91 [1.33-2.74],0.0004694535541373
