Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",17415,51,1.47 [1.18-1.83],0.0006612583698797
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,C2orf69,UPF0565 protein C2orf69,17248,48,1.70 [1.36-2.13],4.083771935077125e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,CLEC1A,C-type lectin domain family 1 member A,20085,60,2.91 [1.61-5.25],0.0003889471453785
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,DHRS4L2,Dehydrogenase/reductase SDR family member 4-like 2,17678,52,1.83 [1.29-2.61],0.0007684476653229
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,HSPB6,Heat shock protein beta-6,20640,62,2.21 [1.38-3.53],0.000943840061588
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,MYBPC2,"Myosin-binding protein C, fast-type",17230,49,1.59 [1.31-1.94],2.243965932266962e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,PTGR1,Prostaglandin reductase 1,17734,52,1.68 [1.26-2.24],0.0004648323009212
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,RGL2,Ral guanine nucleotide dissociation stimulator-like 2,17415,51,1.53 [1.21-1.94],0.0004014942156943
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,17415,51,2.13 [1.49-3.03],3.004119852459369e-05
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,UXS1,UDP-glucuronic acid decarboxylase 1,19959,60,1.72 [1.26-2.34],0.0006322407891555
