Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",A1BG,Alpha-1B-glycoprotein,24518,337,2.53 [1.36-4.69],0.0033253520859243
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ABCA2,ATP-binding cassette sub-family A member 2,23700,319,1.47 [1.13-1.91],0.0044193848783831
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27491,378,1.65 [1.51-1.80],2.3459923946346167e-29
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACE2,Angiotensin-converting enzyme 2,27678,374,2.08 [1.83-2.38],1.9183415836972425e-27
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACHE,Acetylcholinesterase,23939,332,2.33 [1.87-2.91],4.102380225257489e-14
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACP5,Tartrate-resistant acid phosphatase type 5,28281,383,2.53 [2.01-3.19],2.9170309055253137e-15
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACP6,Lysophosphatidic acid phosphatase type 6,28394,385,1.36 [1.17-1.58],5.188700626149793e-05
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACTA2,"Actin, aortic smooth muscle",27678,374,1.38 [1.17-1.63],0.0001015737262448
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACY1,Aminoacylase-1,28179,384,2.33 [2.08-2.63],4.397849485827083e-45
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23700,319,1.69 [1.43-1.99],5.931137834205181e-10
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADA,Adenosine deaminase,28516,388,1.74 [1.40-2.15],4.119805312441668e-07
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23785,326,1.53 [1.27-1.84],7.803692972828906e-06
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27678,374,2.06 [1.54-2.75],8.774363286578725e-07
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,27985,376,0.32 [0.24-0.41],5.6049504392166935e-19
