Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,26372,117,1.62 [1.23-2.14],0.00061830411688
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,22667,98,0.46 [0.26-0.82],0.0078612198648451
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,ADAMTSL2,ADAMTS-like protein 2,23330,101,2.12 [1.27-3.53],0.0038209161092319
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,BMPER,BMP-binding endothelial regulator protein,22806,97,2.17 [1.28-3.68],0.0041339203097703
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,CALCA,Calcitonin,26634,119,1.37 [1.09-1.73],0.0074452981710755
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,CD1C,T-cell surface glycoprotein CD1c,26917,118,0.40 [0.23-0.70],0.0010972016966261
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,CD58,Lymphocyte function-associated antigen 3,26774,116,0.31 [0.13-0.75],0.0087684823856536
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,CGA,Glycoprotein hormones alpha chain,26841,117,0.68 [0.57-0.81],1.8041602651440577e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,CHAD,Chondroadherin,22806,97,0.61 [0.42-0.87],0.0068029625425607
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,COL24A1,Collagen alpha-1(XXIV) chain,23245,103,0.72 [0.56-0.92],0.0092333066384933
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,EPO,Erythropoietin,26846,120,1.33 [1.14-1.55],0.0002862692299584
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,FLT3,Receptor-type tyrosine-protein kinase FLT3,26201,118,0.35 [0.20-0.63],0.0004632249038998
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,FLT3LG,Fms-related tyrosine kinase 3 ligand,27176,118,2.07 [1.30-3.31],0.0022657980067123
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,FSHB,Follitropin subunit beta,22690,98,0.63 [0.47-0.84],0.0018760203478828
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,GNPDA1,Glucosamine-6-phosphate isomerase 1,22690,98,1.68 [1.20-2.35],0.0027375859741409
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,HS3ST3B1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1,26740,118,1.79 [1.18-2.72],0.006015077968528
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,ITPR1,"Inositol 1,4,5-trisphosphate receptor type 1",22690,98,1.33 [1.08-1.64],0.0079034218608511
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,KLK14,Kallikrein-14,27103,119,0.63 [0.44-0.89],0.0082901143173579
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,KLK6,Kallikrein-6,26879,118,0.53 [0.33-0.85],0.0084882931108437
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,L1CAM,Neural cell adhesion molecule L1,26917,118,0.50 [0.29-0.84],0.0091721116357853
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,NECTIN1,Nectin-1,22667,98,0.41 [0.21-0.81],0.0099578207854238
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,NFE2,Transcription factor NF-E2 45 kDa subunit,22690,98,1.40 [1.10-1.79],0.0067266708524996
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,NPL,N-acetylneuraminate lyase,23333,101,1.85 [1.27-2.70],0.0014574145822337
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,PALM,Paralemmin-1,23122,102,0.49 [0.32-0.75],0.0010063257638985
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,PDZD2,PDZ domain-containing protein 2,22593,99,1.47 [1.15-1.89],0.0024008003299267
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,PON1,Serum paraoxonase/arylesterase 1,23355,100,0.46 [0.27-0.78],0.0039353215729166
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,PTPRN2,Receptor-type tyrosine-protein phosphatase N2,26585,119,0.39 [0.23-0.65],0.000371320263617
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,RNF41,E3 ubiquitin-protein ligase NRDP1,26201,118,1.36 [1.09-1.69],0.006844344331596
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,SLC34A3,Sodium-dependent phosphate transport protein 2C,22520,97,1.55 [1.21-1.99],0.0005103111093654
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,SLITRK1,SLIT and NTRK-like protein 1,22667,98,0.40 [0.22-0.72],0.0022909903933264
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,26683,119,1.77 [1.18-2.64],0.0053412729267607
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,TRIM58,E3 ubiquitin-protein ligase TRIM58,23228,101,1.33 [1.08-1.65],0.0087411468993295
"Chapter IV Endocrine, nutritional and metabolic diseases",Phobic anxiety disorders,UNC79,Protein unc-79 homolog,22520,97,1.47 [1.14-1.91],0.0035538007709164
