Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,A1BG,Alpha-1B-glycoprotein,24126,694,1.00 [0.66-1.51],0.9991523808712242
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,AAMDC,Mth938 domain-containing protein,23462,678,0.94 [0.81-1.08],0.3482156909629635
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,AARSD1,Alanyl-tRNA editing protein Aarsd1,27496,788,1.03 [0.92-1.15],0.5629201907568877
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ABCA2,ATP-binding cassette sub-family A member 2,23317,676,0.86 [0.70-1.06],0.1643856237528674
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ABHD14B,Protein ABHD14B,27330,771,1.07 [0.96-1.19],0.2215645558666263
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ABL1,Tyrosine-protein kinase ABL1,27496,788,1.02 [0.93-1.12],0.7373570488123852
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ABO,Histo-blood group ABO system transferase,24093,686,0.99 [0.94-1.04],0.7322594149425746
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ABRAXAS2,BRISC complex subunit Abraxas 2,23317,676,1.02 [0.91-1.14],0.7377301066513224
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26968,767,1.06 [0.98-1.14],0.1543535406476093
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23625,679,0.93 [0.83-1.04],0.1997309426720052
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24081,694,1.01 [0.93-1.10],0.7752470431987972
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACAN,Aggrecan core protein,27372,779,1.01 [0.80-1.26],0.955907753781444
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACE,Angiotensin-converting enzyme,24093,686,0.92 [0.70-1.21],0.547385818694279
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACE2,Angiotensin-converting enzyme 2,27111,774,1.09 [0.96-1.23],0.1695803917887789
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACHE,Acetylcholinesterase,23568,674,1.17 [0.94-1.47],0.1655911948788027
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACOT13,Acyl-coenzyme A thioesterase 13,23955,688,0.98 [0.92-1.05],0.55264938878037
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27617,786,1.08 [0.96-1.22],0.1924445627266154
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACP1,Low molecular weight phosphotyrosine protein phosphatase,23398,670,1.00 [0.85-1.18],0.9904425744871178
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACP5,Tartrate-resistant acid phosphatase type 5,27743,792,1.05 [0.86-1.28],0.6636714707208958
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACP6,Lysophosphatidic acid phosphatase type 6,27798,792,1.07 [0.97-1.18],0.1524431702817038
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACRBP,Acrosin-binding protein,23942,689,1.04 [0.86-1.25],0.6790899520645663
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACRV1,Acrosomal protein SP-10,23398,670,0.93 [0.75-1.15],0.4822765000117778
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACSL1,Long-chain-fatty-acid--CoA ligase 1,23317,676,1.02 [0.85-1.24],0.805180298917145
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACTA2,"Actin, aortic smooth muscle",27111,774,1.06 [0.92-1.22],0.3991968622412335
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACTN2,Alpha-actinin-2,23317,676,1.00 [0.87-1.15],0.9919829893084868
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACTN4,Alpha-actinin-4,27064,774,0.94 [0.77-1.16],0.5779668040277041
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACVRL1,Serine/threonine-protein kinase receptor R3,27379,771,1.01 [0.77-1.31],0.9692985647221204
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACY1,Aminoacylase-1,27617,786,1.06 [0.96-1.18],0.2680775603010183
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23317,676,1.04 [0.91-1.18],0.5803809466986225
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ACYP1,Acylphosphatase-1,23473,671,0.93 [0.83-1.04],0.1856614738151989
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADA,Adenosine deaminase,27902,798,1.05 [0.88-1.26],0.5785483550582344
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADA2,Adenosine deaminase 2,27441,788,0.99 [0.85-1.15],0.9215073229852148
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23398,670,1.01 [0.81-1.27],0.9060821275825636
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27111,774,1.13 [0.92-1.39],0.2558452802935622
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,27420,773,0.96 [0.80-1.15],0.6667273803013869
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,27902,798,0.95 [0.79-1.13],0.5358116103488657
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27806,798,1.02 [0.81-1.27],0.8878224019211851
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23955,688,0.97 [0.75-1.24],0.787742205373681
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,23398,670,1.04 [0.83-1.32],0.7148456296434218
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Disorders of refraction and accommodation,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27952,798,0.96 [0.73-1.26],0.7655637612899975
