Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,A1BG,Alpha-1B-glycoprotein,23277,38,1.08 [0.18-6.44],0.9319975162364555
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,AAMDC,Mth938 domain-containing protein,22626,36,0.80 [0.43-1.48],0.4816362097912207
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,AARSD1,Alanyl-tRNA editing protein Aarsd1,26517,40,1.12 [0.69-1.83],0.6384322421490991
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ABCA2,ATP-binding cassette sub-family A member 2,22489,38,1.02 [0.43-2.39],0.9691472438010632
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ABHD14B,Protein ABHD14B,26366,39,1.01 [0.62-1.66],0.965097690596809
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ABL1,Tyrosine-protein kinase ABL1,26517,40,1.09 [0.72-1.65],0.6702112809018941
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ABO,Histo-blood group ABO system transferase,23243,38,0.98 [0.79-1.21],0.835931240008333
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ABRAXAS2,BRISC complex subunit Abraxas 2,22489,38,0.99 [0.61-1.60],0.965676076868386
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26012,40,0.87 [0.61-1.25],0.449098367402672
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",22792,38,0.84 [0.50-1.41],0.5070894483939585
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",23231,37,0.78 [0.54-1.14],0.1994070164770839
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACAN,Aggrecan core protein,26408,41,0.36 [0.13-0.96],0.0422612714270229
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACE,Angiotensin-converting enzyme,23243,38,0.70 [0.22-2.24],0.5471671308932624
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACE2,Angiotensin-converting enzyme 2,26149,40,0.55 [0.28-1.07],0.0770177651032655
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACHE,Acetylcholinesterase,22730,38,0.33 [0.12-0.93],0.0349705350110643
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACOT13,Acyl-coenzyme A thioesterase 13,23113,38,0.96 [0.73-1.27],0.7871745655644469
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,26640,41,0.94 [0.54-1.64],0.8235089114899212
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACP1,Low molecular weight phosphotyrosine protein phosphatase,22567,38,1.21 [0.64-2.30],0.5541931149139872
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACP5,Tartrate-resistant acid phosphatase type 5,26757,40,1.04 [0.42-2.56],0.9358565195764548
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACP6,Lysophosphatidic acid phosphatase type 6,26816,41,1.11 [0.72-1.70],0.6398015464628702
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACRBP,Acrosin-binding protein,23100,38,1.06 [0.49-2.32],0.8745380074962534
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACRV1,Acrosomal protein SP-10,22567,38,0.77 [0.31-1.93],0.5793860445540681
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACSL1,Long-chain-fatty-acid--CoA ligase 1,22489,38,0.55 [0.19-1.58],0.268493003988326
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACTA2,"Actin, aortic smooth muscle",26149,40,0.91 [0.47-1.76],0.7733012348777374
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACTN2,Alpha-actinin-2,22489,38,0.70 [0.37-1.33],0.2793331247682223
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACTN4,Alpha-actinin-4,26103,42,1.42 [0.78-2.60],0.2530798079696967
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACVRL1,Serine/threonine-protein kinase receptor R3,26414,39,1.56 [0.51-4.80],0.434381770945517
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACY1,Aminoacylase-1,26640,41,0.87 [0.54-1.40],0.5594053091748514
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,22489,38,0.93 [0.53-1.65],0.8106552464992374
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ACYP1,Acylphosphatase-1,22639,38,0.84 [0.52-1.37],0.4907077095892366
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADA,Adenosine deaminase,26917,41,0.65 [0.28-1.53],0.3238476517494737
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADA2,Adenosine deaminase 2,26469,42,1.80 [0.99-3.25],0.0531503364425964
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,22567,38,1.90 [1.01-3.58],0.0476918965109843
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,26149,40,0.51 [0.20-1.29],0.1546545754547164
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,26454,39,1.29 [0.57-2.92],0.536491785241604
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAM23,Disintegrin and metalloproteinase domain-containing protein 23,26917,41,0.93 [0.43-2.02],0.8608619079251311
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,26824,40,1.20 [0.44-3.26],0.7159825283538181
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23113,38,2.75 [1.24-6.11],0.0131283721012125
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,22567,38,1.46 [0.63-3.40],0.3799507159873294
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,26964,40,0.79 [0.24-2.56],0.6937506311000211
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,26517,40,0.65 [0.40-1.06],0.0854142428071529
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,26149,40,0.77 [0.28-2.14],0.6139731484473485
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,22567,38,0.92 [0.38-2.24],0.8497501430051106
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,26731,41,0.57 [0.31-1.03],0.0641669689677499
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTSL2,ADAMTS-like protein 2,23223,38,0.62 [0.23-1.70],0.3537623351154039
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTSL4,ADAMTS-like protein 4,22626,36,0.45 [0.11-1.81],0.2591572733889672
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADAMTSL5,ADAMTS-like protein 5,23231,37,0.92 [0.41-2.08],0.8378148017846503
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor,26012,40,1.31 [0.95-1.81],0.0969257411550457
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADD1,Alpha-adducin,22730,38,0.90 [0.57-1.40],0.6293698323914323
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADGRB3,Adhesion G protein-coupled receptor B3,26414,39,0.79 [0.34-1.87],0.5964121759707333
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADGRD1,Adhesion G-protein coupled receptor D1,22730,38,0.80 [0.34-1.91],0.6205934165827853
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",Ectropion of eyelid,ADGRE1,Adhesion G protein-coupled receptor E1,23113,38,1.54 [0.92-2.56],0.0984298382240732
