Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,A1BG,Alpha-1B-glycoprotein,24211,238,1.17 [0.58-2.39],0.6576490353902771
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,AAMDC,Mth938 domain-containing protein,23541,231,1.08 [0.86-1.37],0.5054382402491946
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,AARSD1,Alanyl-tRNA editing protein Aarsd1,27599,282,0.85 [0.70-1.02],0.0858733808539995
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ABCA2,ATP-binding cassette sub-family A member 2,23396,229,1.07 [0.76-1.51],0.6930101818962155
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ABHD14B,Protein ABHD14B,27441,283,1.11 [0.93-1.33],0.2393522006591537
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ABL1,Tyrosine-protein kinase ABL1,27599,282,1.17 [1.01-1.36],0.0369069374831928
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ABO,Histo-blood group ABO system transferase,24176,236,1.00 [0.92-1.09],0.9998329044815774
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ABRAXAS2,BRISC complex subunit Abraxas 2,23396,229,1.05 [0.87-1.27],0.6090657499616617
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",27073,280,1.11 [0.98-1.26],0.0952724951027407
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACADM,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",23710,232,0.97 [0.81-1.17],0.7598951403135421
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",24164,236,1.05 [0.91-1.20],0.5222699558025348
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACAN,Aggrecan core protein,27475,284,0.82 [0.57-1.20],0.3158151033239416
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACE,Angiotensin-converting enzyme,24176,236,1.13 [0.71-1.82],0.6046876808403208
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACE2,Angiotensin-converting enzyme 2,27212,279,1.15 [0.93-1.41],0.2028526648407507
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACHE,Acetylcholinesterase,23653,230,0.87 [0.58-1.30],0.4901160336318322
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACOT13,Acyl-coenzyme A thioesterase 13,24039,232,1.10 [0.98-1.23],0.0985431654467063
Chapter XII Diseases of the skin and subcutaneous tissue,Skin changes due to chronic exposure to nonionizing radiation,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27720,285,1.25 [1.03-1.51],0.0233072286126807
