Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ACTA2,"Actin, aortic smooth muscle",24471,70,1.63 [1.18-2.26],0.0031433342918008
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ACTN2,Alpha-actinin-2,21077,62,1.49 [1.03-2.14],0.0323523225075665
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ACVRL1,Serine/threonine-protein kinase receptor R3,24738,71,4.06 [1.89-8.73],0.0003413160712963
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADA2,Adenosine deaminase 2,24768,69,2.08 [1.33-3.26],0.0013389415890611
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,24775,71,2.39 [1.31-4.33],0.0042788462676352
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,25111,71,3.62 [1.87-6.99],0.0001320012570407
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,21675,63,3.32 [1.96-5.63],8.665807333972972e-06
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,25234,71,2.68 [1.05-6.83],0.0386549669703875
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,21148,59,1.89 [1.13-3.16],0.015786186005895
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADAMTSL2,ADAMTS-like protein 2,21777,65,2.11 [1.08-4.10],0.0279414455725628
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADGRB3,Adhesion G protein-coupled receptor B3,24738,71,1.88 [1.02-3.45],0.041429290337294
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ADGRG1,Adhesion G-protein coupled receptor G1,24842,72,1.48 [1.16-1.90],0.0016821268002274
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,AGR2,Anterior gradient protein 2 homolog,24132,66,1.36 [1.11-1.66],0.0027178472203649
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,AGRN,Agrin,25060,71,2.05 [1.17-3.59],0.012473724133033
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,AGRP,Agouti-related protein,25192,72,1.67 [1.14-2.44],0.0083085086540003
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,AMBP,Protein AMBP,25113,73,7.01 [2.90-16.93],1.514999887105859e-05
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,ANXA10,Annexin A10,24347,68,1.28 [1.02-1.61],0.0351412774462311
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,AOC3,Membrane primary amine oxidase,25015,71,2.51 [1.31-4.79],0.0053782160442955
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,APOA1,Apolipoprotein A-I,21820,65,0.37 [0.14-0.98],0.0449548861421873
"Chapter IV Endocrine, nutritional and metabolic diseases",Iron deficiency,APOA2,Apolipoprotein A-II,21796,64,1.87 [1.17-2.98],0.0087425962964237
