Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ACE2,Angiotensin-converting enzyme 2,23310,172,1.38 [1.07-1.78],0.013252056453141
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ACP5,Tartrate-resistant acid phosphatase type 5,23866,179,1.54 [1.04-2.29],0.0322859344345773
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1,20115,152,0.54 [0.31-0.93],0.0265545253553811
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,23310,172,1.41 [1.03-1.94],0.0342606439630497
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AIF1L,Allograft inflammatory factor 1-like,20175,149,0.66 [0.47-0.95],0.024532481769579
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ALDH3A1,"Aldehyde dehydrogenase, dimeric NADP-preferring",23678,172,1.26 [1.07-1.49],0.0063930334571449
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ANPEP,Aminopeptidase N,23797,175,1.74 [1.13-2.68],0.0123038971991065
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ANXA10,Annexin A10,23194,169,1.24 [1.07-1.44],0.0054448507787113
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AP3S2,AP-3 complex subunit sigma-2,20661,156,1.40 [1.03-1.88],0.0300585635912982
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,APPL2,DCC-interacting protein 13-beta,20273,152,1.19 [1.03-1.37],0.0189886059807757
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ARFIP1,Arfaptin-1,20677,156,1.35 [1.09-1.67],0.0052308450706666
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ARHGAP25,Rho GTPase-activating protein 25,23192,167,1.26 [1.02-1.55],0.0284668636441076
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ARHGAP45,Rho GTPase-activating protein 45,20273,152,1.23 [1.01-1.48],0.0344835549418819
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ARHGEF1,Rho guanine nucleotide exchange factor 1,20661,156,1.25 [1.05-1.48],0.0102989355749408
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ARHGEF10,Rho guanine nucleotide exchange factor 10,20677,156,1.18 [1.00-1.38],0.0464372580562734
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ARSA,Arylsulfatase A,23754,171,1.48 [1.12-1.96],0.0056362909423289
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ART3,Ecto-ADP-ribosyltransferase 3,23839,175,0.65 [0.43-0.98],0.041583261832435
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ATP6V1G1,V-type proton ATPase subunit G 1,20175,149,1.23 [1.00-1.52],0.0493600689428549
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,ATP6V1G2,V-type proton ATPase subunit G 2,20051,149,0.82 [0.69-0.97],0.0221301090983967
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,AZI2,5-azacytidine-induced protein 2,20677,156,1.34 [1.04-1.73],0.0238988856407102
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BAG6,Large proline-rich protein BAG6,23310,172,1.52 [1.06-2.18],0.0242899064656138
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BANK1,B-cell scaffold protein with ankyrin repeats,23714,173,1.15 [1.01-1.31],0.0332127634229286
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BAP18,Chromatin complexes subunit BAP18,20661,156,1.21 [1.01-1.45],0.0436694466458422
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BCL2L11,"Bcl-2-like protein 11, Isoform BimL ",23714,173,1.45 [1.04-2.00],0.0265439537187028
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BRAP,BRCA1-associated protein,20417,157,1.19 [1.03-1.37],0.0189677076233292
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BRDT,Bromodomain testis-specific protein,20051,149,1.56 [1.07-2.28],0.0213762260872782
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BST2,Bone marrow stromal antigen 2,23959,176,1.26 [1.01-1.58],0.0399946724884184
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,BTLA,B- and T-lymphocyte attenuator,19956,152,0.76 [0.60-0.97],0.0288183795353807
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Ganglion,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9A,20234,152,0.65 [0.49-0.87],0.003181534901663
