Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,AARSD1,Alanyl-tRNA editing protein Aarsd1,27477,590,1.22 [1.07-1.38],0.0021447747866268
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ABL1,Tyrosine-protein kinase ABL1,27477,590,1.16 [1.05-1.29],0.0036690760650935
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ABRAXAS2,BRISC complex subunit Abraxas 2,23286,486,1.18 [1.04-1.34],0.0104890905164113
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",26952,585,1.21 [1.11-1.31],5.789260443207442e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACE2,Angiotensin-converting enzyme 2,27094,578,1.51 [1.34-1.70],1.5148343111798533e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACOT13,Acyl-coenzyme A thioesterase 13,23929,505,1.11 [1.03-1.20],0.0064726435437539
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1,27604,590,1.20 [1.06-1.37],0.0048905604420812
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACP5,Tartrate-resistant acid phosphatase type 5,27731,590,1.68 [1.39-2.03],7.81527874783589e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACRBP,Acrosin-binding protein,23922,505,1.25 [1.03-1.53],0.0251694322469741
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACSL1,Long-chain-fatty-acid--CoA ligase 1,23286,486,0.71 [0.54-0.94],0.0152264542209734
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACTA2,"Actin, aortic smooth muscle",27094,578,1.37 [1.20-1.57],2.307220382057222e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACTN4,Alpha-actinin-4,27049,580,1.25 [1.03-1.52],0.0257909173316945
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACVRL1,Serine/threonine-protein kinase receptor R3,27367,584,2.65 [2.03-3.47],1.2931475480385714e-12
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,23286,486,1.18 [1.02-1.37],0.0283560892729062
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ACYP1,Acylphosphatase-1,23444,499,1.17 [1.03-1.33],0.0147987977405047
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADA2,Adenosine deaminase 2,27428,592,1.81 [1.54-2.13],4.01455330337665e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23370,489,1.35 [1.10-1.65],0.0045079320399704
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,27797,596,2.05 [1.61-2.61],7.155472910693748e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,23929,505,1.58 [1.21-2.06],0.0006463384378132
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,27940,596,0.58 [0.43-0.78],0.0002997737120478
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,23370,489,1.48 [1.19-1.84],0.0004030073545245
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,27698,594,0.65 [0.56-0.76],1.1909866324382977e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADAMTSL2,ADAMTS-like protein 2,24049,502,1.33 [1.03-1.72],0.0275555535341301
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADAMTSL4,ADAMTS-like protein 4,23434,500,1.51 [1.06-2.17],0.0235433577454764
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADGRE1,Adhesion G protein-coupled receptor E1,23929,505,1.45 [1.25-1.67],3.695906456100735e-07
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADGRE5,Adhesion G protein-coupled receptor E5,27803,593,1.33 [1.05-1.68],0.0172247828367823
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADGRF5,Adhesion G protein-coupled receptor F5,24053,505,1.51 [1.14-2.00],0.0044902060533964
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADGRG1,Adhesion G-protein coupled receptor G1,27477,590,1.13 [1.01-1.25],0.0289848374225917
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADGRG2,Adhesion G-protein coupled receptor G2,27604,590,0.65 [0.50-0.85],0.0013950826813487
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,27094,578,1.11 [1.02-1.21],0.0143793875332581
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,ADM,Pro-adrenomedullin,27831,597,1.94 [1.47-2.56],2.5144837043652694e-06
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,AGR2,Anterior gradient protein 2 homolog,26691,572,1.15 [1.07-1.23],0.000118509697194
