Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,AAMDC,Mth938 domain-containing protein,21932,275,0.79 [0.63-0.98],0.0337041002507205
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ABCA2,ATP-binding cassette sub-family A member 2,21786,267,1.49 [1.13-1.98],0.0054165645825683
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ACAA1,"3-ketoacyl-CoA thiolase, peroxisomal",25196,328,1.23 [1.10-1.38],0.0001817964292989
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ACE2,Angiotensin-converting enzyme 2,25348,338,1.61 [1.39-1.87],3.137722644309668e-10
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ACP5,Tartrate-resistant acid phosphatase type 5,25929,346,1.71 [1.37-2.15],3.109098034715642e-06
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ACP6,Lysophosphatidic acid phosphatase type 6,25978,348,1.17 [1.01-1.36],0.0423887032216881
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ACTA2,"Actin, aortic smooth muscle",25348,338,1.61 [1.39-1.86],2.1508443605563947e-10
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ACTN2,Alpha-actinin-2,21786,267,1.24 [1.02-1.51],0.0289185385761165
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ACVRL1,Serine/threonine-protein kinase receptor R3,25598,341,4.44 [3.23-6.09],4.0416697294319484e-20
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ACY3,N-acyl-aromatic-L-amino acid amidohydrolase,21786,267,1.37 [1.12-1.66],0.0017187409163699
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADA2,Adenosine deaminase 2,25654,337,2.38 [1.95-2.91],1.4092483499328266e-17
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,21861,266,1.93 [1.57-2.37],5.979650610404893e-10
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,25348,338,1.54 [1.13-2.11],0.0065054095127193
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADAM8,Disintegrin and metalloproteinase domain-containing protein 8,25990,348,2.56 [1.86-3.50],5.437978005406634e-09
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,22378,282,2.42 [1.78-3.28],1.6696037001398678e-08
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,26125,348,0.54 [0.37-0.80],0.0020792084143589
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,25695,346,1.36 [1.09-1.71],0.0067613525758547
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADAMTS16,A disintegrin and metalloproteinase with thrombospondin motifs 16,25348,338,1.47 [1.19-1.82],0.0002887456216499
Chapter XII Diseases of the skin and subcutaneous tissue,Decubitus ulcer and pressure area,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4,21861,266,1.55 [1.15-2.10],0.004309909625213
