Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,HR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",AARSD1,Alanyl-tRNA editing protein Aarsd1,27551,171,0.78 [0.61-1.00],0.0473540987191712
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ACE2,Angiotensin-converting enzyme 2,27163,174,1.43 [1.13-1.80],0.0026059028884863
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ACP1,Low molecular weight phosphotyrosine protein phosphatase,23439,150,0.60 [0.40-0.88],0.0095390760857783
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ACP6,Lysophosphatidic acid phosphatase type 6,27856,175,1.25 [1.01-1.56],0.0427810589200132
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ACVRL1,Serine/threonine-protein kinase receptor R3,27438,176,2.10 [1.25-3.54],0.0051712860878042
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADA2,Adenosine deaminase 2,27497,178,1.84 [1.37-2.47],4.4623407169170257e-05
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,23439,150,1.39 [1.05-1.84],0.0213206867508134
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADAM15,Disintegrin and metalloproteinase domain-containing protein 15,27163,174,1.78 [1.15-2.74],0.0093897635970673
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADAMTS13,A disintegrin and metalloproteinase with thrombospondin motifs 13,28011,181,0.51 [0.30-0.88],0.0151805418676584
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15,27551,171,1.66 [1.20-2.29],0.0022134880844064
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADGRF5,Adhesion G protein-coupled receptor F5,24126,154,1.79 [1.07-2.98],0.0259235122241061
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADGRG1,Adhesion G-protein coupled receptor G1,27551,171,1.40 [1.16-1.68],0.0003145641008797
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",ADM,Pro-adrenomedullin,27905,175,3.07 [1.87-5.06],1.0274735111547784e-05
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",AGR2,Anterior gradient protein 2 homolog,26761,172,1.16 [1.02-1.33],0.0212805563488191
Chapter I Certain infectious and parasitic diseases,"Other viral diseases, not elsewhere classified",AGR3,Anterior gradient protein 3,26974,172,1.39 [1.13-1.70],0.0013936321424675
