Disease_category,Disease,Protein,Protein_definition,NB_individual,NB_case,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ACE2,Angiotensin-converting enzyme 2,49395,136,1.82 [1.48-2.24],1.096584973144045e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ACVRL1,Serine/threonine-protein kinase receptor R3,49849,129,4.53 [2.91-7.07],2.6520303873365447e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,42521,117,3.29 [2.66-4.07],6.169620895055537e-28
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,43589,119,3.74 [2.52-5.56],6.559679058362835e-11
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ADAMTSL2,ADAMTS-like protein 2,43781,115,3.11 [2.16-4.47],1.0630125780673431e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ADGRD1,Adhesion G-protein coupled receptor D1,42822,118,2.90 [2.00-4.22],2.4380979420020585e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",AGRN,Agrin,50526,137,2.66 [1.95-3.62],6.281174509913765e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",AMBP,Protein AMBP,50671,138,7.55 [3.93-14.52],1.3772966268141967e-09
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ANG,Angiogenin,50185,138,3.66 [2.64-5.09],1.1327645250950571e-14
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ANGPT2,Angiopoietin-2,50743,138,3.33 [2.41-4.61],4.195975352534613e-13
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ANGPTL4,Angiopoietin-related protein 4,50443,137,2.48 [1.78-3.45],8.924835312442754e-08
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ASGR1,Asialoglycoprotein receptor 1,49933,130,4.78 [3.30-6.92],1.288855212954417e-16
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ASGR2,Asialoglycoprotein receptor 2,43818,120,5.48 [3.20-9.37],5.240642359428457e-10
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Gout, unspecified",ATRAID,All-trans retinoic acid-induced differentiation factor,43589,119,2.49 [2.01-3.08],4.2327946182883636e-17
