Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23577.Free Cholesterol in Small HDL,APOA1,Apolipoprotein A-I,40539,0.116187858911166,0.00256888369050217,0.111152846877781,0.12122287094455,0
NMR metabolomics,X23577.Free Cholesterol in Small HDL,APOC1,Apolipoprotein C-I,40516,0.157005579798546,0.00342358857956144,0.150295346182606,0.163715813414487,0
NMR metabolomics,X23577.Free Cholesterol in Small HDL,APOM,Apolipoprotein M,42663,0.141552166778557,0.00255705982461738,0.136540329522307,0.146564004034807,0
NMR metabolomics,X23577.Free Cholesterol in Small HDL,ERBB3,Receptor tyrosine-protein kinase erbB-3,42586,0.0722336650829924,0.0017983721774405,0.068708855615209,0.0757584745507757,0
NMR metabolomics,X23577.Free Cholesterol in Small HDL,LCAT,Phosphatidylcholine-sterol acyltransferase,40532,0.0839219373848375,0.00209876315845241,0.0798083615942707,0.0880355131754042,0
NMR metabolomics,X23577.Free Cholesterol in Small HDL,MAMDC4,Apical endosomal glycoprotein,40451,0.227951428546938,0.00512996209117237,0.21789670284824,0.238006154245636,0
NMR metabolomics,X23577.Free Cholesterol in Small HDL,PROC,Vitamin K-dependent protein C,42663,0.0991223793356408,0.00236902349187915,0.0944790932915577,0.103765665379724,0
NMR metabolomics,X23577.Free Cholesterol in Small HDL,TTR,Transthyretin,40424,0.089216512656089,0.00240783659466357,0.0844971529305484,0.0939358723816296,1.25852676646661e-283
NMR metabolomics,X23577.Free Cholesterol in Small HDL,LDLR,Low-density lipoprotein receptor,42644,0.169099227730622,0.00492306246413436,0.159450025300918,0.178748430160325,6.46925271871854e-248
NMR metabolomics,X23577.Free Cholesterol in Small HDL,F7,Coagulation factor VII,42671,0.101911605922567,0.00298297762280313,0.0960649697818725,0.107758242063261,2.04604237117391e-245
NMR metabolomics,X23577.Free Cholesterol in Small HDL,FGFBP2,Fibroblast growth factor-binding protein 2,40527,0.160400838460531,0.00497774327791327,0.150644461635821,0.170157215285241,4.72149912595098e-218
NMR metabolomics,X23577.Free Cholesterol in Small HDL,IGSF9,Protein turtle homolog A,40511,0.25789977690727,0.00803244359941989,0.242156187452407,0.273643366362133,1.50530396340547e-216
NMR metabolomics,X23577.Free Cholesterol in Small HDL,MEGF9,Multiple epidermal growth factor-like domains protein 9,42760,0.0591919505281099,0.00186865541739917,0.0555293859100075,0.0628545151462123,1.64234297738509e-212
NMR metabolomics,X23577.Free Cholesterol in Small HDL,LAMP2,Lysosome-associated membrane glycoprotein 2,42238,0.0593645808903664,0.00191677634265581,0.0556076992587611,0.0631214625219718,2.75090954484661e-203
NMR metabolomics,X23577.Free Cholesterol in Small HDL,CES1,Liver carboxylesterase 1,42661,0.234784756459851,0.00785785932109147,0.219383352190512,0.250186160729191,5.4481017844929e-190
NMR metabolomics,X23577.Free Cholesterol in Small HDL,F10,Coagulation factor X,40532,0.0825882541643917,0.00276319293655383,0.0771723960087462,0.0880041123200372,5.25195689018514e-189
NMR metabolomics,X23577.Free Cholesterol in Small HDL,DSC2,Desmocollin-2,42488,-0.101557686302322,0.00344539755132331,-0.108310665502916,-0.0948047071017283,4.84962539249016e-185
NMR metabolomics,X23577.Free Cholesterol in Small HDL,RAB6A,Ras-related protein Rab-6A,42594,0.131422246350028,0.00447442106357856,0.122652381065414,0.140192111634642,7.86604708389787e-184
NMR metabolomics,X23577.Free Cholesterol in Small HDL,KLKB1,Plasma kallikrein,40293,0.0703073776736198,0.00239552124644591,0.0656121560305858,0.0750025993166538,2.01489557957871e-182
NMR metabolomics,X23577.Free Cholesterol in Small HDL,PLA2G10,Group 10 secretory phospholipase A2,42495,-0.165351713239301,0.0057421569442156,-0.176606340849964,-0.154097085628639,6.07094161941868e-177
NMR metabolomics,X23577.Free Cholesterol in Small HDL,CD79B,B-cell antigen receptor complex-associated protein beta chain,42754,-0.134577721294791,0.00467759593350397,-0.143745809324459,-0.125409633265123,9.6292654235907e-177
NMR metabolomics,X23577.Free Cholesterol in Small HDL,NRP1,Neuropilin-1,42705,-0.076792068429984,0.00270563138778031,-0.0820951059500334,-0.0714890309099346,3.57289440570619e-172
NMR metabolomics,X23577.Free Cholesterol in Small HDL,PCSK9,Proprotein convertase subtilisin/kexin type 9,42794,0.109240730472199,0.00385082739680442,0.101693108774463,0.116788352169936,4.86019586518665e-172
NMR metabolomics,X23577.Free Cholesterol in Small HDL,CNDP1,Beta-Ala-His dipeptidase,42689,0.123414999818274,0.00450751154759952,0.114580277184979,0.13224972245157,1.1233869357602e-160
NMR metabolomics,X23577.Free Cholesterol in Small HDL,SERPINA4,Kallistatin,40342,0.0646387651725766,0.00235827527749435,0.0600165456286877,0.0692609847164655,4.00720759993278e-160
