Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,AGRP,Agouti-related protein,42754,-0.241995649291189,0.00489803272552312,-0.251595793433215,-0.232395505149164,0
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,CCN1,CCN family member 1,42569,-0.303303579419508,0.00710292778852422,-0.317225317885015,-0.289381840954,0
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,GCG,Pro-glucagon,42346,-0.524169468354882,0.012193814520311,-0.548069344814691,-0.500269591895072,0
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,LDLR,Low-density lipoprotein receptor,42644,-0.231668416109113,0.00487425393585961,-0.241221953823398,-0.222114878394828,0
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,MFGE8,Lactadherin,42611,-0.224418980779032,0.00404534597369248,-0.23234785888747,-0.216490102670595,0
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,NPY,Pro-neuropeptide Y,42721,-0.264948550761311,0.00622573256207709,-0.277150986582983,-0.25274611493964,0
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,TMPRSS15,Enteropeptidase,42587,-0.347685010190039,0.00890237374326785,-0.365133662726844,-0.330236357653234,1.11253695190189e-308
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,KITLG,Kit ligand,42636,0.143284429966783,0.00366957022935866,0.13609207231724,0.150476787616326,1.11253695601308e-308
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,PYY,Peptide YY,40116,-0.347501739693921,0.0100350856394261,-0.367170507547196,-0.327832971840646,2.09415442444279e-249
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,HS6ST1,Heparan-sulfate 6-O-sulfotransferase 1,42721,-0.109081490428262,0.00342048855363275,-0.115785647993382,-0.102377332863142,3.0214987854002e-215
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,CES1,Liver carboxylesterase 1,42661,-0.254328423918407,0.00805480215034848,-0.27011583613309,-0.238541011703724,3.69817141343298e-211
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,VMO1,Vitelline membrane outer layer protein 1 homolog,42587,-0.217403844360237,0.00692043783091083,-0.230967902508822,-0.203839786211652,4.44611632047246e-209
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,PTH,Parathyroid hormone,40182,-0.244720101786219,0.00809889822609084,-0.260593942309357,-0.228846261263081,9.61835575552996e-193
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,CD4,T-cell surface glycoprotein CD4,42570,-0.091253746553229,0.00308685697984664,-0.0973039862337284,-0.0852035068727296,4.15254648042893e-186
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,ANGPTL7,Angiopoietin-related protein 7,42721,-0.107357294815365,0.0036330887215303,-0.114478148709564,-0.100236440921166,5.02692952535492e-186
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,CHI3L1,Chitinase-3-like protein 1,42416,-0.243582760457089,0.00824265932010533,-0.259738372724495,-0.227427148189682,6.48549571667073e-186
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,IGSF3,Immunoglobulin superfamily member 3,42587,-0.103815880711485,0.00361896553117212,-0.110909053152582,-0.0967227082703873,1.08721446768719e-175
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,CCL27,C-C motif chemokine 27,42636,-0.16850730860059,0.00589359022061485,-0.180058745432995,-0.156955871768185,1.35744550796182e-174
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,PRAP1,Proline-rich acidic protein 1,40527,-0.117868389585464,0.0041113667678433,-0.125926668450437,-0.109810110720491,1.4437767388174e-174
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,GPR37,Prosaposin receptor GPR37,42357,-0.194415315769276,0.00683725142051628,-0.207816328553488,-0.181014302985064,1.17711466496808e-172
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,NFASC,Neurofascin,42754,-0.082120278060529,0.00290575879754724,-0.0878155653037216,-0.0764249908173364,8.78101612474607e-171
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,ACE2,Angiotensin-converting enzyme 2,42357,-0.151504793575343,0.00537963192907171,-0.162048872156324,-0.140960714994363,1.68448176158169e-169
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,SMOC1,SPARC-related modular calcium-binding protein 1,42721,-0.0920830009699522,0.00328011528254321,-0.0985120269237368,-0.0856539750161675,1.35383038960348e-168
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,GIP,Gastric inhibitory polypeptide,40223,-0.163661689452986,0.00583264588378174,-0.175093675385198,-0.152229703520774,2.11943220540067e-167
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,C9,Complement component C9,40532,0.146668639712822,0.00529469583694669,0.136291035872406,0.157046243553237,1.74582201717658e-163
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,VWA1,von Willebrand factor A domain-containing protein 1,42689,-0.11285217721045,0.00413010492048641,-0.120947182854603,-0.104757171566296,4.75039616190928e-160
NMR metabolomics,X23646.Cholesteryl Esters to Total Lipids in Small HDL percentage,IGSF9,Protein turtle homolog A,40511,-0.221891748918751,0.00826465232570605,-0.238090467477135,-0.205693030360367,5.52530854195926e-154
