Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,BGLAP,Osteocalcin,49056,-0.0651983664979617,0.00736591134505274,-0.0796355527342651,-0.0507611802616584,9.35640923080456e-19
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HAGH,"Hydroxyacylglutathione hydrolase, mitochondrial",52131,0.0475288510146821,0.00605133543733323,0.0356682335575089,0.0593894684718552,4.19649183735263e-15
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,HBQ1,Hemoglobin subunit theta-1,52207,0.0365511491251342,0.00512995634315838,0.0264964346925438,0.0466058635577246,1.07116558846771e-12
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,UBAC1,Ubiquitin-associated domain-containing protein 1,51910,0.0202996409230487,0.00288788446614419,0.0146393873694061,0.0259598944766913,2.13534038578483e-12
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,RANBP1,Ran-specific GTPase-activating protein,48540,0.0297968314737209,0.00436132656438684,0.0212486314075227,0.0383450315399191,8.61947750443641e-12
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PPME1,Protein phosphatase methylesterase 1,51910,0.0339626062878617,0.00503495268110914,0.0240940990328878,0.0438311135428356,1.56307936544672e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSMD9,26S proteasome non-ATPase regulatory subunit 9,51910,0.0311057362358045,0.00466419784219122,0.0219639084651097,0.0402475640064993,2.63391043291838e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,DNPH1,2'-deoxynucleoside 5'-phosphate N-hydrolase 1,52083,0.0287619039997069,0.00431695137469809,0.0203006793052986,0.0372231286941151,2.75227795891963e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,MMP8,Neutrophil collagenase,52159,0.0396083105559914,0.00609933970989086,0.0276536047246054,0.0515630163873775,8.53705704223075e-11
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PRDX6,Peroxiredoxin-6,52207,0.0324524729359053,0.00502867085682076,0.0225962780565366,0.042308667815274,1.11480124537364e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,ATG4A,Cysteine protease ATG4A,51506,0.0315133646753272,0.00494020889991703,0.0218305552314898,0.0411961741191646,1.81800285831828e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,PSME2,Proteasome activator complex subunit 2,51710,0.01935283331633,0.00303391047019116,0.0134063687947553,0.0252992978379047,1.81901751554257e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CASP8,Caspase-8,52131,0.0324762638758416,0.00512993133794053,0.0224215984534781,0.042530929298205,2.4850616699946e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CA2,Carbonic anhydrase 2,51953,0.036779394148484,0.00587701490900285,0.0252604449268384,0.0482983433701296,3.96453763431421e-10
Working and living environment,X24019.Particulate matter air pollution (pm10); 2007,CA3,Carbonic anhydrase 3,52266,0.0310458699777171,0.00502504385883633,0.0211967840143979,0.0408949559410363,6.59090372701342e-10
