Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20739.Liking for vegetables,BGLAP,Osteocalcin,35366,-0.19418693617746,0.0288468238556387,-0.250726710934512,-0.137647161420408,1.82900629612609e-11
Diet and food preferences,X20739.Liking for vegetables,ITGAV,Integrin alpha-V,36318,0.695531700537787,0.132864342536994,0.435117589165279,0.955945811910295,1.69797042358551e-07
Diet and food preferences,X20739.Liking for vegetables,GUCA2A,Guanylin,36220,0.300071914453314,0.0652805575674104,0.172122021621189,0.428021807285438,4.36851327274396e-06
Diet and food preferences,X20739.Liking for vegetables,KLK14,Kallikrein-14,36318,-0.205911205804374,0.0452226020570115,-0.294547505836116,-0.117274905772631,5.36945674891564e-06
Diet and food preferences,X20739.Liking for vegetables,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,35207,-0.180779239338158,0.0410433751829835,-0.261224254696806,-0.100334223979511,1.07825203743293e-05
Diet and food preferences,X20739.Liking for vegetables,ADGRG2,Adhesion G-protein coupled receptor G2,36244,0.355263526380795,0.0809784043134657,0.196545853926402,0.513981198835187,1.16525226088405e-05
Diet and food preferences,X20739.Liking for vegetables,SPINK8,Serine protease inhibitor Kazal-type 8,35142,-0.279448113695608,0.0637898719807521,-0.404476262777882,-0.154419964613334,1.20300286917044e-05
Diet and food preferences,X20739.Liking for vegetables,ADM,Pro-adrenomedullin,36318,-0.365617246057559,0.0841025679013314,-0.530458279144169,-0.200776212970949,1.39756899293191e-05
Diet and food preferences,X20739.Liking for vegetables,SPINK5,Serine protease inhibitor Kazal-type 5,36265,-0.265937146817125,0.0631133868310177,-0.38963938500592,-0.14223490862833,2.54414975517457e-05
Diet and food preferences,X20739.Liking for vegetables,FABP4,"Fatty acid-binding protein, adipocyte",36350,-0.184165817946767,0.0446703264057388,-0.271719657702015,-0.0966119781915186,3.78567742289699e-05
Diet and food preferences,X20739.Liking for vegetables,WFDC2,WAP four-disulfide core domain protein 2,35906,-0.251730989246036,0.0612664736811348,-0.37181327766106,-0.131648700831012,4.02479041609496e-05
Diet and food preferences,X20739.Liking for vegetables,SFTPA2,Pulmonary surfactant-associated protein A2,36100,-0.17159717156784,0.0422593193138294,-0.254425437422946,-0.0887689057127344,4.94936925034418e-05
Diet and food preferences,X20739.Liking for vegetables,DDC,Aromatic-L-amino-acid decarboxylase,36230,0.183836569499304,0.0463280032329225,0.0930336831627755,0.274639455835832,7.31529781290053e-05
Diet and food preferences,X20739.Liking for vegetables,MEGF10,Multiple epidermal growth factor-like domains protein 10,36263,0.218267959546903,0.0565858277046479,0.107359737245793,0.329176181848013,0.00011567109485619
Diet and food preferences,X20739.Liking for vegetables,CSTB,Cystatin-B,36176,-0.193926485806604,0.0503174469940917,-0.292548681915023,-0.095304289698184,0.000117218130531116
Diet and food preferences,X20739.Liking for vegetables,GFRA1,GDNF family receptor alpha-1,36310,-0.305481039686139,0.0792899300900458,-0.460889302662629,-0.150072776709649,0.000117845960291553
Diet and food preferences,X20739.Liking for vegetables,TFF3,Trefoil factor 3,36250,-0.215862389818001,0.0562481032441468,-0.326108672176529,-0.105616107459473,0.000125286627641876
Diet and food preferences,X20739.Liking for vegetables,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,36329,-0.177740201199126,0.0467428827955313,-0.269356251478367,-0.0861241509198846,0.000144434574888668
