Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,COMP,Cartilage oligomeric matrix protein,35987,-0.318566355615686,0.0637610969143798,-0.44353810556787,-0.193594605663501,5.99178932008155e-07
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,GAST,Gastrin,35174,0.0878893243410334,0.0182833549139639,0.0520539487096641,0.123724699972403,1.56909284083343e-06
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,VSIG2,V-set and immunoglobulin domain-containing protein 2,35139,0.185496333649405,0.0406239940163235,0.105873305377411,0.265119361921399,5.06721743422236e-06
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,ICAM4,Intercellular adhesion molecule 4,36045,-0.170077842134301,0.0383927208364157,-0.245327574973676,-0.0948281092949265,9.57216524979848e-06
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,CXADR,Coxsackievirus and adenovirus receptor,36045,0.171824512783977,0.0397067470133692,0.0939992886377732,0.249649736930181,1.53068805056307e-05
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,CHGA,Chromogranin-A,35189,0.112811146547223,0.0276710466534716,0.0585758951064184,0.167046397988027,4.62378876205727e-05
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,MYOC,Myocilin,36069,-0.186172566832842,0.0463795408947701,-0.277076466986592,-0.0952686666790927,6.03052820797795e-05
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,S100A14,Protein S100-A14,35168,0.172810178709883,0.0439060204729097,0.0867543785829797,0.258865978836786,8.38238593037536e-05
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,IL1RL2,Interleukin-1 receptor-like 2,35913,0.213440416260126,0.0547538189400956,0.106122931137538,0.320757901382713,9.78609355661927e-05
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,PDZK1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,35004,0.22624357043445,0.0580778049442119,0.112411072743795,0.340076068125105,9.90874616188453e-05
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,LEG1,Protein LEG1 homolog,34873,-0.147010935524747,0.0378060069299791,-0.221110709107506,-0.0729111619419882,0.000101992570159922
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,MOG,Myelin-oligodendrocyte glycoprotein,36124,0.245305047036958,0.0633979042760903,0.12104515465582,0.369564939418095,0.000110153413576535
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,CA6,Carbonic anhydrase 6,36051,-0.129012310899685,0.0334491477373428,-0.194572640464877,-0.063451981334493,0.000115854129782867
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,ITGAM,Integrin alpha-M,36069,-0.256594529634437,0.0672333130241992,-0.388371823161868,-0.124817236107007,0.000136558601177958
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,LPO,Lactoperoxidase,35814,-0.136395196882522,0.035795971102927,-0.206555300244259,-0.0662350935207854,0.000140028263771275
Health and medical history,X21025.Frequency of discomfort or pain in abdomen in last 3 months,ITGB2,Integrin beta-2,36033,-0.285539519187416,0.0760658622480971,-0.434628609193686,-0.136450429181145,0.000175586526189986
