Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Diet and food preferences,X20712.Liking for salad dressing,PTGR1,Prostaglandin reductase 1,35360,0.134181229005215,0.0273965181431944,0.0804840534445541,0.187878404565876,9.94172252882869e-07
Diet and food preferences,X20712.Liking for salad dressing,TNF,Tumor necrosis factor,36103,-0.227317427520893,0.050635307548914,-0.326562630316764,-0.128072224725021,7.26165761260835e-06
Diet and food preferences,X20712.Liking for salad dressing,BGLAP,Osteocalcin,35366,-0.105774096300574,0.0254664442114552,-0.155688326955027,-0.0558598656461222,3.31896364031724e-05
Diet and food preferences,X20712.Liking for salad dressing,CKB,Creatine kinase B-type,35366,-0.160033083850582,0.0387505405097281,-0.23598414324965,-0.0840820244515153,3.67833063973331e-05
Diet and food preferences,X20712.Liking for salad dressing,IGFBP2,Insulin-like growth factor-binding protein 2,36342,-0.120705290166552,0.0321895259547752,-0.183796761037911,-0.0576138192951921,0.000178352925018638
Diet and food preferences,X20712.Liking for salad dressing,IDS,Iduronate 2-sulfatase,36327,0.708429126596976,0.211037675083351,0.294795283433607,1.12206296976034,0.00079238685461634
Diet and food preferences,X20712.Liking for salad dressing,LAMP2,Lysosome-associated membrane glycoprotein 2,36058,0.326472035288254,0.100671001523288,0.12915687230261,0.523787198273898,0.00118861122005033
Diet and food preferences,X20712.Liking for salad dressing,CHGA,Chromogranin-A,35366,-0.0816653253807184,0.0257153629307024,-0.132067436724895,-0.0312632140365416,0.00150191164523517
Diet and food preferences,X20712.Liking for salad dressing,OPTC,Opticin,36216,-0.133150704706308,0.0420956213376697,-0.215658122528141,-0.0506432868844754,0.00156789890875505
Diet and food preferences,X20712.Liking for salad dressing,IL12B,Interleukin-12 subunit beta,36327,-0.109001780607925,0.0346730727815095,-0.176961003259683,-0.0410425579561663,0.00167510872717932
Diet and food preferences,X20712.Liking for salad dressing,ISM2,Isthmin-2,35366,0.161309096797797,0.051550216426394,0.0602706726020644,0.262347520993529,0.00176122609699492
Diet and food preferences,X20712.Liking for salad dressing,ITGA11,Integrin alpha-11,36229,0.178057307487403,0.0578960982921361,0.0645809548348159,0.291533660139989,0.00210983484676815
Diet and food preferences,X20712.Liking for salad dressing,ADGRD1,Adhesion G-protein coupled receptor D1,35224,0.18974298586578,0.0619254981101912,0.0683690095698051,0.311116962161755,0.00219326342658117
Diet and food preferences,X20712.Liking for salad dressing,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,36265,-0.163906728184263,0.0536413034605276,-0.269043682966897,-0.0587697734016292,0.00225443998961927
Diet and food preferences,X20712.Liking for salad dressing,MRPL28,"39S ribosomal protein L28, mitochondrial",35355,-0.169762866096548,0.0556332541071718,-0.278804044146605,-0.0607216880464914,0.00228699489129929
Diet and food preferences,X20712.Liking for salad dressing,ERBB3,Receptor tyrosine-protein kinase erbB-3,36245,0.306262579087591,0.101219276368929,0.10787279740449,0.504652360770693,0.00248926233686563
Diet and food preferences,X20712.Liking for salad dressing,SELPLG,P-selectin glycoprotein ligand 1,36229,0.221532097150931,0.0736668302627294,0.0771451098359818,0.365919084465881,0.00264585048905691
Diet and food preferences,X20712.Liking for salad dressing,HEBP1,Heme-binding protein 1,36114,0.1116354484315,0.0372772772948056,0.0385719849336815,0.184698911929319,0.00275659574074518
Diet and food preferences,X20712.Liking for salad dressing,POF1B,Protein POF1B,35166,-0.153698553603894,0.0516427037855288,-0.254918253023531,-0.0524788541842579,0.00293024845627523
Diet and food preferences,X20712.Liking for salad dressing,DLL1,Delta-like protein 1,36292,-0.199748706788071,0.0671804963627299,-0.331422479659021,-0.0680749339171203,0.00295594306909548
Diet and food preferences,X20712.Liking for salad dressing,TNNI3,"Troponin I, cardiac muscle",36114,0.0702757355476698,0.0237103368608448,0.023803475300414,0.116747995794926,0.00304775595552005
Diet and food preferences,X20712.Liking for salad dressing,WASL,Neural Wiskott-Aldrich syndrome protein,35166,0.111577431927726,0.0379292773897497,0.037236048243817,0.185918815611636,0.0032764768116494
Diet and food preferences,X20712.Liking for salad dressing,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,36314,-0.150961073666199,0.0519835907306157,-0.252848911498206,-0.0490732358341924,0.0036954590450026
Diet and food preferences,X20712.Liking for salad dressing,SEZ6,Seizure protein 6 homolog,35204,-0.212225787521349,0.0736067984517181,-0.356495112486716,-0.0679564625559811,0.00395011281726007
Diet and food preferences,X20712.Liking for salad dressing,ITGAV,Integrin alpha-V,36318,0.342313243135214,0.119711301651489,0.107679091898295,0.576947394372133,0.00425557473466889
Diet and food preferences,X20712.Liking for salad dressing,CALB1,Calbindin,36216,-0.125471686614899,0.043886967718528,-0.211490143343213,-0.0394532298865837,0.00426267578500107
Diet and food preferences,X20712.Liking for salad dressing,YAP1,Transcriptional coactivator YAP1,35350,-0.243040073938406,0.0852320690822483,-0.410094929339612,-0.0759852185371989,0.00436572072261813
Diet and food preferences,X20712.Liking for salad dressing,AIF1L,Allograft inflammatory factor 1-like,35207,-0.109164554242726,0.0384375840679725,-0.184502219015952,-0.0338268894694998,0.00452585773402839
Diet and food preferences,X20712.Liking for salad dressing,NT5C1A,Cytosolic 5'-nucleotidase 1A,35350,-0.199445058908257,0.070747463287823,-0.338110086952391,-0.0607800308641243,0.00483106655596705
Diet and food preferences,X20712.Liking for salad dressing,CHGB,Secretogranin-1,36310,-0.133435762181648,0.047707826247227,-0.226943101626213,-0.039928422737083,0.00517283586087587
Diet and food preferences,X20712.Liking for salad dressing,CDON,Cell adhesion molecule-related/down-regulated by oncogenes,36273,0.213388221151039,0.0763870422489357,0.0636696183431246,0.363106823958953,0.00522791606659232
Diet and food preferences,X20712.Liking for salad dressing,REG3A,Regenerating islet-derived protein 3-alpha,36350,-0.0851560101344783,0.0307968290250923,-0.145517795023659,-0.0247942252452974,0.00570530330717645
Diet and food preferences,X20712.Liking for salad dressing,B2M,Beta-2-microglobulin,35370,-0.196183034522697,0.0709946652702486,-0.335332578452384,-0.0570334905930095,0.00573812722008731
Diet and food preferences,X20712.Liking for salad dressing,DSC2,Desmocollin-2,36179,-0.163161041061969,0.0591777889614575,-0.279149507426425,-0.047172574697512,0.0058462271848213
Diet and food preferences,X20712.Liking for salad dressing,GAD2,Glutamate decarboxylase 2,35166,0.132864590762321,0.0482287872359804,0.0383361677797995,0.227393013744843,0.00588915525502307
Diet and food preferences,X20712.Liking for salad dressing,ADAMTSL5,ADAMTS-like protein 5,35360,-0.154056014076583,0.0559808241446703,-0.263778429400137,-0.0443335987530296,0.0059416322610662
Diet and food preferences,X20712.Liking for salad dressing,EPHA2,Ephrin type-A receptor 2,35994,-0.185158338216311,0.0675290149343445,-0.317515207487627,-0.0528014689449961,0.00612434536703356
Diet and food preferences,X20712.Liking for salad dressing,PDP1,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial",36100,-0.104640835949257,0.0382121539127871,-0.17953665761832,-0.029745014280194,0.00618941009016298
Diet and food preferences,X20712.Liking for salad dressing,AFM,Afamin,35370,0.310588494417541,0.114368686311105,0.0864258692477762,0.534751119587306,0.00663245536266191
Diet and food preferences,X20712.Liking for salad dressing,GUSB,Beta-glucuronidase,36299,0.0891043183708157,0.0328510559898172,0.024716248630774,0.153492388110857,0.00669644161650268
Diet and food preferences,X20712.Liking for salad dressing,PRRT3,Proline-rich transmembrane protein 3,35207,-0.166114710395266,0.0612917334426923,-0.286246507942943,-0.0459829128475892,0.00674275635851756
Diet and food preferences,X20712.Liking for salad dressing,TNFRSF8,Tumor necrosis factor receptor superfamily member 8,36329,-0.114406145112543,0.0422190704984867,-0.197155523289577,-0.031656766935509,0.00674804896469445
Diet and food preferences,X20712.Liking for salad dressing,ART3,Ecto-ADP-ribosyltransferase 3,36292,-0.152524869535838,0.0567781128624362,-0.263809970746213,-0.0412397683254628,0.00724096369278171
Diet and food preferences,X20712.Liking for salad dressing,ERBB2,Receptor tyrosine-protein kinase erbB-2,36292,0.223662902711891,0.0833663850793888,0.0602647879562892,0.387061017467493,0.00731581946911562
Diet and food preferences,X20712.Liking for salad dressing,RETN,Resistin,36244,-0.120762674478871,0.0450366261975458,-0.209034461826061,-0.0324908871316815,0.00734786258756251
Diet and food preferences,X20712.Liking for salad dressing,MECR,"Enoyl-[acyl-carrier-protein] reductase, mitochondrial",35207,-0.0667779572703825,0.024949112368729,-0.115678217513091,-0.0178776970276738,0.00745828992721983
Diet and food preferences,X20712.Liking for salad dressing,IL12A_IL12B,Interleukin-12,36216,-0.0657006425000852,0.0246252151669028,-0.113966064227215,-0.0174352207729557,0.00764744534113169
Diet and food preferences,X20712.Liking for salad dressing,CD83,CD83 antigen,36229,-0.155209260621208,0.058421800088931,-0.269715988795513,-0.0407025324469036,0.00790877407214088
Diet and food preferences,X20712.Liking for salad dressing,CCL3,C-C motif chemokine 3,36229,-0.0952628007708353,0.0361128065296981,-0.166043901569044,-0.0244816999726271,0.00835993701108084
Diet and food preferences,X20712.Liking for salad dressing,NPPB,Natriuretic peptides B,36114,0.0383381765606964,0.0146034480009585,0.00971541847881774,0.066960934642575,0.00867677825001384
Diet and food preferences,X20712.Liking for salad dressing,SCGN,Secretagogin,36110,-0.114716532178515,0.0437982651553019,-0.200561131882907,-0.0288719324741234,0.00883281992419765
Diet and food preferences,X20712.Liking for salad dressing,SUSD5,Sushi domain-containing protein 5,35182,-0.175775490676353,0.0671224188822365,-0.307335431685536,-0.0442155496671691,0.00884804828310396
Diet and food preferences,X20712.Liking for salad dressing,CCL4,C-C motif chemokine 4,36274,-0.0703147775732619,0.0268545166131905,-0.122949630135115,-0.0176799250114086,0.00885420848219064
Diet and food preferences,X20712.Liking for salad dressing,CD74,HLA class II histocompatibility antigen gamma chain,36329,-0.145894345375154,0.0557695101425477,-0.255202585254547,-0.0365861054957601,0.00891480893685497
Diet and food preferences,X20712.Liking for salad dressing,ADGRG2,Adhesion G-protein coupled receptor G2,36244,0.190719884324456,0.0729277555158641,0.0477814835133624,0.33365828513555,0.00893681722806245
Diet and food preferences,X20712.Liking for salad dressing,ADGRE2,Adhesion G protein-coupled receptor E2,36293,-0.180625292719743,0.0693070697532302,-0.316467149436075,-0.044783436003412,0.00917552696594355
Diet and food preferences,X20712.Liking for salad dressing,VSIG2,V-set and immunoglobulin domain-containing protein 2,35323,-0.0982550336225876,0.03777481570873,-0.172293672411699,-0.0242163948334767,0.00931564549203866
Diet and food preferences,X20712.Liking for salad dressing,CEACAM20,Carcinoembryonic antigen-related cell adhesion molecule 20,35247,-0.13029674596157,0.0501000325571831,-0.228492809773649,-0.0321006821494916,0.00932517303613418
Diet and food preferences,X20712.Liking for salad dressing,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,35207,-0.0961760589244589,0.0371048998131556,-0.168901662558244,-0.0234504552906739,0.00956497519933813
Diet and food preferences,X20712.Liking for salad dressing,TOMM20,Mitochondrial import receptor subunit TOM20 homolog,35360,-0.0743421192000902,0.0287044830542986,-0.130602905986515,-0.018081332413665,0.00962262802387153
Diet and food preferences,X20712.Liking for salad dressing,ARL13B,ADP-ribosylation factor-like protein 13B,35142,-0.0838469752944025,0.0324146793340341,-0.147379746789109,-0.0203142037996956,0.00971361766366418
Diet and food preferences,X20712.Liking for salad dressing,DEFB118,Beta-defensin 118,35168,0.0991116484610444,0.0383974204268333,0.023852704424451,0.174370592497638,0.00986923831108649
