Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,DUT,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",35402,-0.265551079419902,0.0724903356400109,-0.407632137274323,-0.12347002156548,0.000251098376576504
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4,35448,-0.064780138127921,0.0184513943150504,-0.10094487098542,-0.0286154052704222,0.000449820321212077
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,SERPIND1,Heparin cofactor 2,35438,-0.0701932378898049,0.0200231825747397,-0.109438675736295,-0.030947800043315,0.000458781436603179
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,ARMCX2,Armadillo repeat-containing X-linked protein 2,35212,0.154776471619427,0.0445016036995269,0.0675533283683542,0.2419996148705,0.000508748507048085
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,CFH,Complement factor H,35058,-0.057843076601586,0.0168688294286072,-0.0909059822816562,-0.0247801709215159,0.000610000049175682
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial",35417,-0.180591633313978,0.0531510334581406,-0.284767658891934,-0.0764156077360225,0.000683792875014119
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,KLK6,Kallikrein-6,36385,0.0745757067176593,0.0223482842984313,0.030773069492734,0.118378343942585,0.000851246863495691
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,CCL24,C-C motif chemokine 24,36390,0.195701578108999,0.0597128292025695,0.0786644328719632,0.312738723346036,0.0010527242975662
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,SLMAP,Sarcolemmal membrane-associated protein,35402,-0.191939720316101,0.0586228156003294,-0.306840438892747,-0.0770390017394555,0.00106561975471634
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,PLAUR,Urokinase plasminogen activator surface receptor,36327,-0.0642777694149548,0.0198947721224587,-0.103271522774974,-0.0252840160549358,0.00123966488268139
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,RARRES2,Retinoic acid receptor responder protein 2,36418,-0.106064086229528,0.0330135420837264,-0.170770628713632,-0.0413575437454239,0.00132049956327522
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,NPTXR,Neuronal pentraxin receptor,36360,0.0767128218682953,0.0239625626216129,0.0297461991299341,0.123679444606657,0.00137377067131587
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,IL2RA,Interleukin-2 receptor subunit alpha,36301,-0.095644857454985,0.0299127362664422,-0.154273820537212,-0.0370158943727582,0.00139249965111684
Mental health,X29065#1.Symptoms of panic attack_Heart was pounding or racing,CLEC6A,C-type lectin domain family 6 member A,36225,-0.110581926610276,0.0345936844018747,-0.17838554803795,-0.0427783051826014,0.0013967644992223
