Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,HPGDS,Hematopoietic prostaglandin D synthase,50130,-0.0142487355142719,0.00331281559451802,-0.0207418540795272,-0.00775561694901657,1.70725479113239e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ITGAV,Integrin alpha-V,50788,-0.00577270157037041,0.00140283811459022,-0.00852226427496724,-0.00302313886577358,3.88588141333033e-05
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CXCL14,C-X-C motif chemokine 14,50202,-0.0191895308142594,0.00501272337284962,-0.0290144686250446,-0.00936459300347412,0.000129476717625491
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,CRTAC1,Cartilage acidic protein 1,50882,-0.00989774287118444,0.00258795474046206,-0.0149701341624901,-0.00482535157987879,0.000131381837529193
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,EGFL7,Epidermal growth factor-like protein 7,50130,0.0129375793044154,0.00348229474735172,0.006112281599606,0.0197628770092247,0.000203534362070998
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,MZB1,Marginal zone B- and B1-cell-specific protein,50674,0.0168829160049213,0.00456547462031881,0.00793458574909647,0.0258312462607462,0.00021788520640072
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,IL31RA,Interleukin-31 receptor subunit alpha,47112,-0.0120949126801526,0.00331851517204862,-0.0185992024173679,-0.00559062294293732,0.000268485649168508
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,IL19,Interleukin-19,50094,0.0223058067149179,0.00620325887311359,0.0101474193236153,0.0344641941062205,0.000324115386864178
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,ITGB2,Integrin beta-2,50520,-0.00868858019946352,0.00244660055863557,-0.0134839172943892,-0.00389324310453781,0.000384178487115854
Working and living environment,X24006.Particulate matter air pollution (pm2.5); 2010,LRRN1,Leucine-rich repeat neuronal protein 1,50202,-0.0118632639994825,0.00341202890024127,-0.0185508406439554,-0.0051756873550096,0.000508282876510324
