Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Health and medical history,X120041.Waking unrefreshed severity over the past week,GAST,Gastrin,34787,0.120295264491156,0.0198301969918421,0.0814280783871459,0.159162450595167,1.39505021802877e-09
Health and medical history,X120041.Waking unrefreshed severity over the past week,CXADR,Coxsackievirus and adenovirus receptor,35591,0.242108906291831,0.0422729716747641,0.159253881809294,0.324963930774369,1.06695349104787e-08
Health and medical history,X120041.Waking unrefreshed severity over the past week,CHGA,Chromogranin-A,34799,0.147087397229489,0.0296629430600029,0.0889480288318837,0.205226765627095,7.30868211708016e-07
Health and medical history,X120041.Waking unrefreshed severity over the past week,GDF15,Growth/differentiation factor 15,35689,0.278263241839436,0.0570930657596706,0.166360832950481,0.39016565072839,1.12041184087304e-06
Health and medical history,X120041.Waking unrefreshed severity over the past week,ASGR1,Asialoglycoprotein receptor 1,35547,0.373566314286216,0.0776197085636551,0.221431685501452,0.52570094307098,1.52289412736087e-06
Health and medical history,X120041.Waking unrefreshed severity over the past week,ITGAV,Integrin alpha-V,35667,-0.663352002829898,0.138103525225772,-0.934034912272412,-0.392669093387384,1.5958982983006e-06
Health and medical history,X120041.Waking unrefreshed severity over the past week,MSR1,Macrophage scavenger receptor types I and II,35679,0.201995188394768,0.0469422067452062,0.109988463174164,0.294001913615372,1.70931001880718e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,ACE2,Angiotensin-converting enzyme 2,35479,0.1974286284833,0.0462700371404737,0.106739355687971,0.288117901278628,2.01138935477133e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,MMP12,Macrophage metalloelastase,35620,0.174055694939907,0.0411458018527624,0.0934099233084929,0.254701466571322,2.36710249392175e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,CD302,CD302 antigen,35570,0.312413366909726,0.0758495252646818,0.16374829739095,0.461078436428503,3.85572662890887e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,FGFR2,Fibroblast growth factor receptor 2,35643,0.426475419956997,0.105287192721914,0.220112522222045,0.632838317691948,5.16878060842432e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,LGALS9,Galectin-9,35605,0.2915283776574,0.072352301521082,0.149717866676079,0.43333888863872,5.65929442439392e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,CTSL,Cathepsin L1,35601,0.368250027341078,0.0920838054601777,0.18776576863913,0.548734286043027,6.43059946759756e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,SCARB2,Lysosome membrane protein 2,35427,0.29838174829249,0.0747214669866517,0.151927672998653,0.444835823586327,6.59224812642387e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,35617,0.23879949163909,0.0599729212769325,0.121252565936302,0.356346417341878,6.91536627287357e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,VSIG2,V-set and immunoglobulin domain-containing protein 2,34767,0.173765385764914,0.0436398299993936,0.0882313189661028,0.259299452563726,6.92639858450307e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,CA14,Carbonic anhydrase 14,35667,-0.245087378948753,0.0620116184673263,-0.366630151144713,-0.123544606752794,7.82338354194982e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,35466,-0.130917314404088,0.0332091202311354,-0.196007190057113,-0.0658274387510621,8.16131354589602e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,CDCP1,CUB domain-containing protein 1,35547,0.170470962301625,0.0433702015916491,0.0854653671819923,0.255476557421257,8.56341231050316e-05
Health and medical history,X120041.Waking unrefreshed severity over the past week,CLEC4A,C-type lectin domain family 4 member A,35591,-0.245499506111289,0.0630862529249817,-0.369148561844253,-0.121850450378324,0.000100642827988816
Health and medical history,X120041.Waking unrefreshed severity over the past week,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,35474,0.198150867963901,0.0510624345631669,0.0980684962200938,0.298233239707708,0.000105283185298217
Health and medical history,X120041.Waking unrefreshed severity over the past week,ITGAM,Integrin alpha-M,35617,-0.266123543367454,0.0696039139623491,-0.402547214733659,-0.12969987200125,0.000132870201951902
