Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,MFAP4,Microfibril-associated glycoprotein 4,47334,0.0100504590267911,0.00247683366329958,0.00519586504672396,0.0149050530068583,4.97477416277145e-05
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,SUMF1,Formylglycine-generating enzyme,47187,0.0196904678255462,0.00488395907658399,0.0101179080354415,0.0292630276156508,5.56121627186061e-05
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,ITGBL1,Integrin beta-like protein 1,47762,0.00970201410930955,0.00290577713116035,0.00400669093223526,0.0153973372863838,0.000842851773117249
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,TGM2,Protein-glutamine gamma-glutamyltransferase 2,50585,0.0190700302296761,0.00583135068617749,0.00764058288476822,0.030499477574584,0.00107618719658559
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,50730,-0.0102519577664295,0.00334764009192724,-0.0168133323466069,-0.00369058318625212,0.00219808838410637
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,COL3A1,Collagen alpha-1(III) chain,47762,0.00537004062655768,0.00177853998441135,0.00188410225711144,0.00885597899600393,0.0025365894204396
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,NPY,Pro-neuropeptide Y,50788,-0.0148916054417142,0.00493284304486176,-0.0245599778096432,-0.00522323307378511,0.00254016575170354
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CCND2,G1/S-specific cyclin-D2,47408,0.00854273227776389,0.00283094181057653,0.00299408632903389,0.0140913782264939,0.00255112518030583
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,CLC,Galectin-10,50576,0.0155841052875446,0.00519585346842642,0.00540023248942878,0.0257679780856604,0.00270881036968739
Working and living environment,X24008.Particulate matter air pollution 2.5-10um; 2010,TNFSF10,Tumor necrosis factor ligand superfamily member 10,50826,-0.00578593582464211,0.00194914933138514,-0.00960626851415699,-0.00196560313512723,0.00299641950225622
