Protein,Protein_definition,Disease_category,Disease,NB_individual,NB_case,OR[95%CI],P_value
CCL2,C-C motif chemokine 2,Chapter I Certain infectious and parasitic diseases,Implicit bacterial Sepsis,43379,434,1.29 [1.10-1.50],0.0015524016441255
CCL2,C-C motif chemokine 2,Chapter I Certain infectious and parasitic diseases,Explicit Sepsis,44968,171,1.68 [1.33-2.13],1.4146310803855534e-05
CCL2,C-C motif chemokine 2,Chapter I Certain infectious and parasitic diseases,Other specified/unspecified bacterial intestinal infections,50580,153,0.68 [0.51-0.90],0.0067579480445023
CCL2,C-C motif chemokine 2,Chapter I Certain infectious and parasitic diseases,Other bacterial diseases,48912,236,1.55 [1.27-1.89],2.1680356957314434e-05
CCL2,C-C motif chemokine 2,Chapter I Certain infectious and parasitic diseases,Other septicaemia,48829,153,1.66 [1.30-2.13],5.633976161288112e-05
CCL2,C-C motif chemokine 2,Chapter I Certain infectious and parasitic diseases,Streptococcus and staphylococcus as the cause of diseases classified to other chapters,47762,281,1.36 [1.12-1.64],0.0016613575418858
CCL2,C-C motif chemokine 2,Chapter II Neoplasms,"Malignant neoplasm of breast, excluding all cancers (controls excluding all cancers)",23032,662,1.51 [1.33-1.70],5.6443200103110435e-11
CCL2,C-C motif chemokine 2,Chapter II Neoplasms,Benign neoplasm of other and ill-defined parts of digestive system,50912,132,0.65 [0.48-0.88],0.0058439667691055
CCL2,C-C motif chemokine 2,Chapter II Neoplasms,Benign neoplasm: Stomach,51004,101,0.54 [0.38-0.77],0.0006069745680198
CCL2,C-C motif chemokine 2,Chapter I Certain infectious and parasitic diseases,Condition for Implicit Sepsis (Organ dysfunction codes),44014,908,1.26 [1.13-1.40],3.855066907801989e-05
CCL2,C-C motif chemokine 2,Chapter III Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,Agranulocytosis,49915,136,1.43 [1.09-1.87],0.0094039263919688
CCL2,C-C motif chemokine 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes,47230,1096,1.15 [1.04-1.28],0.0072755993726494
CCL2,C-C motif chemokine 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Type 2 diabetes without complications,47195,1061,1.15 [1.04-1.28],0.0081070908786957
CCL2,C-C motif chemokine 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Disorders of lipoprotein metabolism and other lipidaemias,40864,1984,0.88 [0.81-0.95],0.0019757507149433
CCL2,C-C motif chemokine 2,"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,40714,1834,0.88 [0.81-0.96],0.0035910894091149
CCL2,C-C motif chemokine 2,Chapter IX Diseases of the circulatory system,Death due to cardiac causes,36122,6496,0.92 [0.87-0.97],0.0010631473559318
CCL2,C-C motif chemokine 2,Chapter IX Diseases of the circulatory system,"Hypertension, essential",38009,4474,0.89 [0.84-0.94],0.0001030458304889
CCL2,C-C motif chemokine 2,Chapter IX Diseases of the circulatory system,Hypertension,38072,4537,0.90 [0.85-0.95],0.0002535903761922
CCL2,C-C motif chemokine 2,Chapter IX Diseases of the circulatory system,Pulmonary embolism,49351,219,1.33 [1.07-1.65],0.009654453566926
CCL2,C-C motif chemokine 2,Chapter IX Diseases of the circulatory system,Varicose veins,48726,938,0.83 [0.74-0.92],0.0008513241397054
CCL2,C-C motif chemokine 2,Chapter X Diseases of the respiratory system,Other respiratory diseases principally affecting the interstitium,50252,177,1.49 [1.18-1.88],0.000911068896594
CCL2,C-C motif chemokine 2,Chapter X Diseases of the respiratory system,Interstitial lung disease,48062,136,1.59 [1.22-2.07],0.0005688777237233
CCL2,C-C motif chemokine 2,Chapter X Diseases of the respiratory system,"ILD, hospital admissions",50409,136,1.58 [1.22-2.06],0.0006507991513321
CCL2,C-C motif chemokine 2,Chapter X Diseases of the respiratory system,Idiopathic pulmonary fibrosis,48050,124,1.54 [1.17-2.04],0.0023171375389778
CCL2,C-C motif chemokine 2,Chapter X Diseases of the respiratory system,Pleural effusion,46856,220,1.38 [1.11-1.71],0.0032648890142879
CCL2,C-C motif chemokine 2,Chapter X Diseases of the respiratory system,Other diseases of pleura,47107,471,1.36 [1.17-1.58],4.499043801290333e-05
CCL2,C-C motif chemokine 2,Chapter X Diseases of the respiratory system,Other respiratory disorders and diseases,48468,215,1.55 [1.26-1.92],4.715817848036708e-05
CCL2,C-C motif chemokine 2,Chapter XI Diseases of the digestive system,Noninfective enteritis and colitis,49052,1507,1.14 [1.05-1.24],0.0024865172842386
CCL2,C-C motif chemokine 2,Chapter XI Diseases of the digestive system,Other noninfective gastroenteritis and colitis,48769,1224,1.18 [1.07-1.30],0.0005447379130392
CCL2,C-C motif chemokine 2,Chapter XI Diseases of the digestive system,Noninfectious colitis NAS,48755,1210,1.18 [1.07-1.30],0.0006379132656828
CCL2,C-C motif chemokine 2,Chapter XI Diseases of the digestive system,Other functional intestinal disorders,36478,570,1.20 [1.05-1.38],0.0080908693653588
CCL2,C-C motif chemokine 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Rheumatoid arthritis,35628,301,1.61 [1.35-1.93],1.4854412570392648e-07
CCL2,C-C motif chemokine 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Other (seronegative) rheumatoid arthritis, wide",50154,289,1.64 [1.37-1.97],6.48730031874723e-08
CCL2,C-C motif chemokine 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified rheumatoid arthritis,50176,261,1.69 [1.40-2.04],5.5513963864926374e-08
CCL2,C-C motif chemokine 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",50667,277,1.32 [1.09-1.59],0.0049057491941513
CCL2,C-C motif chemokine 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Systemic lupus erythematosus,49889,253,1.74 [1.44-2.11],1.5475387593864016e-08
CCL2,C-C motif chemokine 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other systemic involvement of connective tissue,49745,109,2.55 [1.96-3.33],4.940881081901162e-12
CCL2,C-C motif chemokine 2,Chapter XIII Diseases of the musculoskeletal system and connective tissue,Other/unspecified synovitis and tenosynovitis,43703,137,1.43 [1.10-1.88],0.0086077420385483
CCL2,C-C motif chemokine 2,Chapter XIV Diseases of the genitourinary system,Renal tubulo-interstitial diseases,45761,500,1.49 [1.29-1.71],4.0039788084297174e-08
CCL2,C-C motif chemokine 2,Chapter XIV Diseases of the genitourinary system,Acute renal failure,45971,108,1.65 [1.22-2.21],0.0009429715200826
CCL2,C-C motif chemokine 2,Chapter XIV Diseases of the genitourinary system,Chronic kidney disease,45999,136,1.98 [1.54-2.55],1.0312258520659793e-07
CCL2,C-C motif chemokine 2,Chapter XIV Diseases of the genitourinary system,Unspecified kidney failure,45993,130,1.53 [1.16-2.01],0.0024181819385324
CCL2,C-C motif chemokine 2,Chapter XIV Diseases of the genitourinary system,Other disorders of kidney and ureter,50098,137,1.47 [1.13-1.92],0.0044807407010888
CCL2,C-C motif chemokine 2,Chapter XIV Diseases of the genitourinary system,Female genital prolapse,21324,795,0.80 [0.70-0.90],0.0002763742173472
CCL2,C-C motif chemokine 2,"Chapter XV Pregnancy, childbirth and the puerperium",Complications of labour and delivery,27529,1194,0.78 [0.70-0.88],3.513276209388433e-05
CCL2,C-C motif chemokine 2,"Chapter XV Pregnancy, childbirth and the puerperium",Prolonged pregnancy,26795,147,0.55 [0.40-0.74],0.0001003204654999
CCL2,C-C motif chemokine 2,"Chapter XV Pregnancy, childbirth and the puerperium",Perineal laceration during delivery,27002,667,0.79 [0.68-0.91],0.001689151929029
CCL2,C-C motif chemokine 2,"Chapter XV Pregnancy, childbirth and the puerperium",Single spontaneous delivery,27474,260,0.73 [0.59-0.92],0.0063450464479555
