Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,UMOD,Uromodulin,Wald ratio,1,49.12 [45.6-52.91],0,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,HAVCR1,Hepatitis A virus cellular receptor 1,Wald ratio,1,1.64 [1.54-1.75],1.82413383667456e-54,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,MMP7,Matrilysin,Wald ratio,1,1.47 [1.36-1.58],1.61363515832795e-24,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,IGFBP6,Insulin-like growth factor-binding protein 6,Wald ratio,1,1.36 [1.27-1.45],8.37070039681303e-19,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,CLMP,CXADR-like membrane protein,Wald ratio,1,1.36 [1.27-1.46],1.58680539659009e-18,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,ROR1,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Wald ratio,1,1.38 [1.28-1.48],1.32853868212924e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,NECTIN4,Nectin-4,Wald ratio,1,1.38 [1.28-1.49],2.11999736586569e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,RGMB,RGM domain family member B,Wald ratio,1,1.38 [1.28-1.49],2.33086383892234e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,THBD,Thrombomodulin,Wald ratio,1,1.37 [1.28-1.48],2.48003017587537e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,IFNGR1,Interferon gamma receptor 1,Wald ratio,1,1.38 [1.28-1.49],2.96140396900477e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,FSTL3,Follistatin-related protein 3,Wald ratio,1,1.38 [1.28-1.48],4.01092374393393e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,BTN2A1,Butyrophilin subfamily 2 member A1,Wald ratio,1,1.37 [1.27-1.47],4.23727640783203e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,TGFBR2,TGF-beta receptor type-2,Wald ratio,1,1.37 [1.27-1.47],5.25875404807191e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Wald ratio,1,1.38 [1.28-1.49],5.39959137267394e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,EPHB6,Ephrin type-B receptor 6,Wald ratio,1,1.38 [1.28-1.49],9.68251350906895e-17,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,WFDC2,WAP four-disulfide core domain protein 2,Wald ratio,1,1.36 [1.26-1.46],1.00106436314285e-16,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,NPDC1,Neural proliferation differentiation and control protein 1,Wald ratio,1,1.36 [1.26-1.47],4.59321076819605e-16,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Wald ratio,1,1.35 [1.25-1.45],6.41350805962624e-16,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,LTBR,Tumor necrosis factor receptor superfamily member 3,Wald ratio,1,1.36 [1.26-1.46],8.24572768044585e-16,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,CD59,CD59 glycoprotein,Wald ratio,1,1.34 [1.25-1.44],1.09804057292371e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Wald ratio,1,1.36 [1.26-1.46],1.39603214207815e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,COL15A1,Collagen alpha-1(XV) chain,Wald ratio,1,1.35 [1.25-1.45],1.61864673803426e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,ART3,Ecto-ADP-ribosyltransferase 3,Wald ratio,1,1.32 [1.24-1.42],1.73941312489871e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Wald ratio,1,1.33 [1.24-1.43],3.76224293723251e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,GM2A,Ganglioside GM2 activator,Wald ratio,1,1.3 [1.22-1.39],4.65403638286192e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,BSG,Basigin,Wald ratio,1,1.35 [1.25-1.45],6.16388849143855e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,NECTIN2,Nectin-2,Wald ratio,1,1.35 [1.25-1.46],7.62413919422426e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,LAYN,Layilin,Wald ratio,1,1.33 [1.24-1.42],8.65928924777173e-15,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,TGFBR3,Transforming growth factor beta receptor type 3,Wald ratio,1,1.35 [1.25-1.45],1.65005818008221e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,RELT,Tumor necrosis factor receptor superfamily member 19L,Wald ratio,1,1.3 [1.22-1.39],1.74322256195677e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Wald ratio,1,1.3 [1.22-1.39],1.94241918052892e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,LY6D,Lymphocyte antigen 6D,Wald ratio,1,1.33 [1.23-1.43],2.00001911438723e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,TNFRSF21,Tumor necrosis factor receptor superfamily member 21,Wald ratio,1,1.34 [1.24-1.44],3.680902679444e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,CLEC14A,C-type lectin domain family 14 member A,Wald ratio,1,1.33 [1.23-1.43],3.95624827792372e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,TAFA5,Chemokine-like protein TAFA-5,Wald ratio,1,1.34 [1.24-1.45],4.04994405591562e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,CD300LG,CMRF35-like molecule 9,Wald ratio,1,1.31 [1.22-1.41],4.21587413801686e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,SCG2,Secretogranin-2,Wald ratio,1,1.34 [1.24-1.45],5.28535483848273e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,CLEC1A,C-type lectin domain family 1 member A,Wald ratio,1,1.32 [1.23-1.41],5.86575641439989e-14,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,CHRDL1,Chordin-like protein 1,Wald ratio,1,1.3 [1.21-1.39],1.16475328495216e-13,trans
Chapter XIV Diseases of the genitourinary system,N14_CHRONKIDNEYDIS,ADAM22,Disintegrin and metalloproteinase domain-containing protein 22,Wald ratio,1,1.3 [1.21-1.39],1.28586978454304e-13,trans
