Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_CHOLELITH,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2,Inverse variance weighted,122,1.06 [1.03-1.1],4.25273824340628e-05,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,AMOT,Angiomotin,Inverse variance weighted,122,1.05 [1.03-1.08],0.000159937914619097,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,MME,Neprilysin,Inverse variance weighted,122,1.05 [1.02-1.08],0.00117495739418594,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,CD302,CD302 antigen,Inverse variance weighted,122,0.96 [0.94-0.99],0.00253481081413235,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,122,0.97 [0.95-0.99],0.00438143974776784,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,AGXT,Serine--pyruvate aminotransferase,Inverse variance weighted,122,1.05 [1.01-1.09],0.00629586636329803,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,HAO1,Hydroxyacid oxidase 1,Inverse variance weighted,122,1.04 [1.01-1.08],0.00994604804314453,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,122,1.04 [1.01-1.08],0.016645724775019,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,SULT2A1,Bile salt sulfotransferase,Inverse variance weighted,122,1.12 [1.02-1.22],0.0172345870326968,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,SLAMF8,SLAM family member 8,Inverse variance weighted,122,1.03 [1-1.05],0.0267148663530428,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,MMP12,Macrophage metalloelastase,Inverse variance weighted,122,0.98 [0.96-1],0.0276785325322755,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,FETUB,Fetuin-B,Inverse variance weighted,122,0.96 [0.93-1],0.0362222801986903,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,GPRC5C,G-protein coupled receptor family C group 5 member C,Inverse variance weighted,122,1.03 [1-1.07],0.0382721915380464,trans
Chapter XI Diseases of the digestive system,K11_CHOLELITH,NHLRC3,NHL repeat-containing protein 3,Inverse variance weighted,122,0.97 [0.95-1],0.0402540694505382,trans
