Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,STC2,Stanniocalcin-2,Inverse variance weighted,3,1.42 [1.16-1.75],0.000918545195310038,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,EFNA1,Ephrin-A1,Inverse variance weighted,3,1.41 [1.14-1.75],0.00149207042968863,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,SPON1,Spondin-1,Inverse variance weighted,3,1.42 [1.14-1.77],0.0015104959580826,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,REG4,Regenerating islet-derived protein 4,Inverse variance weighted,3,1.36 [1.11-1.68],0.00351724185641719,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,HSPA2,Heat shock-related 70 kDa protein 2,Inverse variance weighted,3,1.36 [1.1-1.69],0.00483064256497616,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,KLK10,Kallikrein-10,Inverse variance weighted,3,1.32 [1.09-1.61],0.0048517073910246,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,IFNGR1,Interferon gamma receptor 1,Inverse variance weighted,3,1.35 [1.09-1.67],0.005187485173196,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,3,1.33 [1.09-1.63],0.00538410967359359,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,3,1.34 [1.08-1.67],0.00738993158696801,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,SFTPD,Pulmonary surfactant-associated protein D,Inverse variance weighted,3,1.29 [1.07-1.56],0.00767377894624174,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,FSTL3,Follistatin-related protein 3,Inverse variance weighted,3,1.32 [1.07-1.63],0.008400771928221,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,CHRDL1,Chordin-like protein 1,Inverse variance weighted,3,1.29 [1.06-1.56],0.010504185414156,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,HYOU1,Hypoxia up-regulated protein 1,Inverse variance weighted,3,1.32 [1.06-1.63],0.011107773575921,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,ESAM,Endothelial cell-selective adhesion molecule,Inverse variance weighted,3,1.32 [1.06-1.64],0.0115976483778295,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,JUN,Transcription factor AP-1,Inverse variance weighted,3,1.32 [1.06-1.65],0.0137610912602324,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,ANGPT2,Angiopoietin-2,Inverse variance weighted,3,1.33 [1.06-1.68],0.0138688290444589,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,CFHR5,Complement factor H-related protein 5,Inverse variance weighted,3,1.3 [1.05-1.6],0.014774175874693,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,S100P,Protein S100-P,Inverse variance weighted,3,1.31 [1.05-1.62],0.0150189254058038,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,P4HB,Protein disulfide-isomerase,Inverse variance weighted,3,1.3 [1.05-1.62],0.0171196235291467,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,IL17C,Interleukin-17C,Inverse variance weighted,3,1.32 [1.04-1.67],0.0215209853487399,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,TFPI2,Tissue factor pathway inhibitor 2,Inverse variance weighted,3,1.27 [1.03-1.56],0.0223040281265846,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,CCN4,CCN family member 4,Inverse variance weighted,3,1.29 [1.04-1.6],0.022544112212365,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,ANGPTL2,Angiopoietin-related protein 2,Inverse variance weighted,3,1.28 [1.03-1.57],0.0237925608525594,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,TPR,Nucleoprotein TPR,Inverse variance weighted,3,0.78 [0.62-0.97],0.0246557097743132,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,LGALS1,Galectin-1,Inverse variance weighted,3,1.27 [1.03-1.57],0.0256406469285107,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,MMP3,Stromelysin-1,Inverse variance weighted,3,1.19 [1.02-1.38],0.0258630308110896,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,PAM,Peptidyl-glycine alpha-amidating monooxygenase,Inverse variance weighted,3,1.24 [1.02-1.5],0.028466439125576,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,CANT1,Soluble calcium-activated nucleotidase 1,Inverse variance weighted,3,1.27 [1.02-1.58],0.0290208976274597,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,3,1.22 [1.02-1.46],0.0291859134357054,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,MATN2,Matrilin-2,Inverse variance weighted,3,1.26 [1.02-1.55],0.0328956591379102,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,TIMP1,Metalloproteinase inhibitor 1,Inverse variance weighted,3,1.29 [1.02-1.63],0.033665163965486,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,SPP1,Osteopontin,Inverse variance weighted,3,0.78 [0.62-0.98],0.0337003397009781,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,CILP,Cartilage intermediate layer protein 1,Inverse variance weighted,3,1.25 [1.02-1.54],0.0338877003828958,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,BTN3A2,Butyrophilin subfamily 3 member A2,Inverse variance weighted,3,1.22 [1.01-1.48],0.0352318237179847,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,MFAP4,Microfibril-associated glycoprotein 4,Inverse variance weighted,3,1.25 [1.01-1.55],0.0368924069799878,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,SPON2,Spondin-2,Inverse variance weighted,3,1.25 [1.01-1.55],0.0370489398405282,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,JAM2,Junctional adhesion molecule B,Inverse variance weighted,3,1.24 [1.01-1.52],0.0416759994523632,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,REG1B,Lithostathine-1-beta,Inverse variance weighted,3,1.24 [1.01-1.52],0.0421545808699259,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,3,1.24 [1.01-1.52],0.0446011085450198,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,3,1.33 [1-1.76],0.0470013769770699,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,FURIN,Furin,Inverse variance weighted,3,1.24 [1-1.53],0.0471619649000245,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,ROBO1,Roundabout homolog 1,Inverse variance weighted,3,1.24 [1-1.52],0.0476891505258868,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,FLRT2,Leucine-rich repeat transmembrane protein FLRT2,Inverse variance weighted,3,1.22 [1-1.49],0.0492810434860899,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,GSN,Gelsolin,Inverse variance weighted,3,1.24 [1-1.54],0.0498211929338448,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,FAS,Tumor necrosis factor receptor superfamily member 6,Inverse variance weighted,3,1.22 [1-1.48],0.0524072779463548,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,KLK4,Kallikrein-4,Inverse variance weighted,3,1.18 [1-1.41],0.052461166638462,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,3,1.2 [1-1.44],0.0526932301799353,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,3,1.23 [1-1.52],0.0545933955613185,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,QPCT,Glutaminyl-peptide cyclotransferase,Inverse variance weighted,3,1.28 [0.99-1.64],0.0551266923641803,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,3,1.23 [0.99-1.51],0.0581761641655158,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,TFF2,Trefoil factor 2,Inverse variance weighted,3,1.35 [0.98-1.85],0.0621959017652657,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,SCGN,Secretagogin,Inverse variance weighted,3,1.25 [0.99-1.58],0.0634951528653207,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,3,1.2 [0.99-1.47],0.065839832555546,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,CRHBP,Corticotropin-releasing factor-binding protein,Inverse variance weighted,3,1.25 [0.99-1.58],0.0662253218807199,trans
Chapter X Diseases of the respiratory system,J10_INFLUPNEU,LRP11,Low-density lipoprotein receptor-related protein 11,Inverse variance weighted,3,1.2 [0.99-1.45],0.0686269642353539,trans
