Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,CHAD,Chondroadherin,Inverse variance weighted,3,0.92 [0.88-0.95],5.85659141580951e-06,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,WIF1,Wnt inhibitory factor 1,Inverse variance weighted,3,0.92 [0.89-0.96],1.73409065862776e-05,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,SPP1,Osteopontin,Inverse variance weighted,3,0.93 [0.89-0.96],8.52845918966088e-05,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,CDH17,Cadherin-17,Inverse variance weighted,3,1.07 [1.03-1.1],0.000141767992596266,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,3,1.06 [1.03-1.09],0.00021998333692938,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,COL15A1,Collagen alpha-1(XV) chain,Inverse variance weighted,3,0.93 [0.9-0.97],0.000305645360221,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,MATN3,Matrilin-3,Inverse variance weighted,3,0.94 [0.91-0.97],0.000534216015938105,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,3,0.94 [0.9-0.97],0.000786827548271807,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,PLXNB2,Plexin-B2,Inverse variance weighted,3,1.06 [1.03-1.1],0.000924388513122598,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,NFASC,Neurofascin,Inverse variance weighted,3,1.06 [1.02-1.1],0.00105508263395863,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,CD55,Complement decay-accelerating factor,Inverse variance weighted,3,0.94 [0.91-0.98],0.00207471726914924,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,DMP1,Dentin matrix acidic phosphoprotein 1,Inverse variance weighted,3,0.94 [0.91-0.98],0.00211578288681556,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,OMD,Osteomodulin,Inverse variance weighted,3,0.94 [0.9-0.98],0.00247209867096628,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,PYY,Peptide YY,Inverse variance weighted,3,1.1 [1.04-1.18],0.00256627945782271,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,Inverse variance weighted,3,1.06 [1.02-1.1],0.00260856629226497,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,FGFBP1,Fibroblast growth factor-binding protein 1,Inverse variance weighted,3,0.94 [0.91-0.98],0.0030708820504109,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,CCN3,CCN family member 3,Inverse variance weighted,3,0.95 [0.92-0.98],0.00371517916190445,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,CTSE,Cathepsin E,Inverse variance weighted,3,1.06 [1.02-1.09],0.004123813893835,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,MEPE,Matrix extracellular phosphoglycoprotein,Inverse variance weighted,3,0.95 [0.91-0.98],0.00469195662310574,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,3,0.95 [0.92-0.99],0.0049564025492609,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,EFEMP1,EGF-containing fibulin-like extracellular matrix protein 1,Inverse variance weighted,3,0.95 [0.92-0.99],0.006178147343944,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,TNXB,Tenascin-X,Inverse variance weighted,3,0.94 [0.9-0.98],0.00662257765412142,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,CNTN3,Contactin-3,Inverse variance weighted,3,1.05 [1.01-1.09],0.00724518356838498,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,MXRA8,Matrix remodeling-associated protein 8,Inverse variance weighted,3,0.95 [0.91-0.99],0.00736256438218052,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,CCL11,Eotaxin,Inverse variance weighted,3,1.05 [1.01-1.09],0.00772964426300959,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,PRCP,Lysosomal Pro-X carboxypeptidase,Inverse variance weighted,3,1.07 [1.02-1.12],0.00850183075524257,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,DTX3,Probable E3 ubiquitin-protein ligase DTX3,Inverse variance weighted,3,0.95 [0.92-0.99],0.00911813734042983,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,IGFBP6,Insulin-like growth factor-binding protein 6,Inverse variance weighted,3,0.95 [0.91-0.99],0.00917101855495653,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,TIMP4,Metalloproteinase inhibitor 4,Inverse variance weighted,3,0.95 [0.92-0.99],0.0104833009646705,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,3,0.95 [0.91-0.99],0.0105351519455194,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,LAMA4,Laminin subunit alpha-4,Inverse variance weighted,3,0.95 [0.92-0.99],0.0108997243699027,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,GDF15,Growth/differentiation factor 15,Inverse variance weighted,3,1.04 [1.01-1.08],0.0111786070024589,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,3,0.95 [0.92-0.99],0.0114531667376978,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,PALM,Paralemmin-1,Inverse variance weighted,3,0.94 [0.9-0.99],0.0135070070530953,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,ADGRG1,Adhesion G-protein coupled receptor G1,Inverse variance weighted,3,1.05 [1.01-1.09],0.0141380061452902,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,HLA-DRA,"HLA class II histocompatibility antigen, DR alpha chain",Inverse variance weighted,3,1.05 [1.01-1.08],0.0144522214517312,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",DM_BCKGRND_RETINA,RGMB,RGM domain family member B,Inverse variance weighted,3,0.95 [0.92-0.99],0.014777987713428,trans
