Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,2,0.67 [0.55-0.81],4.14922484023334e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,2,0.69 [0.57-0.83],0.00011975549738128,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,CD302,CD302 antigen,Inverse variance weighted,2,0.7 [0.58-0.85],0.000224030142044658,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,2,0.73 [0.61-0.87],0.000464602238291368,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,2,0.73 [0.61-0.87],0.000503924656844171,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,NCR1,Natural cytotoxicity triggering receptor 1,Inverse variance weighted,2,0.71 [0.58-0.86],0.000616757205381363,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,2,0.72 [0.59-0.87],0.000754005420562336,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,ADM,Pro-adrenomedullin,Inverse variance weighted,2,0.73 [0.6-0.88],0.000822382914284696,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,PCDH12,Protocadherin-12,Inverse variance weighted,2,1.39 [1.15-1.68],0.000830478196330681,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,2,0.72 [0.6-0.88],0.000895586210629154,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,2,0.72 [0.59-0.88],0.00107637964401658,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,2,0.73 [0.61-0.88],0.00115593825115195,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,CXADR,Coxsackievirus and adenovirus receptor,Inverse variance weighted,2,0.73 [0.6-0.88],0.00141682460909217,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,2,0.73 [0.6-0.89],0.00148371845193314,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,2,0.73 [0.6-0.89],0.0014891685810229,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,COL15A1,Collagen alpha-1(XV) chain,Inverse variance weighted,2,0.73 [0.6-0.89],0.0015241278344224,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,2,0.73 [0.6-0.89],0.00163037094236286,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_ENDOGLAND,WFDC12,WAP four-disulfide core domain protein 12,Inverse variance weighted,2,0.77 [0.65-0.91],0.00164497974205909,trans
