Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CD27,CD27 antigen,Inverse variance weighted,2,0.94 [0.88-0.99],0.0302892302739073,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,REG1B,Lithostathine-1-beta,Inverse variance weighted,2,0.96 [0.92-1],0.0487209817247561,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CD79B,B-cell antigen receptor complex-associated protein beta chain,Inverse variance weighted,2,0.95 [0.89-1.01],0.0972678977463014,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,REG1A,Lithostathine-1-alpha,Inverse variance weighted,2,0.97 [0.93-1.01],0.0992956403497325,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,HLA-E,"HLA class I histocompatibility antigen, alpha chain E",Inverse variance weighted,2,0.95 [0.9-1.01],0.101892952786044,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,RNASE6,Ribonuclease K6,Inverse variance weighted,2,0.96 [0.9-1.02],0.155672828217478,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,1.03 [0.99-1.07],0.180985838549126,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TFF2,Trefoil factor 2,Inverse variance weighted,2,0.97 [0.93-1.01],0.193239047957345,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,LAYN,Layilin,Inverse variance weighted,2,0.97 [0.94-1.02],0.22862212417444,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,AGRN,Agrin,Inverse variance weighted,2,1.04 [0.98-1.11],0.232693354205671,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,2,0.97 [0.91-1.02],0.241921153545991,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,2,0.97 [0.93-1.02],0.288384573845631,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,2,0.98 [0.94-1.02],0.290516806440997,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,PTGDS,Prostaglandin-H2 D-isomerase,Inverse variance weighted,2,0.98 [0.94-1.02],0.292130347873686,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,2,0.98 [0.95-1.02],0.359466081864554,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,ADM,Pro-adrenomedullin,Inverse variance weighted,2,1.02 [0.98-1.07],0.386332799049946,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,2,0.98 [0.94-1.02],0.393154182300816,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TFF3,Trefoil factor 3,Inverse variance weighted,2,0.97 [0.9-1.04],0.407110393981722,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,2,0.97 [0.9-1.04],0.411664171176042,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,2,0.98 [0.94-1.03],0.416502169452699,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,2,0.97 [0.91-1.04],0.430898796742855,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,NEFL,Neurofilament light polypeptide,Inverse variance weighted,2,0.98 [0.95-1.02],0.431553923309693,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,HRC,Sarcoplasmic reticulum histidine-rich calcium-binding protein,Inverse variance weighted,2,0.98 [0.92-1.04],0.456507124925605,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,EDN1,Endothelin-1,Inverse variance weighted,2,1.02 [0.97-1.08],0.47753767790733,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,2,1.02 [0.96-1.1],0.495253913067568,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CCL21,C-C motif chemokine 21,Inverse variance weighted,2,1.01 [0.97-1.06],0.513332507311105,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,2,0.99 [0.94-1.03],0.522234060541149,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,2,0.99 [0.95-1.03],0.527774582760879,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,GDF15,Growth/differentiation factor 15,Inverse variance weighted,2,0.97 [0.9-1.06],0.535241773722255,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,2,0.99 [0.95-1.03],0.552144967039033,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,2,0.99 [0.95-1.03],0.56200679279001,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,FABP4,"Fatty acid-binding protein, adipocyte",Inverse variance weighted,2,1.02 [0.94-1.11],0.577556193409242,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,ACTA2,"Actin, aortic smooth muscle",Inverse variance weighted,2,1.01 [0.97-1.05],0.582094682241658,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,LGALS4,Galectin-4,Inverse variance weighted,2,0.98 [0.92-1.05],0.606882293357472,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,AREG,Amphiregulin,Inverse variance weighted,2,1.01 [0.96-1.07],0.609170187917131,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,2,0.98 [0.92-1.05],0.621793616251005,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,2,1.01 [0.97-1.05],0.62215934538438,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,2,0.99 [0.95-1.03],0.62371437883134,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,GUCA2A,Guanylin,Inverse variance weighted,2,0.97 [0.87-1.09],0.626491105023179,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,2,1.02 [0.95-1.08],0.636468600414224,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,SORCS2,VPS10 domain-containing receptor SorCS2,Inverse variance weighted,2,1.01 [0.96-1.06],0.646562879412754,trans
Chapter IX Diseases of the circulatory system,I9_CARDMYOOTH,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,2,0.98 [0.91-1.06],0.651251717069746,trans
