Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,IL18R1,Interleukin-18 receptor 1,Inverse variance weighted,69,1.09 [1.07-1.12],1.72915981569255e-18,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,NFASC,Neurofascin,Inverse variance weighted,69,1.1 [1.07-1.13],9.80555213481666e-14,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MATN3,Matrilin-3,Inverse variance weighted,69,0.92 [0.9-0.95],5.84392116254481e-11,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,TLR3,Toll-like receptor 3,Inverse variance weighted,69,1.04 [1.03-1.06],7.36866633157032e-11,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,PRCP,Lysosomal Pro-X carboxypeptidase,Inverse variance weighted,69,1.1 [1.07-1.14],5.67354487352596e-09,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,PLXNB2,Plexin-B2,Inverse variance weighted,69,1.09 [1.06-1.12],5.99167774665833e-09,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CTSB,Cathepsin B,Inverse variance weighted,69,0.92 [0.89-0.95],2.10617936959455e-08,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ADGRG2,Adhesion G-protein coupled receptor G2,Inverse variance weighted,69,0.93 [0.9-0.95],5.97739149919623e-08,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CHAD,Chondroadherin,Inverse variance weighted,69,0.93 [0.9-0.95],8.17903048003832e-08,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ADGRG1,Adhesion G-protein coupled receptor G1,Inverse variance weighted,69,1.08 [1.05-1.11],1.19374360988359e-07,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,B3GNT7,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7",Inverse variance weighted,69,1.06 [1.04-1.09],1.47603742573045e-07,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CDH17,Cadherin-17,Inverse variance weighted,69,1.07 [1.05-1.1],1.73687164164362e-07,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,TREH,Trehalase,Inverse variance weighted,69,1.07 [1.04-1.1],4.59360819642832e-07,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CTSO,Cathepsin O,Inverse variance weighted,69,1.08 [1.04-1.11],1.81001445869051e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,DMP1,Dentin matrix acidic phosphoprotein 1,Inverse variance weighted,69,0.92 [0.89-0.95],1.97581648122542e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,NPY,Pro-neuropeptide Y,Inverse variance weighted,69,1.1 [1.06-1.14],2.17326974468014e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,69,1.08 [1.05-1.12],2.26671310588808e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MFAP4,Microfibril-associated glycoprotein 4,Inverse variance weighted,69,1.06 [1.04-1.09],2.30305805681645e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CES2,Cocaine esterase,Inverse variance weighted,69,1.07 [1.04-1.11],2.81339847511117e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,SELE,E-selectin,Inverse variance weighted,69,1.06 [1.03-1.08],3.51736395381707e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,IGSF3,Immunoglobulin superfamily member 3,Inverse variance weighted,69,1.08 [1.04-1.11],5.12609606677209e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,LGALS4,Galectin-4,Inverse variance weighted,69,1.07 [1.04-1.1],5.85056986162849e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,GSTA1,Glutathione S-transferase A1,Inverse variance weighted,69,1.08 [1.04-1.12],6.63308205002531e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ADH4,All-trans-retinol dehydrogenase [NAD(+)] ADH4,Inverse variance weighted,69,1.07 [1.04-1.1],6.74504700075368e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ACE2,Angiotensin-converting enzyme 2,Inverse variance weighted,69,1.07 [1.04-1.1],7.0312716548536e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ADIPOQ,Adiponectin,Inverse variance weighted,69,0.93 [0.91-0.96],9.9431777776612e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,TPK1,Thiamin pyrophosphokinase 1,Inverse variance weighted,69,0.95 [0.92-0.97],1.05169655055703e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,SELPLG,P-selectin glycoprotein ligand 1,Inverse variance weighted,69,1.07 [1.04-1.11],1.13735711129432e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,HEPH,Hephaestin,Inverse variance weighted,69,1.05 [1.03-1.08],1.29660531958442e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,UPB1,Beta-ureidopropionase,Inverse variance weighted,69,1.09 [1.05-1.13],1.56450588360413e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,69,1.05 [1.03-1.07],1.57931609693789e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,Inverse variance weighted,69,1.03 [1.02-1.05],1.83656685088317e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,IFNGR2,Interferon gamma receptor 2,Inverse variance weighted,69,1.05 [1.03-1.07],1.88698516670289e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,FTCD,Formimidoyltransferase-cyclodeaminase,Inverse variance weighted,69,1.07 [1.04-1.1],2.03318960954419e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,BMPER,BMP-binding endothelial regulator protein,Inverse variance weighted,69,1.07 [1.04-1.1],2.07933103513386e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ALDH1A1,Retinal dehydrogenase 1,Inverse variance weighted,69,1.06 [1.03-1.09],2.82677776448831e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,PYY,Peptide YY,Inverse variance weighted,69,1.07 [1.04-1.1],2.91095552798241e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ASAH2,Neutral ceramidase,Inverse variance weighted,69,1.06 [1.03-1.09],2.99356452161457e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,APOF,Apolipoprotein F,Inverse variance weighted,69,0.92 [0.88-0.96],3.27926581508903e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,HSD11B1,Corticosteroid 11-beta-dehydrogenase isozyme 1,Inverse variance weighted,69,0.93 [0.9-0.96],3.64375920283026e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CDH1,Cadherin-1,Inverse variance weighted,69,1.05 [1.03-1.08],4.42668921246151e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MAN2B2,Epididymis-specific alpha-mannosidase,Inverse variance weighted,69,1.05 [1.03-1.07],4.45413005309945e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Inverse variance weighted,69,1.06 [1.03-1.1],4.684666828637e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,PON3,Serum paraoxonase/lactonase 3,Inverse variance weighted,69,0.93 [0.9-0.96],5.19172492088821e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,IGFBP1,Insulin-like growth factor-binding protein 1,Inverse variance weighted,69,0.92 [0.88-0.96],5.78591860895427e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MASP1,Mannan-binding lectin serine protease 1,Inverse variance weighted,69,1.06 [1.03-1.09],6.44478633423651e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,RET,Proto-oncogene tyrosine-protein kinase receptor Ret,Inverse variance weighted,69,1.07 [1.03-1.1],6.47088828798033e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CILP,Cartilage intermediate layer protein 1,Inverse variance weighted,69,1.06 [1.03-1.09],7.01690446768119e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,AFM,Afamin,Inverse variance weighted,69,1.07 [1.04-1.11],7.47421602418569e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ADH1B,All-trans-retinol dehydrogenase,Inverse variance weighted,69,1.06 [1.03-1.09],8.22117086491422e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,OMD,Osteomodulin,Inverse variance weighted,69,0.94 [0.91-0.97],8.98191767534729e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MET,Hepatocyte growth factor receptor,Inverse variance weighted,69,0.93 [0.89-0.96],0.000120255676049639,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,IDUA,Alpha-L-iduronidase,Inverse variance weighted,69,1.06 [1.03-1.09],0.000120338487338112,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,CCL11,Eotaxin,Inverse variance weighted,69,1.05 [1.02-1.07],0.000122325364658486,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,SGSH,N-sulphoglucosamine sulphohydrolase,Inverse variance weighted,69,1.04 [1.02-1.06],0.000122470827462526,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,MME,Neprilysin,Inverse variance weighted,69,1.05 [1.03-1.08],0.000123662202081691,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,LPL,Lipoprotein lipase,Inverse variance weighted,69,0.92 [0.88-0.96],0.000124174058446677,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,RIDA,2-iminobutanoate/2-iminopropanoate deaminase,Inverse variance weighted,69,1.06 [1.03-1.09],0.000130157427157682,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,BGLAP,Osteocalcin,Inverse variance weighted,69,0.95 [0.93-0.98],0.00013131271025763,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,DSCAM,Down syndrome cell adhesion molecule,Inverse variance weighted,69,1.06 [1.03-1.09],0.00014139078621767,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,69,1.04 [1.02-1.07],0.000152305426024867,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,GDNF,Glial cell line-derived neurotrophic factor,Inverse variance weighted,69,1.05 [1.02-1.08],0.00016827702729967,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,SHBG,Sex hormone-binding globulin,Inverse variance weighted,69,0.92 [0.89-0.96],0.000173816049474145,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,WIF1,Wnt inhibitory factor 1,Inverse variance weighted,69,0.94 [0.91-0.97],0.00017877489085355,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,ACP5,Tartrate-resistant acid phosphatase type 5,Inverse variance weighted,69,1.05 [1.03-1.08],0.000181111187951329,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,69,0.95 [0.92-0.97],0.000186836593389702,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,KRT18,"Keratin, type I cytoskeletal 18",Inverse variance weighted,69,1.06 [1.03-1.1],0.000201396619605555,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_DM2NOCOMP,DCXR,L-xylulose reductase,Inverse variance weighted,69,1.06 [1.03-1.09],0.000203164684826152,trans
