Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,FTCD,Formimidoyltransferase-cyclodeaminase,Inverse variance weighted,3,1.48 [1.41-1.56],5.91059396515404e-48,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,FUOM,Fucose mutarotase,Inverse variance weighted,3,1.47 [1.4-1.55],1.41216671297981e-47,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,KRT18,"Keratin, type I cytoskeletal 18",Inverse variance weighted,3,1.43 [1.36-1.51],1.71623657705155e-42,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,Inverse variance weighted,3,1.39 [1.32-1.46],9.37828464919131e-34,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,PTS,6-pyruvoyl tetrahydrobiopterin synthase,Inverse variance weighted,3,1.34 [1.27-1.41],3.41096076486266e-26,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,Inverse variance weighted,3,1.31 [1.25-1.38],4.26185585016007e-26,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,ACY1,Aminoacylase-1,Inverse variance weighted,3,1.31 [1.25-1.38],1.18896887718197e-25,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,ALDH1A1,Retinal dehydrogenase 1,Inverse variance weighted,3,1.31 [1.24-1.38],4.0006449239848e-24,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,ITGBL1,Integrin beta-like protein 1,Inverse variance weighted,3,1.28 [1.22-1.34],2.89605867147808e-23,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,SCLY,Selenocysteine lyase,Inverse variance weighted,3,1.3 [1.23-1.37],4.47016724491536e-23,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,RIDA,2-iminobutanoate/2-iminopropanoate deaminase,Inverse variance weighted,3,1.29 [1.23-1.36],2.59037441624857e-22,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,SORD,Sorbitol dehydrogenase,Inverse variance weighted,3,1.29 [1.22-1.36],1.43135524883819e-20,trans
Chapter XI Diseases of the digestive system,K11_DISLIVOTH,FBP1,"Fructose-1,6-bisphosphatase 1",Inverse variance weighted,3,1.28 [1.22-1.35],1.49014270742065e-20,trans
