Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,9,1.11 [1.02-1.21],0.0143005046404997,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,DKK4,Dickkopf-related protein 4,Inverse variance weighted,9,1.07 [1.01-1.13],0.0183250649471844,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,9,0.94 [0.89-0.99],0.0226193203088884,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,9,1.07 [1-1.14],0.0443657956546885,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CPA2,Carboxypeptidase A2,Inverse variance weighted,9,1.06 [1-1.12],0.0502657579479651,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CD59,CD59 glycoprotein,Inverse variance weighted,9,1.16 [0.99-1.35],0.065415185531618,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,TCN2,Transcobalamin-2,Inverse variance weighted,9,1.06 [0.99-1.13],0.0863826573293891,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,9,1.06 [0.99-1.13],0.0915571471797996,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,AREG,Amphiregulin,Inverse variance weighted,9,1.06 [0.99-1.12],0.0930757700265781,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CD46,Membrane cofactor protein,Inverse variance weighted,9,1.06 [0.99-1.13],0.0986379564387179,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,9,1.09 [0.98-1.22],0.113076128932418,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,THBD,Thrombomodulin,Inverse variance weighted,9,1.04 [0.99-1.1],0.11651784062266,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,PLA2G10,Group 10 secretory phospholipase A2,Inverse variance weighted,9,1.04 [0.99-1.1],0.125691156719896,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,DMP1,Dentin matrix acidic phosphoprotein 1,Inverse variance weighted,9,1.1 [0.97-1.25],0.128039041211265,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,PSG1,Pregnancy-specific beta-1-glycoprotein 1,Inverse variance weighted,9,0.97 [0.92-1.01],0.161766492733753,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,GRN,Progranulin,Inverse variance weighted,9,1.07 [0.97-1.19],0.16240604678145,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,9,1.04 [0.98-1.1],0.162408948977828,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,PDCD1LG2,Programmed cell death 1 ligand 2,Inverse variance weighted,9,1.1 [0.96-1.27],0.163979510383547,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,PDGFRA,Platelet-derived growth factor receptor alpha,Inverse variance weighted,9,1.04 [0.98-1.1],0.173320776360995,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,OPTC,Opticin,Inverse variance weighted,9,1.05 [0.98-1.13],0.180425029034043,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CCN4,CCN family member 4,Inverse variance weighted,9,1.04 [0.98-1.09],0.181253007166308,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,9,1.03 [0.99-1.08],0.182516614239135,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,CRYBB2,Beta-crystallin B2,Inverse variance weighted,9,0.96 [0.9-1.02],0.195238836274714,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,BCAN,Brevican core protein,Inverse variance weighted,9,1.04 [0.98-1.11],0.214586917997124,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,IGFBP2,Insulin-like growth factor-binding protein 2,Inverse variance weighted,9,1.05 [0.97-1.14],0.215195347492273,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,9,0.97 [0.92-1.02],0.215806595998288,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,KLK4,Kallikrein-4,Inverse variance weighted,9,0.96 [0.9-1.03],0.226876962237419,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,FAM3B,Protein FAM3B,Inverse variance weighted,9,1.04 [0.98-1.1],0.237905042948023,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,MMP12,Macrophage metalloelastase,Inverse variance weighted,9,1.09 [0.94-1.25],0.245236718829982,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,AMBP,Protein AMBP,Inverse variance weighted,9,0.95 [0.87-1.04],0.250374619495196,trans
"Chapter VII Diseases of the eye, adnexa, ear and mastoid process",H7_CHOROIDRETINA,IFNGR1,Interferon gamma receptor 1,Inverse variance weighted,9,1.03 [0.98-1.09],0.257710893083758,trans
