Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PLA2G7,Platelet-activating factor acetylhydrolase,Inverse variance weighted,21,1.89 [1.56-2.3],8.6050586117058e-11,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,TFPI,Tissue factor pathway inhibitor,Inverse variance weighted,21,1.24 [1.16-1.32],1.33723834848695e-10,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,FGFBP1,Fibroblast growth factor-binding protein 1,Inverse variance weighted,21,1.38 [1.21-1.58],1.97096036179223e-06,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,21,0.93 [0.89-0.96],6.3063588187187e-05,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,CTSB,Cathepsin B,Inverse variance weighted,21,0.91 [0.87-0.96],0.000189894118895698,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,21,0.92 [0.89-0.96],0.00025816371783192,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,21,0.94 [0.91-0.97],0.000316207745723231,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,CCN3,CCN family member 3,Inverse variance weighted,21,0.93 [0.89-0.97],0.000471027769230181,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,TNFSF10,Tumor necrosis factor ligand superfamily member 10,Inverse variance weighted,21,0.9 [0.84-0.95],0.000477350515454896,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PAMR1,Inactive serine protease PAMR1,Inverse variance weighted,21,1.07 [1.03-1.12],0.000708587020147094,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PLTP,Phospholipid transfer protein,Inverse variance weighted,21,0.92 [0.87-0.96],0.000799951471510551,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,MXRA8,Matrix remodeling-associated protein 8,Inverse variance weighted,21,0.88 [0.82-0.95],0.000895992484515513,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,21,0.95 [0.93-0.98],0.001386845141323,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PTPRN2,Receptor-type tyrosine-protein phosphatase N2,Inverse variance weighted,21,0.95 [0.92-0.98],0.00180145063496584,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,SPON2,Spondin-2,Inverse variance weighted,21,0.93 [0.88-0.97],0.00296091833163423,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,RNASET2,Ribonuclease T2,Inverse variance weighted,21,0.95 [0.91-0.98],0.00403328557273161,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,1.05 [1.01-1.09],0.00635652354701874,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,EFNA1,Ephrin-A1,Inverse variance weighted,21,0.94 [0.89-0.98],0.00714074920221426,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,LMNB2,Lamin-B2,Inverse variance weighted,21,0.94 [0.91-0.99],0.00821528895104356,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,NECTIN2,Nectin-2,Inverse variance weighted,21,0.91 [0.84-0.98],0.00863359742688734,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,APOC1,Apolipoprotein C-I,Inverse variance weighted,21,0.86 [0.77-0.96],0.00993662675428328,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,21,0.93 [0.87-0.98],0.0116195068634556,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,21,0.94 [0.89-0.99],0.0132629189681008,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Inverse variance weighted,21,1.04 [1.01-1.08],0.0137022373152023,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PSAP,Prosaposin,Inverse variance weighted,21,0.94 [0.9-0.99],0.0152351225140552,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PCSK9,Proprotein convertase subtilisin/kexin type 9,Inverse variance weighted,21,1.44 [1.07-1.92],0.0154780356853097,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,21,0.95 [0.91-0.99],0.0157478733667338,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,FAM3C,Protein FAM3C,Inverse variance weighted,21,0.95 [0.91-0.99],0.0171422157532982,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,21,0.93 [0.88-0.99],0.0171607791223624,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,CD83,CD83 antigen,Inverse variance weighted,21,0.94 [0.9-0.99],0.0172855758156183,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,21,0.95 [0.91-0.99],0.0178700749013509,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,21,0.95 [0.91-0.99],0.0184068147808411,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,SEL1L,Protein sel-1 homolog 1,Inverse variance weighted,21,0.96 [0.93-0.99],0.0185267685696387,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,FSTL3,Follistatin-related protein 3,Inverse variance weighted,21,0.95 [0.9-0.99],0.0197996361771285,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,ANGPTL3,Angiopoietin-related protein 3,Inverse variance weighted,21,0.88 [0.78-0.98],0.0217554139163426,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_HYPERLIPNAS,PON3,Serum paraoxonase/lactonase 3,Inverse variance weighted,21,0.94 [0.9-0.99],0.0220186634220525,trans
