Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter VI Diseases of the nervous system,FALLS,PPP1R14D,Protein phosphatase 1 regulatory subunit 14D,Inverse variance weighted,5,1.37 [1.12-1.67],0.0019641696115785,trans
Chapter VI Diseases of the nervous system,FALLS,VCAN,Versican core protein,Inverse variance weighted,5,1.3 [1.1-1.55],0.0025923302323613,trans
Chapter VI Diseases of the nervous system,FALLS,LY6D,Lymphocyte antigen 6D,Inverse variance weighted,5,1.29 [1.07-1.56],0.0072306827831908,trans
Chapter VI Diseases of the nervous system,FALLS,MMP7,Matrilysin,Inverse variance weighted,5,0.79 [0.65-0.95],0.0125767841902962,trans
Chapter VI Diseases of the nervous system,FALLS,REG1B,Lithostathine-1-beta,Inverse variance weighted,5,1.24 [1.03-1.49],0.0248582712129895,trans
Chapter VI Diseases of the nervous system,FALLS,REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,5,1.37 [1.04-1.8],0.0265633499931867,trans
Chapter VI Diseases of the nervous system,FALLS,FCRLB,Fc receptor-like B,Inverse variance weighted,5,0.84 [0.71-0.98],0.03059404660003,trans
Chapter VI Diseases of the nervous system,FALLS,TGFBR3,Transforming growth factor beta receptor type 3,Inverse variance weighted,5,1.24 [1.02-1.5],0.033007066983898,trans
Chapter VI Diseases of the nervous system,FALLS,REG1A,Lithostathine-1-alpha,Inverse variance weighted,5,1.21 [1-1.46],0.0463177098883098,trans
Chapter VI Diseases of the nervous system,FALLS,ASGR2,Asialoglycoprotein receptor 2,Inverse variance weighted,5,1.29 [1-1.66],0.0527695249499811,trans
Chapter VI Diseases of the nervous system,FALLS,RNASE10,Inactive ribonuclease-like protein 10,Inverse variance weighted,5,1.19 [1-1.43],0.0540858002912662,trans
Chapter VI Diseases of the nervous system,FALLS,CDHR5,Cadherin-related family member 5,Inverse variance weighted,5,0.84 [0.7-1],0.054902990482396,trans
Chapter VI Diseases of the nervous system,FALLS,SPINT1,Kunitz-type protease inhibitor 1,Inverse variance weighted,5,0.82 [0.67-1.01],0.057359803818222,trans
Chapter VI Diseases of the nervous system,FALLS,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,5,1.2 [0.99-1.45],0.0694915621110746,trans
Chapter VI Diseases of the nervous system,FALLS,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,5,0.81 [0.64-1.02],0.0708448630778823,trans
Chapter VI Diseases of the nervous system,FALLS,TINAGL1,Tubulointerstitial nephritis antigen-like,Inverse variance weighted,5,0.84 [0.69-1.02],0.0787136687531802,trans
Chapter VI Diseases of the nervous system,FALLS,TNFRSF13B,Tumor necrosis factor receptor superfamily member 13B,Inverse variance weighted,5,0.78 [0.59-1.03],0.0789586031908416,trans
Chapter VI Diseases of the nervous system,FALLS,EPHB6,Ephrin type-B receptor 6,Inverse variance weighted,5,1.19 [0.98-1.45],0.0821950365072253,trans
Chapter VI Diseases of the nervous system,FALLS,LTBR,Tumor necrosis factor receptor superfamily member 3,Inverse variance weighted,5,1.18 [0.98-1.43],0.0836782086877025,trans
Chapter VI Diseases of the nervous system,FALLS,RSPO1,R-spondin-1,Inverse variance weighted,5,1.29 [0.96-1.72],0.0858138471767439,trans
Chapter VI Diseases of the nervous system,FALLS,APOA2,Apolipoprotein A-II,Inverse variance weighted,5,1.19 [0.98-1.44],0.0859206266181098,trans
Chapter VI Diseases of the nervous system,FALLS,CD300LG,CMRF35-like molecule 9,Inverse variance weighted,5,1.22 [0.97-1.52],0.0870740576011168,trans
Chapter VI Diseases of the nervous system,FALLS,CNTN5,Contactin-5,Inverse variance weighted,5,0.85 [0.69-1.03],0.0994695591721471,trans
Chapter VI Diseases of the nervous system,FALLS,SPINK1,Serine protease inhibitor Kazal-type 1,Inverse variance weighted,5,1.17 [0.97-1.41],0.101967774976503,trans
Chapter VI Diseases of the nervous system,FALLS,SPINK4,Serine protease inhibitor Kazal-type 4,Inverse variance weighted,5,1.14 [0.97-1.34],0.102224955073133,trans
Chapter VI Diseases of the nervous system,FALLS,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,5,0.85 [0.69-1.04],0.105438677034311,trans
Chapter VI Diseases of the nervous system,FALLS,DDR1,Epithelial discoidin domain-containing receptor 1,Inverse variance weighted,5,0.86 [0.71-1.03],0.105617893447611,trans
Chapter VI Diseases of the nervous system,FALLS,MILR1,Allergin-1,Inverse variance weighted,5,1.17 [0.97-1.41],0.110741277056752,trans
Chapter VI Diseases of the nervous system,FALLS,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,5,0.86 [0.71-1.04],0.111216774472384,trans
