Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,FSTL1,Follistatin-related protein 1,Inverse variance weighted,4,1.13 [1.05-1.23],0.00133940753915541,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,4,1.11 [1.03-1.19],0.0056299961525568,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,WNT9A,Protein Wnt-9a,Inverse variance weighted,4,1.1 [1.03-1.18],0.00768396364418003,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,ANGPTL4,Angiopoietin-related protein 4,Inverse variance weighted,4,1.1 [1.02-1.19],0.00947158398800857,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,LGALS1,Galectin-1,Inverse variance weighted,4,1.1 [1.02-1.19],0.0107953237118004,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,4,1.1 [1.02-1.19],0.0140147024145645,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,CALB2,Calretinin,Inverse variance weighted,4,1.1 [1.02-1.18],0.0167541981091341,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,4,1.09 [1.02-1.18],0.0181364939409878,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,FABP4,"Fatty acid-binding protein, adipocyte",Inverse variance weighted,4,1.09 [1.01-1.17],0.0182240284792347,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.09 [1.01-1.16],0.0244084780091719,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,EFNA1,Ephrin-A1,Inverse variance weighted,4,1.1 [1.01-1.19],0.0245552835632777,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,LMNB2,Lamin-B2,Inverse variance weighted,4,1.09 [1.01-1.17],0.025182279151005,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,EDN1,Endothelin-1,Inverse variance weighted,4,1.09 [1.01-1.17],0.0267219338372684,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,CFP,Properdin,Inverse variance weighted,4,0.92 [0.86-0.99],0.0282936747094041,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,4,1.09 [1.01-1.17],0.0299636259544595,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,CCN4,CCN family member 4,Inverse variance weighted,4,1.08 [1.01-1.15],0.0343288443023251,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,4,1.08 [1.01-1.16],0.0345781505328034,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,PDCD1,Programmed cell death protein 1,Inverse variance weighted,4,1.08 [1-1.17],0.0378945093167493,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,SEZ6L2,Seizure 6-like protein 2,Inverse variance weighted,4,1.08 [1-1.16],0.0394314508885531,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,4,1.07 [1-1.15],0.0467930905575902,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,VWC2,Brorin,Inverse variance weighted,4,1.07 [1-1.15],0.0476624229482459,trans
Chapter IX Diseases of the circulatory system,I9_CONDUCTIO,ACP5,Tartrate-resistant acid phosphatase type 5,Inverse variance weighted,4,0.93 [0.87-1],0.0484030419266089,trans
