Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,PVR,Poliovirus receptor,Inverse variance weighted,3,0.9 [0.86-0.94],2.83316774070896e-06,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,3,0.9 [0.85-0.95],4.34641879999006e-05,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,IL1RL2,Interleukin-1 receptor-like 2,Inverse variance weighted,3,0.91 [0.87-0.95],8.30454038059519e-05,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,MTUS1,Microtubule-associated tumor suppressor 1,Inverse variance weighted,3,1.08 [1.03-1.14],0.00346730960224722,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,WFIKKN1,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 1",Inverse variance weighted,3,0.93 [0.88-0.98],0.004340121407839,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,ECHDC3,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",Inverse variance weighted,3,1.09 [1.03-1.16],0.00486877950438843,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,GRPEL1,"GrpE protein homolog 1, mitochondrial",Inverse variance weighted,3,1.08 [1.02-1.14],0.00527962269425798,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,3,1.1 [1.03-1.17],0.0054034156210438,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,KITLG,Kit ligand,Inverse variance weighted,3,0.93 [0.88-0.98],0.00546328587061071,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,CHCHD6,MICOS complex subunit MIC25,Inverse variance weighted,3,1.08 [1.02-1.14],0.0056478163997496,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10,Inverse variance weighted,3,1.07 [1.02-1.13],0.00943538106470535,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,MZB1,Marginal zone B- and B1-cell-specific protein,Inverse variance weighted,3,1.07 [1.01-1.13],0.0123140990553514,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,FUOM,Fucose mutarotase,Inverse variance weighted,3,1.06 [1.01-1.12],0.0275952155210918,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,SERPINA6,Corticosteroid-binding globulin,Inverse variance weighted,3,0.95 [0.9-1],0.031140014076296,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,PLA2G15,Phospholipase A2 group XV,Inverse variance weighted,3,1.09 [1.01-1.18],0.0356922861856061,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,BST2,Bone marrow stromal antigen 2,Inverse variance weighted,3,1.06 [1-1.11],0.0395343268696187,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,IL32,Interleukin-32,Inverse variance weighted,3,1.05 [1-1.11],0.0474317548727683,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,HSD11B1,Corticosteroid 11-beta-dehydrogenase isozyme 1,Inverse variance weighted,3,0.94 [0.88-1],0.0512879893938609,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,HAO1,Hydroxyacid oxidase 1,Inverse variance weighted,3,1.05 [1-1.11],0.0518002680557014,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,PDZK1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,Inverse variance weighted,3,1.05 [1-1.11],0.0583437276094026,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,IGFBP3,Insulin-like growth factor-binding protein 3,Inverse variance weighted,3,0.95 [0.91-1],0.0593152951214668,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,ADIPOQ,Adiponectin,Inverse variance weighted,3,1.05 [1-1.1],0.0623039146056047,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,MSTN,Growth/differentiation factor 8,Inverse variance weighted,3,0.95 [0.91-1],0.0645767379275142,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,FGL1,Fibrinogen-like protein 1,Inverse variance weighted,3,1.04 [1-1.08],0.0791298119800129,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,TNFRSF11B,Tumor necrosis factor receptor superfamily member 11B,Inverse variance weighted,3,0.96 [0.91-1.01],0.0804980196239244,trans
Chapter V Mental and behavioural disorders,F5_ALCOHOLAC,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,Inverse variance weighted,3,1.05 [0.99-1.1],0.0924003864286337,trans
