Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,SELENOP,Selenoprotein P,Inverse variance weighted,2,1.37 [1.12-1.67],0.00219680649275612,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,CCER2,Coiled-coil domain-containing glutamate-rich protein 2,Inverse variance weighted,2,0.75 [0.62-0.91],0.00406442391183546,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,EFCAB14,EF-hand calcium-binding domain-containing protein 14,Inverse variance weighted,2,0.77 [0.64-0.94],0.0105508857127441,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,MANSC1,MANSC domain-containing protein 1,Inverse variance weighted,2,0.78 [0.63-0.95],0.0128127876572061,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,GOLM2,Protein GOLM2,Inverse variance weighted,2,0.79 [0.65-0.96],0.0177864660488076,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,2,0.79 [0.65-0.96],0.0180792312233093,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,MEP1B,Meprin A subunit beta,Inverse variance weighted,2,1.17 [1.03-1.33],0.0190916936868468,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,EPHB4,Ephrin type-B receptor 4,Inverse variance weighted,2,0.8 [0.66-0.97],0.0239365192605071,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,TGOLN2,Trans-Golgi network integral membrane protein 2,Inverse variance weighted,2,0.82 [0.69-0.98],0.0252237750052767,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,OMG,Oligodendrocyte-myelin glycoprotein,Inverse variance weighted,2,0.8 [0.66-0.98],0.0280547556002853,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,RNASE4,Ribonuclease 4,Inverse variance weighted,2,1.24 [1.02-1.5],0.0288422575387551,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,2,0.81 [0.67-0.98],0.0328956275303624,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,CLEC7A,C-type lectin domain family 7 member A,Inverse variance weighted,2,0.85 [0.73-0.99],0.0339807590539351,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,PRG2,Bone marrow proteoglycan,Inverse variance weighted,2,0.81 [0.67-0.99],0.0351470074285347,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,2,0.82 [0.68-0.99],0.0371821582924324,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,PROS1,Vitamin K-dependent protein S,Inverse variance weighted,2,1.22 [1.01-1.49],0.0431085852766403,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,THY1,Thy-1 membrane glycoprotein,Inverse variance weighted,2,0.82 [0.68-0.99],0.0443086266141118,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,CLMP,CXADR-like membrane protein,Inverse variance weighted,2,0.83 [0.7-1],0.0473406975016491,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,2,0.84 [0.7-1],0.0476231574445952,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,FOLR2,Folate receptor beta,Inverse variance weighted,2,0.82 [0.68-1],0.0478498648594691,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,PRND,Prion-like protein doppel,Inverse variance weighted,2,1.22 [1-1.49],0.0485041398860881,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,PDCD1,Programmed cell death protein 1,Inverse variance weighted,2,0.82 [0.68-1],0.048907375057117,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,PALM,Paralemmin-1,Inverse variance weighted,2,0.83 [0.68-1],0.0534522548451327,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,2,0.83 [0.68-1],0.0534545315169567,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,PRRT3,Proline-rich transmembrane protein 3,Inverse variance weighted,2,0.77 [0.6-1],0.0544016252136516,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,CTSV,Cathepsin L2,Inverse variance weighted,2,1.2 [0.99-1.44],0.0585885942483818,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,ITGA2,Integrin alpha-2,Inverse variance weighted,2,1.18 [0.99-1.4],0.058748808459179,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Inverse variance weighted,2,0.83 [0.68-1.01],0.0594160696115885,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,EPHB6,Ephrin type-B receptor 6,Inverse variance weighted,2,0.83 [0.68-1.01],0.0602763197892892,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,IGLC2,Immunoglobulin lambda constant 2,Inverse variance weighted,2,1.21 [0.99-1.47],0.0622495399120133,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,MMP3,Stromelysin-1,Inverse variance weighted,2,0.87 [0.76-1.01],0.0632523148966591,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,TNFSF13B,Tumor necrosis factor ligand superfamily member 13B,Inverse variance weighted,2,0.84 [0.69-1.01],0.064586609460046,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,EPHA1,Ephrin type-A receptor 1,Inverse variance weighted,2,0.84 [0.7-1.01],0.0702341391127724,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,CDH3,Cadherin-3,Inverse variance weighted,2,0.83 [0.68-1.02],0.0724629969237992,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,POF1B,Protein POF1B,Inverse variance weighted,2,0.83 [0.68-1.02],0.0724918536592447,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,NECTIN4,Nectin-4,Inverse variance weighted,2,0.84 [0.69-1.02],0.0747769425425554,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,APOA1,Apolipoprotein A-I,Inverse variance weighted,2,1.19 [0.98-1.43],0.0780983631130198,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,CALB1,Calbindin,Inverse variance weighted,2,0.84 [0.69-1.02],0.0793050494559475,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,Inverse variance weighted,2,0.84 [0.69-1.02],0.0803032473907102,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,C9,Complement component C9,Inverse variance weighted,2,0.82 [0.66-1.02],0.0808307056144941,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,RETN,Resistin,Inverse variance weighted,2,0.84 [0.69-1.02],0.0826088536621768,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,FAM3C,Protein FAM3C,Inverse variance weighted,2,0.84 [0.69-1.03],0.0883691066320769,trans
Chapter XIV Diseases of the genitourinary system,N14_URINOTH,MMP8,Neutrophil collagenase,Inverse variance weighted,2,0.85 [0.71-1.03],0.0944885690634106,trans
