Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,KLK4,Kallikrein-4,Wald ratio,1,1.35 [1.07-1.69],0.0113108949703667,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,OSCAR,Osteoclast-associated immunoglobulin-like receptor,Wald ratio,1,1.31 [1.02-1.69],0.0329762462369748,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Wald ratio,1,1.29 [1.01-1.65],0.0446221144519723,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,TFF2,Trefoil factor 2,Wald ratio,1,0.76 [0.57-1],0.0500165655433466,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,ADM,Pro-adrenomedullin,Wald ratio,1,1.3 [0.99-1.71],0.0575758786343222,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,HAVCR2,Hepatitis A virus cellular receptor 2,Wald ratio,1,1.31 [0.99-1.74],0.0612155548891346,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,VSIG2,V-set and immunoglobulin domain-containing protein 2,Wald ratio,1,0.78 [0.59-1.03],0.0853213079343263,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,NTproBNP,N-terminal prohormone of brain natriuretic peptide,Wald ratio,1,1.26 [0.97-1.64],0.0866706795594269,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,RNASE6,Ribonuclease K6,Wald ratio,1,1.24 [0.95-1.62],0.105840157927661,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,OGN,Mimecan,Wald ratio,1,0.82 [0.65-1.05],0.120484872643047,trans
Chapter XIII Diseases of the musculoskeletal system and connective tissue,M13_LIMBPAIN,IGFBP7,Insulin-like growth factor-binding protein 7,Wald ratio,1,0.81 [0.62-1.06],0.123033283995158,trans
