Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,CCN3,CCN family member 3,Inverse variance weighted,6,0.95 [0.92-0.98],0.00490123924759715,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,DCBLD2,"Discoidin, CUB and LCCL domain-containing protein 2",Inverse variance weighted,6,1.05 [1.01-1.09],0.0232445213749247,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,6,0.96 [0.91-1.01],0.123475747043391,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,6,0.96 [0.91-1.01],0.128080427953997,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,6,0.98 [0.94-1.01],0.179986432014664,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,EFNA4,Ephrin-A4,Inverse variance weighted,6,0.96 [0.91-1.02],0.217504440875244,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,6,0.98 [0.94-1.01],0.219105179800648,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,6,0.98 [0.94-1.02],0.300992244997922,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,6,0.98 [0.93-1.04],0.525766038365873,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,GDF15,Growth/differentiation factor 15,Inverse variance weighted,6,0.99 [0.96-1.03],0.728248305126455,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,SHISA5,Protein shisa-5,Inverse variance weighted,6,1 [0.95-1.05],0.855518234664368,trans
"Chapter IV Endocrine, nutritional and metabolic diseases",E4_LIPOPROTNAS,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,6,1 [0.96-1.04],0.954325803410507,trans
