Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,PCDH12,Protocadherin-12,Inverse variance weighted,2,0.92 [0.83-1.01],0.0641969897823016,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,TNFRSF11A,Tumor necrosis factor receptor superfamily member 11A,Inverse variance weighted,2,1.08 [0.99-1.17],0.0922428269926283,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,PTH,Parathyroid hormone,Inverse variance weighted,2,0.95 [0.86-1.04],0.279603791272808,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,BGLAP,Osteocalcin,Inverse variance weighted,2,1.05 [0.95-1.15],0.333617883369631,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,HSPB6,Heat shock protein beta-6,Inverse variance weighted,2,1.04 [0.95-1.13],0.390051762341476,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,SHISA5,Protein shisa-5,Inverse variance weighted,2,1.04 [0.92-1.18],0.53540708040015,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,SPP1,Osteopontin,Inverse variance weighted,2,1.03 [0.93-1.13],0.585838191541037,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,CHAD,Chondroadherin,Inverse variance weighted,2,1.02 [0.89-1.17],0.759405326973233,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,CDHR1,Cadherin-related family member 1,Inverse variance weighted,2,1 [0.91-1.11],0.953937764177236,trans
Chapter II Neoplasms,CD2_BENIGN_ENDOCRINE_OTH,PRL,Prolactin,Inverse variance weighted,2,1 [0.91-1.1],0.971249630436431,trans
