Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,DNER,Delta and Notch-like epidermal growth factor-related receptor,Inverse variance weighted,20,0.95 [0.9-1],0.0336089102910496,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,ENG,Endoglin,Inverse variance weighted,20,0.96 [0.93-1],0.0638029070528012,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,PZP,Pregnancy zone protein,Inverse variance weighted,20,0.98 [0.95-1],0.0821808666181847,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,PLTP,Phospholipid transfer protein,Inverse variance weighted,20,0.97 [0.94-1],0.0897791592407244,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,MYOC,Myocilin,Inverse variance weighted,20,0.96 [0.92-1.01],0.113049743314524,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,LEFTY2,Left-right determination factor 2,Inverse variance weighted,20,0.96 [0.92-1.01],0.139882073500861,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,NTRK3,NT-3 growth factor receptor,Inverse variance weighted,21,0.98 [0.94-1.01],0.224525612647309,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,CNTN1,Contactin-1,Inverse variance weighted,20,0.97 [0.93-1.02],0.254678376640974,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,NOTCH3,Neurogenic locus notch homolog protein 3,Inverse variance weighted,20,0.98 [0.95-1.02],0.287188808805656,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,PDGFRA,Platelet-derived growth factor receptor alpha,Inverse variance weighted,20,0.98 [0.95-1.02],0.291032140784975,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,MCAM,Cell surface glycoprotein MUC18,Inverse variance weighted,20,0.98 [0.95-1.02],0.36633502996263,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,ART3,Ecto-ADP-ribosyltransferase 3,Inverse variance weighted,20,0.98 [0.95-1.02],0.411916415734661,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,20,0.99 [0.96-1.02],0.490893103553271,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,WFIKKN2,"WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2",Inverse variance weighted,20,0.99 [0.95-1.03],0.693392407969687,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8,Inverse variance weighted,20,0.99 [0.94-1.04],0.722997133788507,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,NCAM1,Neural cell adhesion molecule 1,Inverse variance weighted,20,1 [0.96-1.04],0.84397299496817,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,DIPK2B,Divergent protein kinase domain 2B,Inverse variance weighted,21,1 [0.96-1.03],0.904663492260481,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,CA14,Carbonic anhydrase 14,Inverse variance weighted,20,1 [0.96-1.04],0.945155465970899,trans
Chapter XIV Diseases of the genitourinary system,N14_FEMGENPROL,KIT,Mast/stem cell growth factor receptor Kit,Inverse variance weighted,20,1 [0.97-1.04],0.991521185113179,trans
