Disease_category,Disease,Protein,Protein_definition,method,nsnp,OR [95% CI],Pvalue,QTL_type
Chapter VI Diseases of the nervous system,G6_EPIPAROX,IGFBP7,Insulin-like growth factor-binding protein 7,Inverse variance weighted,11,1.35 [1.18-1.55],1.10625809601029e-05,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,ADA2,Adenosine deaminase 2,Inverse variance weighted,11,1.42 [1.21-1.67],1.65031493486425e-05,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,MRC1,Macrophage mannose receptor 1,Inverse variance weighted,11,1.41 [1.19-1.69],0.000109798815259581,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,TNFSF11,Tumor necrosis factor ligand superfamily member 11,Inverse variance weighted,11,0.77 [0.67-0.89],0.000405094715234284,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,11,1.26 [1.09-1.45],0.00141645398361711,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,THBS2,Thrombospondin-2,Inverse variance weighted,11,1.23 [1.07-1.41],0.00342460415545301,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,EFCAB14,EF-hand calcium-binding domain-containing protein 14,Inverse variance weighted,11,0.83 [0.72-0.96],0.00983017024121066,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,SDC1,Syndecan-1,Inverse variance weighted,11,1.22 [1.05-1.43],0.0108532708804751,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,RAB6A,Ras-related protein Rab-6A,Inverse variance weighted,11,0.84 [0.73-0.96],0.0115377958482992,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,GGT1,Glutathione hydrolase 1 proenzyme,Inverse variance weighted,11,1.18 [1.04-1.35],0.0124342806416468,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,11,1.24 [1.04-1.48],0.0153690296512829,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,SIGLEC1,Sialoadhesin,Inverse variance weighted,11,1.23 [1.04-1.45],0.0180311910907606,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,11,1.17 [1.02-1.35],0.0206874865323085,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,HSD17B14,17-beta-hydroxysteroid dehydrogenase 14,Inverse variance weighted,11,1.15 [1.02-1.3],0.0245499066089972,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,TGFBI,Transforming growth factor-beta-induced protein ig-h3,Inverse variance weighted,11,1.21 [1.01-1.46],0.0424399167084374,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,11,1.25 [1.01-1.56],0.0438240866880401,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CHGA,Chromogranin-A,Inverse variance weighted,11,0.86 [0.75-1],0.045158054889159,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,MDK,Midkine,Inverse variance weighted,11,0.84 [0.71-1],0.0490250216545549,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,DRAXIN,Draxin,Inverse variance weighted,11,1.16 [0.99-1.36],0.0649329690494767,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CTSL,Cathepsin L1,Inverse variance weighted,11,1.31 [0.98-1.73],0.065189586258201,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CFHR5,Complement factor H-related protein 5,Inverse variance weighted,11,0.86 [0.73-1.01],0.0666833117503371,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CD302,CD302 antigen,Inverse variance weighted,11,1.16 [0.99-1.35],0.0681544081983668,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,11,1.16 [0.99-1.36],0.0690474502916172,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,FABP4,"Fatty acid-binding protein, adipocyte",Inverse variance weighted,11,1.13 [0.99-1.3],0.0696210402668073,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,11,1.16 [0.99-1.37],0.0715142377088648,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,AGRN,Agrin,Inverse variance weighted,11,1.16 [0.98-1.37],0.0752771209164995,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,PGF,Placenta growth factor,Inverse variance weighted,11,1.12 [0.99-1.28],0.0755061131812868,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,11,1.14 [0.98-1.32],0.0805071110664045,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,LTBP2,Latent-transforming growth factor beta-binding protein 2,Inverse variance weighted,11,1.2 [0.98-1.48],0.081184455814147,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,LMNB2,Lamin-B2,Inverse variance weighted,11,1.13 [0.98-1.3],0.0834121536175791,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CNDP1,Beta-Ala-His dipeptidase,Inverse variance weighted,11,1.14 [0.98-1.32],0.0846168756819938,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,PALM2,Paralemmin-2,Inverse variance weighted,11,1.13 [0.98-1.3],0.0879399912614207,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,PRND,Prion-like protein doppel,Inverse variance weighted,11,1.5 [0.94-2.41],0.0893319276791032,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,SCARF2,Scavenger receptor class F member 2,Inverse variance weighted,11,1.11 [0.98-1.26],0.0900422834990277,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,Inverse variance weighted,11,1.13 [0.98-1.31],0.0941594438233178,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,TNFSF13,Tumor necrosis factor ligand superfamily member 13,Inverse variance weighted,11,1.14 [0.98-1.33],0.0942193277788813,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,FOLR1,Folate receptor alpha,Inverse variance weighted,11,0.89 [0.78-1.02],0.100878923132011,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,11,1.12 [0.98-1.29],0.101966064606137,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,BAMBI,BMP and activin membrane-bound inhibitor homolog,Inverse variance weighted,11,1.13 [0.98-1.31],0.103654665688198,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,CA12,Carbonic anhydrase 12,Inverse variance weighted,11,0.89 [0.77-1.03],0.108148668269292,trans
Chapter VI Diseases of the nervous system,G6_EPIPAROX,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,11,1.16 [0.97-1.39],0.109728763783909,trans
