Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.90 [0.78-1.04],0.160089977692608
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ITGA11,Integrin alpha-11,Inverse variance weighted,16,1.00 [0.95-1.05],0.931450934911996
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FCAMR,High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor,Inverse variance weighted,45,1.01 [0.97-1.05],0.553180709934986
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FAM20A,Pseudokinase FAM20A,Inverse variance weighted,21,1.02 [0.98-1.07],0.299477035476691
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.05 [0.94-1.17],0.384009872564905
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,13,0.98 [0.85-1.13],0.79576725700895
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,17,1.00 [0.95-1.05],0.945875832982801
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,0.98 [0.84-1.14],0.796461327257943
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,PTPRN2,Receptor-type tyrosine-protein phosphatase N2,Inverse variance weighted,5,1.02 [0.93-1.13],0.644730111740705
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,GOLM2,Protein GOLM2,Inverse variance weighted,14,0.96 [0.91-1.02],0.153876594885849
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,SCLY,Selenocysteine lyase,Inverse variance weighted,7,0.98 [0.89-1.07],0.643460043497256
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD300C,CMRF35-like molecule 6,Inverse variance weighted,33,0.98 [0.94-1.02],0.271838328724429
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,1.02 [0.89-1.17],0.729919203497815
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,1.12 [1.00-1.24],0.0435808306321024
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.04 [1.00-1.10],0.071565981470092
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,INHBC,Inhibin beta C chain,Inverse variance weighted,39,1.03 [0.99-1.06],0.113212051014036
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD163,Scavenger receptor cysteine-rich type 1 protein M130,Inverse variance weighted,38,1.02 [0.97-1.08],0.426952166213628
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,EFNA4,Ephrin-A4,Inverse variance weighted,5,1.05 [0.91-1.20],0.496954477476431
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,0.98 [0.85-1.13],0.7786230094346
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,NHLRC3,NHL repeat-containing protein 3,Inverse variance weighted,9,1.07 [1.00-1.14],0.0520263030262092
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD302,CD302 antigen,Inverse variance weighted,17,0.95 [0.90-1.00],0.0586084042917317
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,GUSB,Beta-glucuronidase,Inverse variance weighted,35,1.00 [0.95-1.05],0.986311844249213
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,ADM,Pro-adrenomedullin,Inverse variance weighted,4,1.01 [0.90-1.13],0.884436495080662
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,RBP5,Retinol-binding protein 5,Inverse variance weighted,5,0.89 [0.77-1.04],0.135180699910192
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,AGR2,Anterior gradient protein 2 homolog,Inverse variance weighted,3,0.89 [0.78-1.02],0.0891286786278295
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,1.03 [0.94-1.13],0.489773761156459
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,PGA4,Pepsin A-4,Inverse variance weighted,9,1.03 [0.91-1.18],0.635410590612438
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FGF21,Fibroblast growth factor 21,Inverse variance weighted,4,1.00 [0.86-1.16],0.997641539055366
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,LGALS3BP,Galectin-3-binding protein,Inverse variance weighted,30,1.00 [0.95-1.05],0.939310621724644
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.00 [0.96-1.03],0.930573236266065
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,CD74,HLA class II histocompatibility antigen gamma chain,Inverse variance weighted,8,1.09 [0.99-1.21],0.0884949070826424
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FABP4,"Fatty acid-binding protein, adipocyte",Inverse variance weighted,2,1.04 [0.89-1.22],0.602004763976369
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,PRSS8,Prostasin,Inverse variance weighted,19,1.06 [0.97-1.16],0.18469421161617
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,1.04 [0.99-1.10],0.143551393956217
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,FUOM,Fucose mutarotase,Inverse variance weighted,6,1.20 [1.03-1.39],0.019248695303413
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,SMOC1,SPARC-related modular calcium-binding protein 1,Inverse variance weighted,27,0.97 [0.92-1.02],0.237089010297939
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,TNFRSF4,Tumor necrosis factor receptor superfamily member 4,Inverse variance weighted,15,1.05 [0.95-1.16],0.295404794542984
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,1.02 [0.90-1.15],0.804343038885387
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,TFRC,Transferrin receptor protein 1,Inverse variance weighted,48,0.99 [0.95-1.03],0.522673370207165
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Inverse variance weighted,44,1.00 [0.96-1.03],0.759559565753644
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,LMNB2,Lamin-B2,Inverse variance weighted,9,1.06 [0.93-1.20],0.390375109232661
Chapter XI Diseases of the digestive system,Gastro-oesophageal reflux disease,PALM2,Paralemmin-2,Inverse variance weighted,9,0.99 [0.92-1.07],0.82005288218581
