Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",IL1RN,Interleukin-1 receptor antagonist protein,Inverse variance weighted,12,1.05 [0.95-1.15],0.325777046858631
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",THY1,Thy-1 membrane glycoprotein,Inverse variance weighted,10,0.99 [0.95-1.04],0.693359498933697
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",LILRB4,Leukocyte immunoglobulin-like receptor subfamily B member 4,Inverse variance weighted,17,0.97 [0.87-1.07],0.518596607319461
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",COL15A1,Collagen alpha-1(XV) chain,Inverse variance weighted,10,1.06 [0.98-1.14],0.163905924665975
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,10,1.02 [0.96-1.08],0.60616983956269
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",BSG,Basigin,Inverse variance weighted,8,1.09 [0.94-1.28],0.252117015415239
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",LEP,Leptin,Inverse variance weighted,4,1.24 [0.95-1.62],0.113204653075478
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",GGT5,Glutathione hydrolase 5 proenzyme,Inverse variance weighted,20,0.98 [0.94-1.03],0.446919150356717
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",DKK3,Dickkopf-related protein 3,Inverse variance weighted,28,1.05 [1.00-1.09],0.0454946763488507
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",MMP12,Macrophage metalloelastase,Inverse variance weighted,21,0.94 [0.91-0.98],0.0012310256461192
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",PLA2G10,Group 10 secretory phospholipase A2,Inverse variance weighted,26,0.97 [0.91-1.03],0.302865647504158
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,18,1.00 [0.95-1.05],0.937678392028281
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,31,1.02 [0.96-1.09],0.467395045861857
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,1.34 [1.06-1.69],0.0126679937993892
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",AREG,Amphiregulin,Inverse variance weighted,7,0.99 [0.90-1.10],0.877139755593816
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",REG3A,Regenerating islet-derived protein 3-alpha,Inverse variance weighted,30,1.03 [0.98-1.07],0.246699297753127
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",NPPC,C-type natriuretic peptide,Inverse variance weighted,5,0.98 [0.73-1.31],0.88238582222358
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",EGFR,Epidermal growth factor receptor,Inverse variance weighted,15,1.01 [0.91-1.12],0.871989510428228
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",NT5C1A,Cytosolic 5'-nucleotidase 1A,Inverse variance weighted,4,1.07 [0.94-1.21],0.335484934522189
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.11 [0.91-1.36],0.300134441733673
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",CLEC1A,C-type lectin domain family 1 member A,Inverse variance weighted,20,1.01 [0.98-1.04],0.460492135568778
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",NCS1,Neuronal calcium sensor 1,Inverse variance weighted,18,1.00 [0.92-1.08],0.904101777166434
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,8,1.01 [0.92-1.10],0.883470970103134
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,0.99 [0.95-1.03],0.629804919139566
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",SPON2,Spondin-2,Inverse variance weighted,8,1.03 [0.96-1.10],0.471124528163971
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",SEPTIN8,Septin-8,Inverse variance weighted,6,0.98 [0.84-1.14],0.776295478340543
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",RNASET2,Ribonuclease T2,Inverse variance weighted,25,1.00 [0.96-1.05],0.949191033777531
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",LRP11,Low-density lipoprotein receptor-related protein 11,Inverse variance weighted,42,1.03 [1.00-1.07],0.0377708524912218
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,1.16 [0.94-1.44],0.162707942923161
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",FABP3,"Fatty acid-binding protein, heart",Inverse variance weighted,10,1.07 [0.87-1.33],0.517155752419129
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",DSG3,Desmoglein-3,Inverse variance weighted,27,0.99 [0.94-1.04],0.688442570593811
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",QPCT,Glutaminyl-peptide cyclotransferase,Inverse variance weighted,22,1.01 [0.97-1.05],0.60841147278327
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,0.99 [0.94-1.05],0.776554902887573
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",BGLAP,Osteocalcin,Inverse variance weighted,10,0.95 [0.83-1.09],0.491625310259734
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ANG,Angiogenin,Inverse variance weighted,25,1.00 [0.96-1.05],0.915816492052921
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",EDN1,Endothelin-1,Inverse variance weighted,3,0.89 [0.82-0.97],0.0069952420351793
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",CD28,T-cell-specific surface glycoprotein CD28,Inverse variance weighted,16,0.95 [0.88-1.02],0.157224668403445
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",TNFRSF14,Tumor necrosis factor receptor superfamily member 14,Inverse variance weighted,2,1.15 [0.99-1.34],0.0724897832978649
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.03 [0.98-1.09],0.241832961940158
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",EBI3_IL27,Interleukin-27,Inverse variance weighted,37,1.02 [0.98-1.06],0.373746760637903
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",FSTL3,Follistatin-related protein 3,Inverse variance weighted,7,0.96 [0.84-1.10],0.58415826666392
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",CD276,CD276 antigen,Inverse variance weighted,47,0.99 [0.96-1.02],0.54608107882898
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,1.09 [0.93-1.26],0.284957267273663
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",DLL1,Delta-like protein 1,Inverse variance weighted,13,1.00 [0.92-1.08],0.962079533415558
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",PALM,Paralemmin-1,Inverse variance weighted,10,1.01 [0.93-1.10],0.755381131159233
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",CD300LF,CMRF35-like molecule 1,Inverse variance weighted,35,0.98 [0.95-1.00],0.0939499904877816
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",PGF,Placenta growth factor,Inverse variance weighted,8,0.81 [0.68-0.97],0.0241401248669552
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",SIGLEC1,Sialoadhesin,Inverse variance weighted,31,1.04 [0.99-1.09],0.0894171902308669
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",RNASE1,Ribonuclease pancreatic,Inverse variance weighted,6,0.98 [0.88-1.10],0.783122838605635
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",SIGLEC10,Sialic acid-binding Ig-like lectin 10,Inverse variance weighted,22,1.00 [0.96-1.04],0.898434238604535
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,0.99 [0.97-1.02],0.635169331869217
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",FAM3C,Protein FAM3C,Inverse variance weighted,5,1.06 [0.89-1.26],0.494997749235723
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ITGAV,Integrin alpha-V,Inverse variance weighted,14,1.04 [0.93-1.17],0.45918109296811
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,1.02 [0.99-1.05],0.245122074546203
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",RETN,Resistin,Inverse variance weighted,28,0.99 [0.95-1.03],0.63234730369971
Chapter IX Diseases of the circulatory system,"Stroke, excluding SAH",ADM,Pro-adrenomedullin,Inverse variance weighted,4,0.97 [0.84-1.12],0.679645628179137
