Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.06 [0.94-1.19],0.362925716478472
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PALM2,Paralemmin-2,Inverse variance weighted,9,0.93 [0.87-0.98],0.0114395535484662
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,SCG3,Secretogranin-3,Inverse variance weighted,48,0.98 [0.96-1.01],0.18227282875919
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,0.99 [0.94-1.04],0.728918677857346
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,1.00 [0.94-1.08],0.898554122877512
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PGA4,Pepsin A-4,Inverse variance weighted,9,1.05 [0.95-1.16],0.314038337906738
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CD302,CD302 antigen,Inverse variance weighted,17,1.01 [0.97-1.06],0.662261839260731
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,FOLR1,Folate receptor alpha,Inverse variance weighted,10,0.96 [0.87-1.06],0.44393732308242
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,Inverse variance weighted,4,1.01 [0.86-1.20],0.873827842534554
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,1.03 [0.90-1.18],0.659775277463737
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.02 [0.98-1.07],0.310118632117431
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,1.04 [0.94-1.16],0.437822427351647
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PTN,Pleiotrophin,Inverse variance weighted,7,1.01 [0.90-1.14],0.873490423283992
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,LAYN,Layilin,Inverse variance weighted,23,1.01 [0.97-1.05],0.563501017464949
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,DTNB,Dystrobrevin beta,Inverse variance weighted,4,0.90 [0.75-1.08],0.254499472664714
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.96 [0.89-1.04],0.357960519685122
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.17 [1.01-1.34],0.0309675040981362
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,EFNA1,Ephrin-A1,Inverse variance weighted,15,0.99 [0.94-1.03],0.569919580375445
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,LGALS9,Galectin-9,Inverse variance weighted,39,1.00 [0.97-1.03],0.887988283181613
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,41,1.05 [1.01-1.09],0.0134999408469289
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,OCLN,Occludin,Inverse variance weighted,3,1.03 [0.87-1.22],0.728638118342034
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.04 [0.94-1.15],0.457305301770651
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CSF1,Macrophage colony-stimulating factor 1,Inverse variance weighted,12,0.98 [0.93-1.04],0.564652257778643
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.03 [1.00-1.06],0.0477474943182389
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CD276,CD276 antigen,Inverse variance weighted,47,1.01 [0.99-1.04],0.301181812518867
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,LMOD1,Leiomodin-1,Inverse variance weighted,6,1.04 [0.95-1.13],0.411884048941104
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,EFCAB14,EF-hand calcium-binding domain-containing protein 14,Inverse variance weighted,6,0.87 [0.73-1.05],0.149196907470169
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,0.95 [0.72-1.24],0.692729616861743
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,TGOLN2,Trans-Golgi network integral membrane protein 2,Inverse variance weighted,38,0.99 [0.96-1.01],0.338480929531437
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,0.99 [0.86-1.16],0.943783626735663
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CD300A,CMRF35-like molecule 8,Inverse variance weighted,35,1.01 [0.98-1.05],0.406267142840364
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,EPHA2,Ephrin type-A receptor 2,Inverse variance weighted,5,0.92 [0.81-1.05],0.228993124469299
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CRIM1,Cysteine-rich motor neuron 1 protein,Inverse variance weighted,14,1.04 [0.94-1.15],0.46197081467015
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,0.96 [0.91-1.01],0.082586624021818
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.05 [0.90-1.23],0.504609277370391
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,SHISA5,Protein shisa-5,Inverse variance weighted,16,0.96 [0.88-1.05],0.406694210928012
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,NECTIN4,Nectin-4,Inverse variance weighted,12,0.97 [0.93-1.01],0.156224278500102
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,PALM,Paralemmin-1,Inverse variance weighted,10,1.05 [0.95-1.16],0.361847126335494
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.99 [0.93-1.06],0.858787035336692
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,0.76 [0.50-1.14],0.182895046115982
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,FBLN2,Fibulin-2,Inverse variance weighted,17,0.99 [0.96-1.03],0.777162988773721
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,ANXA10,Annexin A10,Wald ratio,1,1.46 [1.09-1.95],0.0100460450549481
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,1.00 [0.97-1.02],0.72302693691973
Chapter I Certain infectious and parasitic diseases,Intestinal infectious diseases,SORCS2,VPS10 domain-containing receptor SorCS2,Inverse variance weighted,30,1.01 [0.98-1.04],0.519149938967452
