Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,0.98 [0.93-1.02],0.339559557253158
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,Inverse variance weighted,17,0.96 [0.92-1.01],0.0881822053354716
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,SHISA5,Protein shisa-5,Inverse variance weighted,16,1.09 [0.99-1.21],0.0900979879211742
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,0.92 [0.85-1.00],0.0514821357311926
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,0.99 [0.93-1.05],0.690767622789117
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,TNFRSF10A,Tumor necrosis factor receptor superfamily member 10A,Inverse variance weighted,29,1.03 [0.99-1.07],0.104101650851402
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,EFNA4,Ephrin-A4,Inverse variance weighted,5,0.92 [0.77-1.09],0.330612505652392
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,0.94 [0.68-1.29],0.699570887101679
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LAYN,Layilin,Inverse variance weighted,23,1.01 [0.96-1.05],0.784269718032615
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,RNASE6,Ribonuclease K6,Inverse variance weighted,20,0.98 [0.95-1.02],0.348033634821488
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,22,0.95 [0.90-1.01],0.0865777988405062
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,CD83,CD83 antigen,Inverse variance weighted,19,1.03 [0.95-1.12],0.436042402802742
Chapter XIII Diseases of the musculoskeletal system and connective tissue,Pain in limb,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,0.98 [0.87-1.11],0.780661726261075
