Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,OMG,Oligodendrocyte-myelin glycoprotein,Inverse variance weighted,15,0.79 [0.59-1.06],0.114154679446935
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,BAG3,BAG family molecular chaperone regulator 3,Inverse variance weighted,3,0.74 [0.46-1.19],0.211218525721277
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,MYOC,Myocilin,Inverse variance weighted,32,1.02 [0.86-1.21],0.85596283863748
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ITGAV,Integrin alpha-V,Inverse variance weighted,14,1.08 [0.80-1.45],0.612455517145902
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ITGB2,Integrin beta-2,Inverse variance weighted,20,0.99 [0.76-1.29],0.937660407106902
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,GFAP,Glial fibrillary acidic protein,Inverse variance weighted,14,1.00 [0.76-1.31],0.998487528403264
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CA6,Carbonic anhydrase 6,Inverse variance weighted,51,0.96 [0.87-1.06],0.420102812861191
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CRTAC1,Cartilage acidic protein 1,Inverse variance weighted,61,0.96 [0.89-1.04],0.365706275602954
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,MXRA8,Matrix remodeling-associated protein 8,Inverse variance weighted,11,1.10 [0.80-1.51],0.563827193410637
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ITGA11,Integrin alpha-11,Inverse variance weighted,16,1.08 [0.87-1.34],0.496783699106157
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ENPP5,Ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Inverse variance weighted,55,1.05 [0.98-1.11],0.154434131643606
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,IL15,Interleukin-15,Inverse variance weighted,35,1.08 [0.85-1.37],0.532259105596419
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,PEPD,Xaa-Pro dipeptidase,Inverse variance weighted,26,1.01 [0.87-1.17],0.921299667082369
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CLEC4A,C-type lectin domain family 4 member A,Inverse variance weighted,16,1.03 [0.75-1.41],0.85420801252977
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FAP,Prolyl endopeptidase FAP,Inverse variance weighted,13,0.89 [0.75-1.06],0.193520298056641
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,FGFBP2,Fibroblast growth factor-binding protein 2,Inverse variance weighted,59,0.98 [0.91-1.05],0.56165017192995
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ITGAM,Integrin alpha-M,Inverse variance weighted,15,1.08 [0.83-1.40],0.557537775673468
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ACP5,Tartrate-resistant acid phosphatase type 5,Inverse variance weighted,29,0.87 [0.73-1.05],0.155497247900255
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,0.60 [0.22-1.68],0.331341960378794
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,ITGB5,Integrin beta-5,Inverse variance weighted,11,0.74 [0.51-1.06],0.09963770474466
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,MERTK,Tyrosine-protein kinase Mer,Inverse variance weighted,31,0.95 [0.81-1.12],0.546157516895993
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CA14,Carbonic anhydrase 14,Inverse variance weighted,21,1.00 [0.70-1.44],0.981840047247797
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,COMP,Cartilage oligomeric matrix protein,Inverse variance weighted,14,1.04 [0.82-1.32],0.723916128402315
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,LGALS9,Galectin-9,Inverse variance weighted,39,1.05 [0.92-1.18],0.483135198964102
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,HPGDS,Hematopoietic prostaglandin D synthase,Inverse variance weighted,27,1.04 [0.95-1.13],0.384714228563929
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,RGMA,Repulsive guidance molecule A,Inverse variance weighted,47,0.97 [0.87-1.08],0.54765659460467
Chapter VI Diseases of the nervous system,MS-disease / Multiple Sclerosis,CST5,Cystatin-D,Inverse variance weighted,67,0.96 [0.89-1.04],0.368830456878471
