Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,Smoking dependency,CST3,Cystatin-C,Inverse variance weighted,13,1.06 [0.89-1.27],0.490785695071331
Chapter V Mental and behavioural disorders,Smoking dependency,SFTPA2,Pulmonary surfactant-associated protein A2,Inverse variance weighted,27,0.93 [0.85-1.02],0.142634207735395
Chapter V Mental and behavioural disorders,Smoking dependency,CCL21,C-C motif chemokine 21,Inverse variance weighted,19,0.81 [0.62-1.05],0.110868460790621
Chapter V Mental and behavioural disorders,Smoking dependency,LAIR1,Leukocyte-associated immunoglobulin-like receptor 1,Inverse variance weighted,18,0.92 [0.78-1.09],0.33665217819373
Chapter V Mental and behavioural disorders,Smoking dependency,VSIG4,V-set and immunoglobulin domain-containing protein 4,Inverse variance weighted,12,0.83 [0.53-1.32],0.435648801390445
Chapter V Mental and behavioural disorders,Smoking dependency,LAMP3,Lysosome-associated membrane glycoprotein 3,Inverse variance weighted,22,0.95 [0.78-1.16],0.602106854812279
Chapter V Mental and behavioural disorders,Smoking dependency,SERPIND1,Heparin cofactor 2,Inverse variance weighted,35,1.08 [0.91-1.28],0.378983968257472
Chapter V Mental and behavioural disorders,Smoking dependency,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.73 [0.48-1.10],0.131834550886699
Chapter V Mental and behavioural disorders,Smoking dependency,IL2RA,Interleukin-2 receptor subunit alpha,Inverse variance weighted,29,1.10 [0.98-1.24],0.0967869844849991
Chapter V Mental and behavioural disorders,Smoking dependency,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,1.08 [0.71-1.64],0.707722096896358
Chapter V Mental and behavioural disorders,Smoking dependency,SHISA5,Protein shisa-5,Inverse variance weighted,16,1.39 [0.97-2.00],0.074765501673078
Chapter V Mental and behavioural disorders,Smoking dependency,EGFR,Epidermal growth factor receptor,Inverse variance weighted,15,0.98 [0.68-1.40],0.901350309742249
Chapter V Mental and behavioural disorders,Smoking dependency,AMBP,Protein AMBP,Inverse variance weighted,5,0.96 [0.67-1.38],0.831832541535104
Chapter V Mental and behavioural disorders,Smoking dependency,PIGR,Polymeric immunoglobulin receptor,Inverse variance weighted,31,0.97 [0.72-1.31],0.85132850778908
Chapter V Mental and behavioural disorders,Smoking dependency,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,1.49 [0.92-2.40],0.106513120595074
