Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PRG2,Bone marrow proteoglycan,Inverse variance weighted,40,0.98 [0.92-1.03],0.422420575365058
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PDGFRA,Platelet-derived growth factor receptor alpha,Inverse variance weighted,24,0.96 [0.90-1.03],0.24814405105148
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CHRDL1,Chordin-like protein 1,Inverse variance weighted,3,1.03 [0.81-1.31],0.802910987992627
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CTHRC1,Collagen triple helix repeat-containing protein 1,Inverse variance weighted,10,1.14 [0.96-1.36],0.146977582070475
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,BCAN,Brevican core protein,Inverse variance weighted,15,1.08 [0.99-1.17],0.0729179455794006
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,HAO1,Hydroxyacid oxidase 1,Inverse variance weighted,6,0.88 [0.74-1.04],0.127626029969307
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PON3,Serum paraoxonase/lactonase 3,Inverse variance weighted,30,1.00 [0.93-1.08],0.953778935089609
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,ACVRL1,Serine/threonine-protein kinase receptor R3,Inverse variance weighted,16,0.99 [0.95-1.03],0.704277551449177
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,0.96 [0.90-1.03],0.230730753515821
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,LIFR,Leukemia inhibitory factor receptor,Inverse variance weighted,12,1.03 [0.96-1.11],0.464441601732309
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,HSPG2,Basement membrane-specific heparan sulfate proteoglycan core protein,Inverse variance weighted,8,1.06 [0.95-1.18],0.312568662321032
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,TGFA,Protransforming growth factor alpha,Inverse variance weighted,11,1.06 [0.96-1.16],0.270984485618879
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,COL18A1,Collagen alpha-1(XVIII) chain,Inverse variance weighted,17,1.05 [0.96-1.15],0.296564169355518
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,TNFRSF9,Tumor necrosis factor receptor superfamily member 9,Inverse variance weighted,5,1.05 [0.85-1.30],0.627703247060467
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CFD,Complement factor D,Inverse variance weighted,12,1.01 [0.96-1.08],0.633498609411903
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PRAP1,Proline-rich acidic protein 1,Inverse variance weighted,7,0.98 [0.92-1.05],0.625471538217742
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,TIMD4,T-cell immunoglobulin and mucin domain-containing protein 4,Inverse variance weighted,46,0.91 [0.85-0.97],0.0051334759976791
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor,Inverse variance weighted,25,1.06 [1.02-1.11],0.0046560762612625
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PRSS8,Prostasin,Inverse variance weighted,19,0.94 [0.85-1.03],0.184299639665302
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CFI,Complement factor I,Inverse variance weighted,8,1.00 [0.90-1.12],0.945106740555451
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CXCL10,C-X-C motif chemokine 10,Inverse variance weighted,9,0.97 [0.91-1.03],0.327494991393193
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CEACAM16,Carcinoembryonic antigen-related cell adhesion molecule 16,Inverse variance weighted,35,1.06 [0.99-1.12],0.0831910242294513
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,0.97 [0.94-1.00],0.056463472798315
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CLEC7A,C-type lectin domain family 7 member A,Inverse variance weighted,32,1.01 [0.99-1.03],0.409282128691665
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,Inverse variance weighted,52,0.98 [0.94-1.02],0.271710183050374
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,FLT3LG,Fms-related tyrosine kinase 3 ligand,Inverse variance weighted,52,1.05 [0.98-1.12],0.140938587121523
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,FAM3D,Protein FAM3D,Inverse variance weighted,56,1.00 [0.97-1.04],0.954283537421914
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,NPDC1,Neural proliferation differentiation and control protein 1,Inverse variance weighted,7,1.09 [0.94-1.26],0.278348390229985
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,DLL1,Delta-like protein 1,Inverse variance weighted,13,0.99 [0.92-1.08],0.886470038815671
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,IL18BP,Interleukin-18-binding protein,Inverse variance weighted,13,1.10 [0.98-1.23],0.108122124860515
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,CLEC14A,C-type lectin domain family 14 member A,Inverse variance weighted,4,1.08 [0.93-1.26],0.319717680818375
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,KRT19,"Keratin, type I cytoskeletal 19",Inverse variance weighted,5,0.97 [0.80-1.17],0.753655636814801
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,NBL1,Neuroblastoma suppressor of tumorigenicity 1,Inverse variance weighted,5,1.15 [0.99-1.34],0.0637947376156173
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,TAFA5,Chemokine-like protein TAFA-5,Inverse variance weighted,15,1.03 [0.96-1.10],0.374829293951536
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,PCBD1,Pterin-4-alpha-carbinolamine dehydratase,Inverse variance weighted,5,0.89 [0.81-0.98],0.0200600644769793
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,MMP9,Matrix metalloproteinase-9,Inverse variance weighted,11,1.03 [0.95-1.12],0.437790639783197
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,IL4R,Interleukin-4 receptor subunit alpha,Inverse variance weighted,18,1.01 [0.90-1.14],0.846504780130709
"Chapter IV Endocrine, nutritional and metabolic diseases",Pure hypercholesterolaemia,HNMT,Histamine N-methyltransferase,Inverse variance weighted,32,1.00 [0.97-1.03],0.944854222494995
