Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",RBP5,Retinol-binding protein 5,Inverse variance weighted,5,0.93 [0.20-4.28],0.926754199703243
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",TNFRSF6B,Tumor necrosis factor receptor superfamily member 6B,Inverse variance weighted,26,1.00 [0.63-1.59],0.998484344486511
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",ACTA2,"Actin, aortic smooth muscle",Wald ratio,1,0.25 [0.01-5.25],0.37465146153264
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",NOTCH3,Neurogenic locus notch homolog protein 3,Inverse variance weighted,19,1.06 [0.42-2.66],0.903410655502405
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",C7,Complement component C7,Inverse variance weighted,60,1.43 [1.18-1.73],0.0002234327521347
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",INSL4,Early placenta insulin-like peptide,Inverse variance weighted,6,0.70 [0.29-1.70],0.429884346132209
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",ESM1,Endothelial cell-specific molecule 1,Inverse variance weighted,26,0.85 [0.48-1.51],0.582007252454884
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",LAYN,Layilin,Inverse variance weighted,23,0.69 [0.39-1.23],0.205768093758517
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",MAMDC2,MAM domain-containing protein 2,Inverse variance weighted,22,0.99 [0.56-1.77],0.982626380154694
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",ADAMTSL2,ADAMTS-like protein 2,Inverse variance weighted,9,1.95 [0.74-5.14],0.176851101236825
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",GPR37,Prosaposin receptor GPR37,Inverse variance weighted,62,1.13 [0.87-1.45],0.357749361997424
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",RELT,Tumor necrosis factor receptor superfamily member 19L,Inverse variance weighted,19,0.75 [0.50-1.13],0.170879718561938
Chapter IX Diseases of the circulatory system,"Hypertension, Pulmonary Arterial",COL4A1,Collagen alpha-1(IV) chain,Inverse variance weighted,31,1.17 [0.79-1.72],0.438937921112563
