Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",HAVCR1,Hepatitis A virus cellular receptor 1,Inverse variance weighted,40,1.02 [0.98-1.07],0.300123657539365
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",IGFBPL1,Insulin-like growth factor-binding protein-like 1,Inverse variance weighted,23,1.02 [0.98-1.06],0.373347051860394
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",IL1RL1,Interleukin-1 receptor-like 1,Inverse variance weighted,66,0.99 [0.95-1.03],0.564458255699453
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CTSD,Cathepsin D,Inverse variance weighted,24,1.02 [0.96-1.09],0.456606424346695
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",NFATC3,"Nuclear factor of activated T-cells, cytoplasmic 3",Inverse variance weighted,4,1.13 [0.86-1.49],0.370753954001118
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",PILRA,Paired immunoglobulin-like type 2 receptor alpha,Inverse variance weighted,61,0.98 [0.95-1.01],0.178149212391835
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5,Inverse variance weighted,31,1.07 [1.01-1.14],0.033341960008484
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",SPON2,Spondin-2,Inverse variance weighted,8,1.09 [0.98-1.22],0.121307380226786
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",MSR1,Macrophage scavenger receptor types I and II,Inverse variance weighted,25,0.97 [0.89-1.04],0.37084774903493
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",LRRN1,Leucine-rich repeat neuronal protein 1,Inverse variance weighted,41,0.96 [0.91-1.01],0.110815582116496
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",TTR,Transthyretin,Inverse variance weighted,11,1.06 [0.96-1.17],0.27275829960133
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",NFASC,Neurofascin,Inverse variance weighted,19,0.98 [0.92-1.05],0.63217161489577
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",CHI3L1,Chitinase-3-like protein 1,Inverse variance weighted,28,1.00 [0.97-1.04],0.949802940979067
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,19,1.01 [0.96-1.06],0.704086860182102
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",NT5C1A,Cytosolic 5'-nucleotidase 1A,Inverse variance weighted,4,0.93 [0.80-1.06],0.279677776130791
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",MDK,Midkine,Inverse variance weighted,19,1.08 [0.96-1.21],0.211549080791658
Chapter V Mental and behavioural disorders,"Alcohol use disorder, ICD-based",PKD1,Polycystin-1,Inverse variance weighted,23,0.94 [0.89-1.00],0.0652612753420132
