Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter VI Diseases of the nervous system,Other neurological diseases,EFNA1,Ephrin-A1,Inverse variance weighted,15,0.99 [0.94-1.03],0.553308951885467
Chapter VI Diseases of the nervous system,Other neurological diseases,SORCS2,VPS10 domain-containing receptor SorCS2,Inverse variance weighted,30,1.02 [0.98-1.07],0.296312943104592
Chapter VI Diseases of the nervous system,Other neurological diseases,GFRA1,GDNF family receptor alpha-1,Inverse variance weighted,10,1.14 [1.07-1.22],6.37383498408193e-05
Chapter VI Diseases of the nervous system,Other neurological diseases,TFF3,Trefoil factor 3,Inverse variance weighted,10,1.01 [0.92-1.10],0.880021061165815
Chapter VI Diseases of the nervous system,Other neurological diseases,GDF15,Growth/differentiation factor 15,Inverse variance weighted,14,1.02 [0.93-1.12],0.693196197551051
Chapter VI Diseases of the nervous system,Other neurological diseases,OGN,Mimecan,Inverse variance weighted,37,0.99 [0.96-1.03],0.606491469557151
Chapter VI Diseases of the nervous system,Other neurological diseases,CKAP4,Cytoskeleton-associated protein 4,Inverse variance weighted,15,1.05 [0.97-1.13],0.233154812888799
Chapter VI Diseases of the nervous system,Other neurological diseases,OMG,Oligodendrocyte-myelin glycoprotein,Inverse variance weighted,15,0.97 [0.89-1.06],0.521194551734426
Chapter VI Diseases of the nervous system,Other neurological diseases,FBLN2,Fibulin-2,Inverse variance weighted,17,1.03 [0.99-1.08],0.140100683685149
Chapter VI Diseases of the nervous system,Other neurological diseases,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,0.90 [0.72-1.14],0.380417883311931
Chapter VI Diseases of the nervous system,Other neurological diseases,NPC2,NPC intracellular cholesterol transporter 2,Inverse variance weighted,15,0.98 [0.91-1.06],0.646313156271914
Chapter VI Diseases of the nervous system,Other neurological diseases,KLK11,Kallikrein-11,Inverse variance weighted,19,1.04 [1.00-1.08],0.0533936419922868
Chapter VI Diseases of the nervous system,Other neurological diseases,VSIG2,V-set and immunoglobulin domain-containing protein 2,Inverse variance weighted,5,0.99 [0.91-1.07],0.749243388218712
Chapter VI Diseases of the nervous system,Other neurological diseases,HSPB6,Heat shock protein beta-6,Inverse variance weighted,5,0.96 [0.74-1.23],0.724435913706607
Chapter VI Diseases of the nervous system,Other neurological diseases,TGFBR2,TGF-beta receptor type-2,Inverse variance weighted,11,0.98 [0.86-1.11],0.723531954286426
Chapter VI Diseases of the nervous system,Other neurological diseases,EDA2R,Tumor necrosis factor receptor superfamily member 27,Inverse variance weighted,12,1.05 [0.92-1.20],0.466757710860196
Chapter VI Diseases of the nervous system,Other neurological diseases,NEFL,Neurofilament light polypeptide,Inverse variance weighted,6,1.04 [0.86-1.26],0.653996616045804
Chapter VI Diseases of the nervous system,Other neurological diseases,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,0.98 [0.95-1.01],0.109992673361741
Chapter VI Diseases of the nervous system,Other neurological diseases,WFDC2,WAP four-disulfide core domain protein 2,Inverse variance weighted,4,0.96 [0.84-1.11],0.621216401653652
Chapter VI Diseases of the nervous system,Other neurological diseases,RNASE6,Ribonuclease K6,Inverse variance weighted,20,0.98 [0.94-1.02],0.371142511703353
Chapter VI Diseases of the nervous system,Other neurological diseases,COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.07 [0.87-1.32],0.530739576421619
Chapter VI Diseases of the nervous system,Other neurological diseases,YAP1,Transcriptional coactivator YAP1,Inverse variance weighted,10,0.97 [0.89-1.05],0.429391380417136
Chapter VI Diseases of the nervous system,Other neurological diseases,NT5C1A,Cytosolic 5'-nucleotidase 1A,Inverse variance weighted,4,1.07 [0.96-1.19],0.236650468513685
Chapter VI Diseases of the nervous system,Other neurological diseases,CHGA,Chromogranin-A,Inverse variance weighted,8,0.97 [0.88-1.06],0.496746167355857
Chapter VI Diseases of the nervous system,Other neurological diseases,TNFRSF19,Tumor necrosis factor receptor superfamily member 19,Inverse variance weighted,18,1.04 [0.99-1.10],0.126345556963624
Chapter VI Diseases of the nervous system,Other neurological diseases,SCARB2,Lysosome membrane protein 2,Inverse variance weighted,17,1.03 [0.96-1.09],0.429296459029821
Chapter VI Diseases of the nervous system,Other neurological diseases,CD302,CD302 antigen,Inverse variance weighted,17,0.98 [0.93-1.03],0.455723907658037
Chapter VI Diseases of the nervous system,Other neurological diseases,HAVCR2,Hepatitis A virus cellular receptor 2,Inverse variance weighted,13,1.00 [0.98-1.02],0.997563919895906
Chapter VI Diseases of the nervous system,Other neurological diseases,ITGAV,Integrin alpha-V,Inverse variance weighted,14,0.99 [0.91-1.09],0.883303451039581
Chapter VI Diseases of the nervous system,Other neurological diseases,KLK4,Kallikrein-4,Inverse variance weighted,20,1.01 [0.97-1.05],0.554380194226132
Chapter VI Diseases of the nervous system,Other neurological diseases,TNFRSF1A,Tumor necrosis factor receptor superfamily member 1A,Inverse variance weighted,5,1.07 [0.84-1.36],0.579071503020867
Chapter VI Diseases of the nervous system,Other neurological diseases,CPXM2,Inactive carboxypeptidase-like protein X2,Inverse variance weighted,26,1.02 [0.98-1.06],0.399508003793868
Chapter VI Diseases of the nervous system,Other neurological diseases,RBFOX3,RNA binding protein fox-1 homolog 3,Inverse variance weighted,2,1.16 [0.85-1.59],0.334185681085897
Chapter VI Diseases of the nervous system,Other neurological diseases,TNFRSF1B,Tumor necrosis factor receptor superfamily member 1B,Inverse variance weighted,9,1.06 [0.94-1.19],0.331387241336975
Chapter VI Diseases of the nervous system,Other neurological diseases,PLAUR,Urokinase plasminogen activator surface receptor,Inverse variance weighted,10,1.02 [0.94-1.10],0.685620403345292
Chapter VI Diseases of the nervous system,Other neurological diseases,COLEC12,Collectin-12,Inverse variance weighted,13,0.99 [0.92-1.07],0.840175740744802
Chapter VI Diseases of the nervous system,Other neurological diseases,ITGAM,Integrin alpha-M,Inverse variance weighted,15,0.97 [0.90-1.06],0.547703335923739
Chapter VI Diseases of the nervous system,Other neurological diseases,NCAN,Neurocan core protein,Inverse variance weighted,23,1.05 [0.98-1.12],0.156040216690202
Chapter VI Diseases of the nervous system,Other neurological diseases,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1,Inverse variance weighted,17,1.02 [0.97-1.08],0.409700460917483
