Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",MANSC4,MANSC domain-containing protein 4,Inverse variance weighted,37,1.00 [0.96-1.04],0.965812629550498
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",CCN3,CCN family member 3,Inverse variance weighted,20,1.06 [0.99-1.13],0.106319159515793
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",IFI30,Gamma-interferon-inducible lysosomal thiol reductase,Inverse variance weighted,19,1.01 [0.97-1.06],0.548113663365006
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",SPP1,Osteopontin,Inverse variance weighted,19,0.89 [0.78-1.01],0.0677808362066089
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",POSTN,Periostin,Inverse variance weighted,24,1.00 [0.96-1.04],0.931052316227514
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",BRK1,Protein BRICK1,Inverse variance weighted,10,0.94 [0.83-1.07],0.35377506963545
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",THBS4,Thrombospondin-4,Inverse variance weighted,20,1.01 [0.93-1.10],0.804895811463347
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",MMP12,Macrophage metalloelastase,Inverse variance weighted,21,0.99 [0.96-1.03],0.726159386868659
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",BCAT1,"Branched-chain-amino-acid aminotransferase, cytosolic",Inverse variance weighted,21,1.04 [0.97-1.12],0.236936472880761
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",SCRG1,Scrapie-responsive protein 1,Inverse variance weighted,5,0.99 [0.81-1.21],0.925217049194759
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",GPNMB,Transmembrane glycoprotein NMB,Inverse variance weighted,22,0.99 [0.96-1.01],0.401446096302763
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,0.97 [0.88-1.07],0.558760291680862
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",CSTB,Cystatin-B,Inverse variance weighted,25,0.96 [0.92-1.00],0.0538294943696496
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",COL9A1,Collagen alpha-1(IX) chain,Inverse variance weighted,14,0.93 [0.86-1.01],0.0716875087498195
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",TREM2,Triggering receptor expressed on myeloid cells 2,Inverse variance weighted,39,1.01 [0.97-1.05],0.605326176809662
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",KLK4,Kallikrein-4,Inverse variance weighted,20,1.00 [0.96-1.05],0.94975476697675
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",CLEC5A,C-type lectin domain family 5 member A,Inverse variance weighted,18,1.10 [1.04-1.16],0.0007681225543892
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",COL6A3,Collagen alpha-3(VI) chain,Inverse variance weighted,5,1.28 [0.76-2.15],0.348323517220565
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",CDCP1,CUB domain-containing protein 1,Inverse variance weighted,23,1.03 [0.96-1.10],0.469833049603651
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",CCL7,C-C motif chemokine 7,Inverse variance weighted,14,1.03 [0.93-1.13],0.580470493263479
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",CD276,CD276 antigen,Inverse variance weighted,47,0.97 [0.94-1.00],0.0360815768349989
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",S100A12,Protein S100-A12,Inverse variance weighted,7,1.04 [0.91-1.19],0.553709895287234
Chapter XIII Diseases of the musculoskeletal system and connective tissue,"Coxarthrosis, primary",CXCL8,Interleukin-8,Inverse variance weighted,7,0.97 [0.87-1.08],0.577891522288848
