Disease_category,Disease,Protein,Protein_definition,Method,Nb_SNP,OR[95%CI],P_value
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,SUSD5,Sushi domain-containing protein 5,Inverse variance weighted,28,1.02 [0.91-1.14],0.705897881355102
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,TFF2,Trefoil factor 2,Inverse variance weighted,16,1.27 [1.00-1.63],0.0546153969012606
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ART3,Ecto-ADP-ribosyltransferase 3,Inverse variance weighted,22,1.12 [0.98-1.27],0.0875035516903564
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,FGFR2,Fibroblast growth factor receptor 2,Inverse variance weighted,13,1.28 [0.96-1.71],0.0935487887245284
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,MIA,Melanoma-derived growth regulatory protein,Inverse variance weighted,41,1.01 [0.94-1.08],0.807279600885264
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,IGFBP4,Insulin-like growth factor-binding protein 4,Inverse variance weighted,3,1.32 [0.40-4.35],0.652927491390191
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,VWC2,Brorin,Inverse variance weighted,35,0.99 [0.89-1.11],0.897752426139506
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,HSPB6,Heat shock protein beta-6,Inverse variance weighted,5,1.19 [0.72-1.95],0.499400008206827
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,IL17C,Interleukin-17C,Inverse variance weighted,8,1.08 [0.78-1.49],0.637415806511609
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,Inverse variance weighted,41,1.11 [0.97-1.27],0.120344619323598
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,KLK13,Kallikrein-13,Inverse variance weighted,23,1.03 [0.93-1.14],0.54907425261546
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,TMPRSS11D,Transmembrane protease serine 11D,Inverse variance weighted,4,0.89 [0.53-1.49],0.647901687437444
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ASGR1,Asialoglycoprotein receptor 1,Inverse variance weighted,8,0.94 [0.66-1.34],0.725826416653722
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,F3,Tissue factor,Inverse variance weighted,26,1.23 [1.05-1.46],0.0130803777818131
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,PRSS8,Prostasin,Inverse variance weighted,19,1.11 [0.85-1.45],0.436559630034863
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,AGRN,Agrin,Inverse variance weighted,31,0.94 [0.81-1.08],0.364856081205081
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCL14,C-C motif chemokine 14,Inverse variance weighted,17,0.87 [0.79-0.96],0.0053373244405729
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,SERPINB8,Serpin B8,Inverse variance weighted,29,0.98 [0.91-1.05],0.571127802868116
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CD55,Complement decay-accelerating factor,Inverse variance weighted,27,1.01 [0.91-1.13],0.802649983590422
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,IL10RB,Interleukin-10 receptor subunit beta,Inverse variance weighted,31,0.98 [0.90-1.07],0.623615239210081
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,REG1B,Lithostathine-1-beta,Inverse variance weighted,26,0.92 [0.82-1.04],0.195878201038179
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,RBP2,Retinol-binding protein 2,Inverse variance weighted,6,1.80 [1.04-3.10],0.0342738916310696
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,SFRP1,Secreted frizzled-related protein 1,Inverse variance weighted,22,0.93 [0.78-1.10],0.4014681560294
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,KLRB1,Killer cell lectin-like receptor subfamily B member 1,Inverse variance weighted,19,1.09 [0.88-1.35],0.416325827858279
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,RNF149,E3 ubiquitin-protein ligase RNF149,Inverse variance weighted,10,1.13 [0.95-1.33],0.157007910042347
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,DSC2,Desmocollin-2,Inverse variance weighted,16,1.03 [0.88-1.22],0.691403136907174
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CLMP,CXADR-like membrane protein,Inverse variance weighted,15,0.87 [0.74-1.01],0.0716563233130169
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,FOLR1,Folate receptor alpha,Inverse variance weighted,10,1.40 [1.06-1.84],0.01761575075133
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CLEC1A,C-type lectin domain family 1 member A,Inverse variance weighted,20,1.00 [0.92-1.08],0.954383661088613
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,VMO1,Vitelline membrane outer layer protein 1 homolog,Inverse variance weighted,44,1.05 [0.98-1.12],0.186413623118193
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,MMP12,Macrophage metalloelastase,Inverse variance weighted,21,1.08 [0.99-1.18],0.100989232155326
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12,Inverse variance weighted,4,1.07 [0.68-1.68],0.761183632229903
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCL27,C-C motif chemokine 27,Inverse variance weighted,12,1.04 [0.82-1.32],0.756603854912454
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,ADAM9,Disintegrin and metalloproteinase domain-containing protein 9,Inverse variance weighted,18,0.91 [0.72-1.16],0.450533207873678
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CAPG,Macrophage-capping protein,Inverse variance weighted,34,0.96 [0.87-1.06],0.386143213668734
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,LILRA5,Leukocyte immunoglobulin-like receptor subfamily A member 5,Inverse variance weighted,30,0.93 [0.78-1.11],0.419769916326993
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,MMP3,Stromelysin-1,Inverse variance weighted,35,0.92 [0.82-1.04],0.203982040669868
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CHCHD10,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial",Inverse variance weighted,4,1.05 [0.75-1.48],0.759561643236564
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,PPP1R14D,Protein phosphatase 1 regulatory subunit 14D,Wald ratio,1,1.13 [0.46-2.78],0.781802307447458
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,RNASE4,Ribonuclease 4,Inverse variance weighted,13,0.81 [0.70-0.94],0.0066696214027459
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,GPR37,Prosaposin receptor GPR37,Inverse variance weighted,62,1.05 [0.97-1.13],0.233731281655117
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,CCDC80,Coiled-coil domain-containing protein 80,Inverse variance weighted,13,1.10 [0.76-1.60],0.599383785210846
"Chapter IV Endocrine, nutritional and metabolic diseases",Volume depletion,IL1R1,Interleukin-1 receptor type 1,Inverse variance weighted,22,0.98 [0.80-1.19],0.806660414254155
